actual_id,cost_center_id,account_id,department_id,transaction_date,amount,vendor
2640,CC011,ACC014,DEPT06,2023-01-24,5382.73,BrightPath
2641,CC011,ACC014,DEPT06,2023-01-09,4375.26,Acme Corp
2642,CC011,ACC014,DEPT06,2023-02-23,2899.75,BrightPath
2643,CC011,ACC014,DEPT06,2023-02-21,3724.43,Acme Corp
2644,CC011,ACC014,DEPT06,2023-02-27,3808.15,BlueWave
2645,CC011,ACC014,DEPT06,2023-03-08,2875.43,SwiftHire
2646,CC011,ACC014,DEPT06,2023-03-02,3291.32,DataPro
2647,CC011,ACC014,DEPT06,2023-03-20,2731.59,CloudBase
2648,CC011,ACC014,DEPT06,2023-04-22,7296.2,RedPoint
2649,CC011,ACC014,DEPT06,2023-05-24,7124.04,OmniTech
2650,CC011,ACC014,DEPT06,2023-06-15,7752.93,CloudBase
2651,CC011,ACC014,DEPT06,2023-07-16,10631.65,OmniTech
2652,CC011,ACC014,DEPT06,2023-08-20,8973.57,DataPro
2653,CC011,ACC014,DEPT06,2023-09-15,9224.32,BrightPath
2654,CC011,ACC014,DEPT06,2023-10-02,4033.5,CloudBase
2655,CC011,ACC014,DEPT06,2023-10-28,4671.01,OmniTech
2656,CC011,ACC014,DEPT06,2023-11-24,8052.78,GlobalServ
2657,CC011,ACC014,DEPT06,2023-12-26,13079.36,PrimeSoft
2658,CC011,ACC014,DEPT06,2024-01-04,10463.15,CoreLogic
2659,CC011,ACC014,DEPT06,2024-02-09,9111.4,RedPoint
2660,CC011,ACC014,DEPT06,2024-03-22,3408.91,SwiftHire
2661,CC011,ACC014,DEPT06,2024-03-16,3468.65,TechVentures
2662,CC011,ACC014,DEPT06,2024-03-27,2893.51,GreenLight
2663,CC011,ACC014,DEPT06,2024-04-27,2534.46,NetWorks Inc
2664,CC011,ACC014,DEPT06,2024-04-12,2229.05,SwiftHire
2665,CC011,ACC014,DEPT06,2024-04-25,2418.82,TechVentures
2666,CC011,ACC014,DEPT06,2024-05-23,3324.37,RedPoint
2667,CC011,ACC014,DEPT06,2024-05-23,4245.97,Acme Corp
2668,CC011,ACC014,DEPT06,2024-06-16,3540.78,GlobalServ
2669,CC011,ACC014,DEPT06,2024-06-23,3687.35,DataPro
2670,CC011,ACC014,DEPT06,2024-06-13,2835.0,DataPro
2671,CC011,ACC014,DEPT06,2024-07-27,8561.32,PrimeSoft
2672,CC011,ACC014,DEPT06,2024-08-06,5749.65,BlueWave
2673,CC011,ACC014,DEPT06,2024-09-04,9060.0,NetWorks Inc
2674,CC011,ACC014,DEPT06,2024-10-20,3968.07,DataPro
2675,CC011,ACC014,DEPT06,2024-10-12,4624.5,PrimeSoft
2676,CC011,ACC014,DEPT06,2024-11-21,4475.78,AlphaServices
2677,CC011,ACC014,DEPT06,2024-11-22,3975.67,BrightPath
2678,CC011,ACC014,DEPT06,2024-12-09,10147.99,SwiftHire
2679,CC011,ACC005,DEPT06,2023-01-25,974.33,TechVentures
2680,CC011,ACC005,DEPT06,2023-01-19,857.46,AlphaServices
2681,CC011,ACC005,DEPT06,2023-02-01,818.68,NetWorks Inc
2682,CC011,ACC005,DEPT06,2023-02-16,621.65,GreenLight
2683,CC011,ACC005,DEPT06,2023-02-16,886.08,DataPro
2684,CC011,ACC005,DEPT06,2023-03-23,1945.11,OmniTech
2685,CC011,ACC005,DEPT06,2023-04-08,2520.41,AlphaServices
2686,CC011,ACC005,DEPT06,2023-05-25,2298.67,SwiftHire
2687,CC011,ACC005,DEPT06,2023-06-01,2126.39,OmniTech
2688,CC011,ACC005,DEPT06,2023-07-17,874.03,BrightPath
2689,CC011,ACC005,DEPT06,2023-07-06,650.33,BrightPath
2690,CC011,ACC005,DEPT06,2023-08-18,1888.53,OmniTech
2691,CC011,ACC005,DEPT06,2023-09-17,1627.52,BrightPath
2692,CC011,ACC005,DEPT06,2023-10-02,1822.34,DataPro
2693,CC011,ACC005,DEPT06,2023-11-27,2276.9,TechVentures
2694,CC011,ACC005,DEPT06,2023-12-25,1367.38,SwiftHire
2695,CC011,ACC005,DEPT06,2024-01-02,790.03,DataPro
2696,CC011,ACC005,DEPT06,2024-01-11,621.97,BlueWave
2697,CC011,ACC005,DEPT06,2024-01-28,764.55,BrightPath
2698,CC011,ACC005,DEPT06,2024-02-04,1904.95,TechVentures
2699,CC011,ACC005,DEPT06,2024-03-20,2000.23,AlphaServices
2700,CC011,ACC005,DEPT06,2024-04-14,1671.55,Acme Corp
2701,CC011,ACC005,DEPT06,2024-05-18,901.36,TechVentures
2702,CC011,ACC005,DEPT06,2024-05-02,920.52,DataPro
2703,CC011,ACC005,DEPT06,2024-06-03,739.63,DataPro
2704,CC011,ACC005,DEPT06,2024-06-22,1029.77,CloudBase
2705,CC011,ACC005,DEPT06,2024-07-05,1540.84,TechVentures
2706,CC011,ACC005,DEPT06,2024-08-07,1415.61,BrightPath
2707,CC011,ACC005,DEPT06,2024-09-16,2278.57,TechVentures
2708,CC011,ACC005,DEPT06,2024-10-04,1100.2,CoreLogic
2709,CC011,ACC005,DEPT06,2024-10-07,869.1,GlobalServ
2710,CC011,ACC005,DEPT06,2024-11-12,895.47,Acme Corp
2711,CC011,ACC005,DEPT06,2024-11-01,940.23,TechVentures
2712,CC011,ACC005,DEPT06,2024-12-10,1767.52,RedPoint
2713,CC011,ACC010,DEPT06,2023-01-16,19688.76,GreenLight
2714,CC011,ACC010,DEPT06,2023-02-07,8172.79,TechVentures
2715,CC011,ACC010,DEPT06,2023-02-18,7164.14,OmniTech
2716,CC011,ACC010,DEPT06,2023-03-22,8724.88,GlobalServ
2717,CC011,ACC010,DEPT06,2023-03-05,12040.24,BlueWave
2718,CC011,ACC010,DEPT06,2023-04-03,25082.5,AlphaServices
2719,CC011,ACC010,DEPT06,2023-05-21,7236.8,CloudBase
2720,CC011,ACC010,DEPT06,2023-05-27,8808.3,DataPro
2721,CC011,ACC010,DEPT06,2023-06-11,7774.72,GreenLight
2722,CC011,ACC010,DEPT06,2023-06-07,9113.27,OmniTech
2723,CC011,ACC010,DEPT06,2023-07-27,19218.98,BlueWave
2724,CC011,ACC010,DEPT06,2023-08-26,5592.57,CoreLogic
2725,CC011,ACC010,DEPT06,2023-08-21,6515.98,BlueWave
2726,CC011,ACC010,DEPT06,2023-08-06,6215.27,PrimeSoft
2727,CC011,ACC010,DEPT06,2023-09-14,22770.68,AlphaServices
2728,CC011,ACC010,DEPT06,2023-10-25,11449.56,GlobalServ
2729,CC011,ACC010,DEPT06,2023-11-09,19343.3,BrightPath
2730,CC011,ACC010,DEPT06,2023-12-27,6260.9,CoreLogic
2731,CC011,ACC010,DEPT06,2023-12-10,6966.31,BlueWave
2732,CC011,ACC010,DEPT06,2023-12-17,7884.0,BrightPath
2733,CC011,ACC010,DEPT06,2024-01-23,9291.68,CoreLogic
2734,CC011,ACC010,DEPT06,2024-01-20,10103.88,AlphaServices
2735,CC011,ACC010,DEPT06,2024-02-03,19871.84,SwiftHire
2736,CC011,ACC010,DEPT06,2024-03-21,17609.85,TechVentures
2737,CC011,ACC010,DEPT06,2024-04-10,13588.35,AlphaServices
2738,CC011,ACC010,DEPT06,2024-05-08,21365.81,AlphaServices
2739,CC011,ACC010,DEPT06,2024-06-11,4545.37,CoreLogic
2740,CC011,ACC010,DEPT06,2024-06-09,5549.6,DataPro
2741,CC011,ACC010,DEPT06,2024-06-22,5387.14,OmniTech
2742,CC011,ACC010,DEPT06,2024-07-26,8997.45,GreenLight
2743,CC011,ACC010,DEPT06,2024-07-07,8679.24,OmniTech
2744,CC011,ACC010,DEPT06,2024-08-07,9517.4,GreenLight
2745,CC011,ACC010,DEPT06,2024-08-17,9181.08,GlobalServ
2746,CC011,ACC010,DEPT06,2024-09-08,6119.36,PrimeSoft
2747,CC011,ACC010,DEPT06,2024-09-21,6938.32,BlueWave
2748,CC011,ACC010,DEPT06,2024-10-12,8501.14,PrimeSoft
2749,CC011,ACC010,DEPT06,2024-10-23,7236.53,DataPro
2750,CC011,ACC010,DEPT06,2024-11-09,19650.2,AlphaServices
2751,CC011,ACC010,DEPT06,2024-12-18,14198.26,NetWorks Inc
2752,CC011,ACC011,DEPT06,2023-01-16,11604.12,BrightPath
2753,CC011,ACC011,DEPT06,2023-02-17,18661.31,AlphaServices
2754,CC011,ACC011,DEPT06,2023-03-21,14020.49,BrightPath
2755,CC011,ACC011,DEPT06,2023-04-04,12448.33,GlobalServ
2756,CC011,ACC011,DEPT06,2023-05-02,11680.86,Acme Corp
2757,CC011,ACC011,DEPT06,2023-06-09,16623.93,GlobalServ
2758,CC011,ACC011,DEPT06,2023-07-07,5468.48,Acme Corp
2759,CC011,ACC011,DEPT06,2023-07-19,5884.89,Acme Corp
2760,CC011,ACC011,DEPT06,2023-07-11,4090.8,AlphaServices
2761,CC011,ACC011,DEPT06,2023-08-08,11753.04,AlphaServices
2762,CC011,ACC011,DEPT06,2023-09-12,8396.72,BlueWave
2763,CC011,ACC011,DEPT06,2023-09-01,6413.61,CoreLogic
2764,CC011,ACC011,DEPT06,2023-10-27,5719.61,NetWorks Inc
2765,CC011,ACC011,DEPT06,2023-10-20,5802.03,Acme Corp
2766,CC011,ACC011,DEPT06,2023-11-09,18071.87,GreenLight
2767,CC011,ACC011,DEPT06,2023-12-08,15667.05,PrimeSoft
2768,CC011,ACC011,DEPT06,2024-01-08,9909.34,DataPro
2769,CC011,ACC011,DEPT06,2024-02-19,9093.13,BlueWave
2770,CC011,ACC011,DEPT06,2024-03-04,10981.46,BlueWave
2771,CC011,ACC011,DEPT06,2024-04-24,4565.3,RedPoint
2772,CC011,ACC011,DEPT06,2024-04-20,4456.79,GreenLight
2773,CC011,ACC011,DEPT06,2024-05-22,11241.68,BrightPath
2774,CC011,ACC011,DEPT06,2024-06-01,6084.13,BrightPath
2775,CC011,ACC011,DEPT06,2024-06-13,6513.42,BlueWave
2776,CC011,ACC011,DEPT06,2024-07-03,9765.7,AlphaServices
2777,CC011,ACC011,DEPT06,2024-08-13,6787.66,PrimeSoft
2778,CC011,ACC011,DEPT06,2024-08-12,6942.75,NetWorks Inc
2779,CC011,ACC011,DEPT06,2024-09-13,6527.23,AlphaServices
2780,CC011,ACC011,DEPT06,2024-09-01,6480.56,OmniTech
2781,CC011,ACC011,DEPT06,2024-10-15,15872.71,SwiftHire
2782,CC011,ACC011,DEPT06,2024-11-13,13016.4,Acme Corp
2783,CC011,ACC011,DEPT06,2024-12-03,7997.38,NetWorks Inc
2784,CC011,ACC011,DEPT06,2024-12-08,6198.8,DataPro
2785,CC011,ACC002,DEPT06,2023-01-06,7238.32,PrimeSoft
2786,CC011,ACC002,DEPT06,2023-01-21,8333.81,CoreLogic
2787,CC011,ACC002,DEPT06,2023-01-26,7590.44,PrimeSoft
2788,CC011,ACC002,DEPT06,2023-02-25,8220.17,PrimeSoft
2789,CC011,ACC002,DEPT06,2023-02-06,7265.56,TechVentures
2790,CC011,ACC002,DEPT06,2023-02-18,9092.32,Acme Corp
2791,CC011,ACC002,DEPT06,2023-03-05,19749.09,DataPro
2792,CC011,ACC002,DEPT06,2023-04-06,23289.52,PrimeSoft
2793,CC011,ACC002,DEPT06,2023-05-28,17818.21,TechVentures
2794,CC011,ACC002,DEPT06,2023-06-28,28054.4,BlueWave
2795,CC011,ACC002,DEPT06,2023-07-14,29821.22,RedPoint
2796,CC011,ACC002,DEPT06,2023-08-20,22469.89,SwiftHire
2797,CC011,ACC002,DEPT06,2023-09-26,8133.93,GlobalServ
2798,CC011,ACC002,DEPT06,2023-09-25,9083.56,BrightPath
2799,CC011,ACC002,DEPT06,2023-10-18,19397.21,RedPoint
2800,CC011,ACC002,DEPT06,2023-11-06,9544.84,GreenLight
2801,CC011,ACC002,DEPT06,2023-11-27,9326.73,Acme Corp
2802,CC011,ACC002,DEPT06,2023-12-06,10569.3,Acme Corp
2803,CC011,ACC002,DEPT06,2023-12-28,10901.6,GlobalServ
2804,CC011,ACC002,DEPT06,2024-01-26,9317.59,DataPro
2805,CC011,ACC002,DEPT06,2024-01-15,9692.36,GlobalServ
2806,CC011,ACC002,DEPT06,2024-02-20,10141.26,GreenLight
2807,CC011,ACC002,DEPT06,2024-02-13,9579.28,GlobalServ
2808,CC011,ACC002,DEPT06,2024-03-22,21730.68,GreenLight
2809,CC011,ACC002,DEPT06,2024-04-17,22970.12,BrightPath
2810,CC011,ACC002,DEPT06,2024-05-20,9685.8,AlphaServices
2811,CC011,ACC002,DEPT06,2024-05-24,11185.29,NetWorks Inc
2812,CC011,ACC002,DEPT06,2024-05-17,11322.21,RedPoint
2813,CC011,ACC002,DEPT06,2024-06-26,22903.73,Acme Corp
2814,CC011,ACC002,DEPT06,2024-07-10,18765.69,TechVentures
2815,CC011,ACC002,DEPT06,2024-08-12,23294.68,Acme Corp
2816,CC011,ACC002,DEPT06,2024-09-14,18805.1,GreenLight
2817,CC011,ACC002,DEPT06,2024-10-26,31072.03,GreenLight
2818,CC011,ACC002,DEPT06,2024-11-08,12449.14,GlobalServ
2819,CC011,ACC002,DEPT06,2024-11-08,10904.64,RedPoint
2820,CC011,ACC002,DEPT06,2024-12-15,23666.28,CloudBase
2821,CC011,ACC006,DEPT06,2023-01-02,38105.38,PrimeSoft
2822,CC011,ACC006,DEPT06,2023-02-10,22372.25,CloudBase
2823,CC011,ACC006,DEPT06,2023-02-15,15715.66,RedPoint
2824,CC011,ACC006,DEPT06,2023-03-20,15233.58,DataPro
2825,CC011,ACC006,DEPT06,2023-03-17,14741.47,CoreLogic
2826,CC011,ACC006,DEPT06,2023-04-16,13488.16,TechVentures
2827,CC011,ACC006,DEPT06,2023-04-07,11061.26,DataPro
2828,CC011,ACC006,DEPT06,2023-04-06,13739.03,Acme Corp
2829,CC011,ACC006,DEPT06,2023-05-09,45172.87,Acme Corp
2830,CC011,ACC006,DEPT06,2023-06-01,28318.71,BrightPath
2831,CC011,ACC006,DEPT06,2023-07-20,15291.52,CloudBase
2832,CC011,ACC006,DEPT06,2023-07-02,14201.57,GreenLight
2833,CC011,ACC006,DEPT06,2023-08-16,34743.74,NetWorks Inc
2834,CC011,ACC006,DEPT06,2023-09-24,45048.75,SwiftHire
2835,CC011,ACC006,DEPT06,2023-10-27,44999.25,NetWorks Inc
2836,CC011,ACC006,DEPT06,2023-11-21,17247.49,DataPro
2837,CC011,ACC006,DEPT06,2023-11-25,13537.79,RedPoint
2838,CC011,ACC006,DEPT06,2023-12-08,14444.78,Acme Corp
2839,CC011,ACC006,DEPT06,2023-12-01,12973.84,GlobalServ
2840,CC011,ACC006,DEPT06,2024-01-27,28356.85,RedPoint
2841,CC011,ACC006,DEPT06,2024-02-07,23659.32,Acme Corp
2842,CC011,ACC006,DEPT06,2024-03-24,32360.65,BrightPath
2843,CC011,ACC006,DEPT06,2024-04-06,42299.49,RedPoint
2844,CC011,ACC006,DEPT06,2024-05-26,40354.04,RedPoint
2845,CC011,ACC006,DEPT06,2024-06-16,16147.81,DataPro
2846,CC011,ACC006,DEPT06,2024-06-18,17542.82,RedPoint
2847,CC011,ACC006,DEPT06,2024-07-11,22744.93,CoreLogic
2848,CC011,ACC006,DEPT06,2024-07-22,18631.38,BlueWave
2849,CC011,ACC006,DEPT06,2024-08-20,31336.0,GreenLight
2850,CC011,ACC006,DEPT06,2024-09-16,34091.37,DataPro
2851,CC011,ACC006,DEPT06,2024-10-24,29209.18,NetWorks Inc
2852,CC011,ACC006,DEPT06,2024-11-09,28512.43,TechVentures
2853,CC011,ACC006,DEPT06,2024-12-08,46106.68,RedPoint
2854,CC012,ACC001,DEPT06,2023-01-04,138596.23,SwiftHire
2855,CC012,ACC001,DEPT06,2023-02-14,128868.78,AlphaServices
2856,CC012,ACC001,DEPT06,2023-03-16,91179.74,RedPoint
2857,CC012,ACC001,DEPT06,2023-04-02,80784.16,NetWorks Inc
2858,CC012,ACC001,DEPT06,2023-04-14,66422.53,GlobalServ
2859,CC012,ACC001,DEPT06,2023-05-12,38273.33,TechVentures
2860,CC012,ACC001,DEPT06,2023-05-16,37850.57,RedPoint
2861,CC012,ACC001,DEPT06,2023-05-13,49162.92,AlphaServices
2862,CC012,ACC001,DEPT06,2023-06-08,99176.46,AlphaServices
2863,CC012,ACC001,DEPT06,2023-07-19,157459.13,NetWorks Inc
2864,CC012,ACC001,DEPT06,2023-08-24,123556.04,Acme Corp
2865,CC012,ACC001,DEPT06,2023-09-26,122800.78,GreenLight
2866,CC012,ACC001,DEPT06,2023-10-16,107428.7,GlobalServ
2867,CC012,ACC001,DEPT06,2023-11-22,102431.29,OmniTech
2868,CC012,ACC001,DEPT06,2023-12-03,75344.27,Acme Corp
2869,CC012,ACC001,DEPT06,2023-12-10,61190.35,CloudBase
2870,CC012,ACC001,DEPT06,2024-01-02,26274.04,AlphaServices
2871,CC012,ACC001,DEPT06,2024-01-07,25237.73,GreenLight
2872,CC012,ACC001,DEPT06,2024-01-13,27379.19,BlueWave
2873,CC012,ACC001,DEPT06,2024-02-20,155497.76,BlueWave
2874,CC012,ACC001,DEPT06,2024-03-03,58207.52,BrightPath
2875,CC012,ACC001,DEPT06,2024-03-09,66405.0,GlobalServ
2876,CC012,ACC001,DEPT06,2024-04-20,52632.72,PrimeSoft
2877,CC012,ACC001,DEPT06,2024-04-02,67520.49,NetWorks Inc
2878,CC012,ACC001,DEPT06,2024-05-26,74750.6,BrightPath
2879,CC012,ACC001,DEPT06,2024-05-17,65426.38,DataPro
2880,CC012,ACC001,DEPT06,2024-06-26,56968.76,RedPoint
2881,CC012,ACC001,DEPT06,2024-06-28,53030.95,DataPro
2882,CC012,ACC001,DEPT06,2024-07-23,128951.4,GlobalServ
2883,CC012,ACC001,DEPT06,2024-08-05,116173.95,TechVentures
2884,CC012,ACC001,DEPT06,2024-09-10,171991.49,GreenLight
2885,CC012,ACC001,DEPT06,2024-10-16,106008.88,NetWorks Inc
2886,CC012,ACC001,DEPT06,2024-11-22,40113.88,CoreLogic
2887,CC012,ACC001,DEPT06,2024-11-10,41032.6,RedPoint
2888,CC012,ACC001,DEPT06,2024-11-16,40727.87,OmniTech
2889,CC012,ACC001,DEPT06,2024-12-03,78393.92,Acme Corp
2890,CC012,ACC014,DEPT06,2023-01-06,4283.33,BlueWave
2891,CC012,ACC014,DEPT06,2023-01-22,4750.12,NetWorks Inc
2892,CC012,ACC014,DEPT06,2023-02-27,8032.87,CloudBase
2893,CC012,ACC014,DEPT06,2023-02-23,9002.44,NetWorks Inc
2894,CC012,ACC014,DEPT06,2023-03-28,5568.51,SwiftHire
2895,CC012,ACC014,DEPT06,2023-03-28,4419.9,GreenLight
2896,CC012,ACC014,DEPT06,2023-03-09,4379.86,NetWorks Inc
2897,CC012,ACC014,DEPT06,2023-04-02,4578.39,RedPoint
2898,CC012,ACC014,DEPT06,2023-04-17,4197.51,AlphaServices
2899,CC012,ACC014,DEPT06,2023-05-06,11960.61,NetWorks Inc
2900,CC012,ACC014,DEPT06,2023-06-11,10086.45,GreenLight
2901,CC012,ACC014,DEPT06,2023-07-25,12480.78,BlueWave
2902,CC012,ACC014,DEPT06,2023-08-22,13572.6,OmniTech
2903,CC012,ACC014,DEPT06,2023-09-13,6729.67,RedPoint
2904,CC012,ACC014,DEPT06,2023-09-19,7485.35,AlphaServices
2905,CC012,ACC014,DEPT06,2023-10-24,16977.8,GreenLight
2906,CC012,ACC014,DEPT06,2023-11-10,3681.92,CoreLogic
2907,CC012,ACC014,DEPT06,2023-11-15,4258.61,Acme Corp
2908,CC012,ACC014,DEPT06,2023-11-01,3246.39,NetWorks Inc
2909,CC012,ACC014,DEPT06,2023-12-27,3664.37,RedPoint
2910,CC012,ACC014,DEPT06,2023-12-15,4294.01,RedPoint
2911,CC012,ACC014,DEPT06,2023-12-19,5123.81,PrimeSoft
2912,CC012,ACC014,DEPT06,2024-01-09,7264.75,DataPro
2913,CC012,ACC014,DEPT06,2024-01-28,9449.87,Acme Corp
2914,CC012,ACC014,DEPT06,2024-02-13,8703.06,DataPro
2915,CC012,ACC014,DEPT06,2024-02-08,6762.16,Acme Corp
2916,CC012,ACC014,DEPT06,2024-03-01,5060.57,NetWorks Inc
2917,CC012,ACC014,DEPT06,2024-03-03,4628.38,GreenLight
2918,CC012,ACC014,DEPT06,2024-04-14,18812.3,Acme Corp
2919,CC012,ACC014,DEPT06,2024-05-21,5009.75,GreenLight
2920,CC012,ACC014,DEPT06,2024-05-20,4134.18,OmniTech
2921,CC012,ACC014,DEPT06,2024-05-19,3677.05,PrimeSoft
2922,CC012,ACC014,DEPT06,2024-06-28,15893.68,PrimeSoft
2923,CC012,ACC014,DEPT06,2024-07-06,18501.21,CoreLogic
2924,CC012,ACC014,DEPT06,2024-08-11,13947.01,OmniTech
2925,CC012,ACC014,DEPT06,2024-09-24,10399.86,SwiftHire
2926,CC012,ACC014,DEPT06,2024-10-14,6178.09,GlobalServ
2927,CC012,ACC014,DEPT06,2024-10-07,6719.51,SwiftHire
2928,CC012,ACC014,DEPT06,2024-11-10,12307.42,CoreLogic
2929,CC012,ACC014,DEPT06,2024-12-05,6157.73,BlueWave
2930,CC012,ACC014,DEPT06,2024-12-01,6291.83,PrimeSoft
2931,CC012,ACC002,DEPT06,2023-01-09,13553.42,GlobalServ
2932,CC012,ACC002,DEPT06,2023-01-15,10383.89,CloudBase
2933,CC012,ACC002,DEPT06,2023-02-15,14376.02,CoreLogic
2934,CC012,ACC002,DEPT06,2023-02-22,10975.68,AlphaServices
2935,CC012,ACC002,DEPT06,2023-03-12,31289.09,GlobalServ
2936,CC012,ACC002,DEPT06,2023-04-24,32189.78,Acme Corp
2937,CC012,ACC002,DEPT06,2023-05-25,21784.45,TechVentures
2938,CC012,ACC002,DEPT06,2023-05-06,21950.99,GlobalServ
2939,CC012,ACC002,DEPT06,2023-06-07,26150.62,BrightPath
2940,CC012,ACC002,DEPT06,2023-07-11,17731.04,BlueWave
2941,CC012,ACC002,DEPT06,2023-07-25,18016.8,NetWorks Inc
2942,CC012,ACC002,DEPT06,2023-08-07,23846.34,GlobalServ
2943,CC012,ACC002,DEPT06,2023-09-24,12243.76,SwiftHire
2944,CC012,ACC002,DEPT06,2023-09-24,9124.56,PrimeSoft
2945,CC012,ACC002,DEPT06,2023-10-18,11453.67,GreenLight
2946,CC012,ACC002,DEPT06,2023-10-11,10123.63,OmniTech
2947,CC012,ACC002,DEPT06,2023-10-02,9757.12,Acme Corp
2948,CC012,ACC002,DEPT06,2023-11-22,27153.23,RedPoint
2949,CC012,ACC002,DEPT06,2023-12-01,27117.23,CloudBase
2950,CC012,ACC002,DEPT06,2024-01-20,35630.76,CoreLogic
2951,CC012,ACC002,DEPT06,2024-02-16,23840.91,CoreLogic
2952,CC012,ACC002,DEPT06,2024-03-20,16480.95,GreenLight
2953,CC012,ACC002,DEPT06,2024-03-27,14310.75,OmniTech
2954,CC012,ACC002,DEPT06,2024-04-10,27004.36,Acme Corp
2955,CC012,ACC002,DEPT06,2024-05-05,31801.09,SwiftHire
2956,CC012,ACC002,DEPT06,2024-06-11,23794.76,BlueWave
2957,CC012,ACC002,DEPT06,2024-07-03,30167.87,BrightPath
2958,CC012,ACC002,DEPT06,2024-08-10,21797.18,CloudBase
2959,CC012,ACC002,DEPT06,2024-09-17,18854.24,AlphaServices
2960,CC012,ACC002,DEPT06,2024-10-09,25602.06,GreenLight
2961,CC012,ACC002,DEPT06,2024-11-07,11343.9,AlphaServices
2962,CC012,ACC002,DEPT06,2024-11-08,14554.6,Acme Corp
2963,CC012,ACC002,DEPT06,2024-12-18,11828.45,RedPoint
2964,CC012,ACC002,DEPT06,2024-12-26,13261.87,SwiftHire
2965,CC012,ACC004,DEPT06,2023-01-10,35260.3,RedPoint
2966,CC012,ACC004,DEPT06,2023-02-25,36125.85,RedPoint
2967,CC012,ACC004,DEPT06,2023-03-22,8018.54,CloudBase
2968,CC012,ACC004,DEPT06,2023-03-02,7517.84,GlobalServ
2969,CC012,ACC004,DEPT06,2023-03-19,6854.2,Acme Corp
2970,CC012,ACC004,DEPT06,2023-04-12,26530.41,NetWorks Inc
2971,CC012,ACC004,DEPT06,2023-05-18,33137.65,RedPoint
2972,CC012,ACC004,DEPT06,2023-06-21,34199.83,RedPoint
2973,CC012,ACC004,DEPT06,2023-07-01,16168.65,BrightPath
2974,CC012,ACC004,DEPT06,2023-07-23,13633.99,GlobalServ
2975,CC012,ACC004,DEPT06,2023-08-17,11082.97,PrimeSoft
2976,CC012,ACC004,DEPT06,2023-08-01,11569.89,OmniTech
2977,CC012,ACC004,DEPT06,2023-08-09,9763.88,AlphaServices
2978,CC012,ACC004,DEPT06,2023-09-18,15937.64,PrimeSoft
2979,CC012,ACC004,DEPT06,2023-09-07,15003.79,AlphaServices
2980,CC012,ACC004,DEPT06,2023-10-12,32900.67,GlobalServ
2981,CC012,ACC004,DEPT06,2023-11-10,36177.23,DataPro
2982,CC012,ACC004,DEPT06,2023-12-14,11305.38,DataPro
2983,CC012,ACC004,DEPT06,2023-12-16,14091.96,Acme Corp
2984,CC012,ACC004,DEPT06,2024-01-09,33207.45,SwiftHire
2985,CC012,ACC004,DEPT06,2024-02-04,29265.82,OmniTech
2986,CC012,ACC004,DEPT06,2024-03-08,11435.85,SwiftHire
2987,CC012,ACC004,DEPT06,2024-03-03,10491.13,OmniTech
2988,CC012,ACC004,DEPT06,2024-04-04,10007.91,AlphaServices
2989,CC012,ACC004,DEPT06,2024-04-07,8804.56,SwiftHire
2990,CC012,ACC004,DEPT06,2024-04-23,9279.15,Acme Corp
2991,CC012,ACC004,DEPT06,2024-05-05,29589.04,SwiftHire
2992,CC012,ACC004,DEPT06,2024-06-14,30587.99,NetWorks Inc
2993,CC012,ACC004,DEPT06,2024-07-07,17374.99,BlueWave
2994,CC012,ACC004,DEPT06,2024-07-07,18737.73,NetWorks Inc
2995,CC012,ACC004,DEPT06,2024-08-22,16225.55,PrimeSoft
2996,CC012,ACC004,DEPT06,2024-08-09,14135.27,NetWorks Inc
2997,CC012,ACC004,DEPT06,2024-09-02,26212.52,GreenLight
2998,CC012,ACC004,DEPT06,2024-10-10,33948.52,PrimeSoft
2999,CC012,ACC004,DEPT06,2024-11-09,14332.78,GlobalServ
3000,CC012,ACC004,DEPT06,2024-11-01,16244.0,BrightPath
3001,CC012,ACC004,DEPT06,2024-12-12,38485.08,DataPro
3002,CC012,ACC010,DEPT06,2023-01-09,7044.5,BlueWave
3003,CC012,ACC010,DEPT06,2023-02-08,5208.73,BrightPath
3004,CC012,ACC010,DEPT06,2023-03-16,6628.82,NetWorks Inc
3005,CC012,ACC010,DEPT06,2023-04-05,1860.4,TechVentures
3006,CC012,ACC010,DEPT06,2023-04-12,1680.99,CoreLogic
3007,CC012,ACC010,DEPT06,2023-04-04,1671.46,DataPro
3008,CC012,ACC010,DEPT06,2023-05-13,7043.66,Acme Corp
3009,CC012,ACC010,DEPT06,2023-06-10,1274.05,DataPro
3010,CC012,ACC010,DEPT06,2023-06-25,1698.87,OmniTech
3011,CC012,ACC010,DEPT06,2023-06-28,1772.43,AlphaServices
3012,CC012,ACC010,DEPT06,2023-07-21,2694.42,BrightPath
3013,CC012,ACC010,DEPT06,2023-07-01,2745.72,GlobalServ
3014,CC012,ACC010,DEPT06,2023-07-11,2728.35,GreenLight
3015,CC012,ACC010,DEPT06,2023-08-01,7200.24,BrightPath
3016,CC012,ACC010,DEPT06,2023-09-25,4756.44,NetWorks Inc
3017,CC012,ACC010,DEPT06,2023-10-21,3120.77,NetWorks Inc
3018,CC012,ACC010,DEPT06,2023-10-20,3221.7,AlphaServices
3019,CC012,ACC010,DEPT06,2023-11-07,6969.36,RedPoint
3020,CC012,ACC010,DEPT06,2023-12-16,5534.27,GreenLight
