snapshot_date,product_id,warehouse_id,quantity_on_hand,quantity_reserved,reorder_point
2023-12-18,SKU0024,WH03,0,0,400
2023-12-18,SKU0003,WH03,343,66,500
2023-12-18,SKU0083,WH01,470,73,300
2023-12-18,SKU0053,WH02,124,31,250
2023-12-18,SKU0056,WH04,138,21,400
2023-12-18,SKU0004,WH01,0,0,100
2023-12-18,SKU0019,WH04,380,77,400
2023-12-18,SKU0058,WH05,316,94,200
2023-12-18,SKU0018,WH01,345,38,150
2023-12-18,SKU0053,WH03,124,11,250
2023-12-18,SKU0009,WH05,0,0,500
2023-12-18,SKU0021,WH01,61,9,200
2023-12-18,SKU0011,WH02,0,0,500
2023-12-18,SKU0005,WH04,129,22,250
2023-12-18,SKU0054,WH03,1230,255,250
2023-12-18,SKU0016,WH01,166,45,500
2023-12-18,SKU0049,WH04,416,60,500
2023-12-18,SKU0074,WH01,27,2,100
2023-12-18,SKU0054,WH01,990,323,500
2023-12-18,SKU0025,WH04,386,102,300
2023-12-18,SKU0077,WH04,4,0,500
2023-12-18,SKU0009,WH03,68,10,300
2023-12-25,SKU0029,WH02,43,9,200
2023-12-25,SKU0063,WH01,512,151,300
2023-12-25,SKU0075,WH03,13,2,100
2023-12-25,SKU0060,WH03,191,16,200
2023-12-25,SKU0039,WH02,406,118,500
2023-12-25,SKU0022,WH05,344,45,250
2023-12-25,SKU0079,WH05,0,0,300
2023-12-25,SKU0062,WH02,337,43,100
2023-12-25,SKU0075,WH05,0,0,500
2023-12-25,SKU0029,WH03,1000,233,100
2023-12-25,SKU0012,WH04,469,23,300
2023-12-25,SKU0074,WH04,1113,142,100
2023-12-25,SKU0042,WH04,218,11,400
2023-12-25,SKU0019,WH02,201,21,400
2023-12-25,SKU0040,WH03,630,44,200
2023-12-25,SKU0019,WH04,181,28,400
2023-12-25,SKU0006,WH02,973,58,250
2023-12-25,SKU0035,WH05,180,49,500
2023-12-25,SKU0054,WH01,491,49,250
2023-12-25,SKU0041,WH05,600,48,200
2023-12-25,SKU0020,WH04,38,10,200
2023-12-25,SKU0087,WH01,219,16,250
2023-12-25,SKU0026,WH04,133,16,400
2023-12-25,SKU0073,WH03,201,67,200
2023-12-25,SKU0087,WH02,0,0,300
2023-12-25,SKU0090,WH04,163,17,300
2023-12-25,SKU0071,WH01,229,40,200
2023-12-25,SKU0067,WH05,442,111,250
2023-12-25,SKU0063,WH05,24,4,150
2023-12-25,SKU0091,WH01,730,219,150
2023-12-25,SKU0035,WH01,123,38,400
2023-12-25,SKU0061,WH05,368,36,250
2023-12-25,SKU0088,WH04,375,123,500
2023-12-25,SKU0002,WH03,145,14,100
2023-12-25,SKU0007,WH04,326,16,400
2023-12-25,SKU0067,WH03,821,267,100
2023-12-25,SKU0036,WH04,153,24,200
2023-12-25,SKU0096,WH02,0,0,100
2023-12-25,SKU0092,WH01,123,29,500
2023-12-25,SKU0066,WH02,123,20,400
2023-12-25,SKU0038,WH02,1423,450,100
2023-12-25,SKU0012,WH05,189,57,100
2023-12-25,SKU0073,WH05,308,35,500
2023-12-25,SKU0094,WH05,223,18,100
2023-12-25,SKU0054,WH03,368,103,400
2023-12-25,SKU0024,WH02,242,47,150
2023-12-25,SKU0005,WH03,1597,509,400
2023-12-25,SKU0084,WH05,0,0,100
2023-12-25,SKU0036,WH03,272,84,500
2023-12-25,SKU0093,WH01,480,30,400
2023-12-25,SKU0068,WH02,416,90,500
2023-12-25,SKU0045,WH04,1206,232,500
2023-12-25,SKU0069,WH03,387,88,400
2023-12-25,SKU0053,WH05,163,53,500
2023-12-25,SKU0039,WH03,1357,416,150
2023-12-25,SKU0015,WH04,118,29,250
2023-12-25,SKU0015,WH02,1465,339,150
2023-12-25,SKU0032,WH05,215,60,100
2023-12-25,SKU0020,WH03,445,86,100
2023-12-25,SKU0086,WH05,332,82,300
2023-12-25,SKU0094,WH04,198,45,200
2023-12-25,SKU0087,WH05,23,3,100
2023-12-25,SKU0058,WH01,696,104,300
2023-12-25,SKU0091,WH05,13,4,250
2023-12-25,SKU0082,WH05,0,0,250
2023-12-25,SKU0045,WH05,137,42,300
2023-12-25,SKU0004,WH03,583,36,100
2023-12-25,SKU0036,WH01,49,15,300
2023-12-25,SKU0024,WH03,187,51,500
2023-12-25,SKU0044,WH01,0,0,100
2023-12-25,SKU0035,WH02,1002,263,300
2023-12-25,SKU0071,WH02,0,0,250
2023-12-25,SKU0034,WH01,825,287,150
2023-12-25,SKU0038,WH04,406,48,500
2023-12-25,SKU0058,WH05,1265,335,100
2023-12-25,SKU0077,WH03,114,10,400
2023-12-25,SKU0062,WH03,317,18,250
2023-12-25,SKU0100,WH03,83,24,400
2023-12-25,SKU0012,WH01,556,36,300
2023-12-25,SKU0028,WH04,625,104,100
2023-12-25,SKU0096,WH03,1073,206,150
2023-12-25,SKU0068,WH03,988,167,150
2023-12-25,SKU0098,WH04,606,147,500
2023-12-25,SKU0020,WH05,432,142,200
2023-12-25,SKU0019,WH01,1873,281,200
2023-12-25,SKU0099,WH05,347,72,100
2023-12-25,SKU0075,WH04,211,28,150
2023-12-25,SKU0049,WH05,628,167,200
2023-12-25,SKU0028,WH05,96,27,500
2023-12-25,SKU0046,WH04,374,121,100
2023-12-25,SKU0100,WH05,44,13,150
2023-12-25,SKU0089,WH02,293,67,150
2023-12-25,SKU0012,WH02,211,16,250
2023-12-25,SKU0036,WH02,181,54,300
2023-12-25,SKU0049,WH04,811,171,250
2023-12-25,SKU0047,WH02,64,20,150
2023-12-25,SKU0069,WH04,361,79,150
2023-12-25,SKU0073,WH01,513,123,300
2023-12-25,SKU0004,WH01,0,0,200
2023-12-25,SKU0021,WH01,687,44,500
2024-01-01,SKU0011,WH01,80,20,400
2024-01-01,SKU0071,WH04,94,32,150
2024-01-01,SKU0049,WH01,59,7,150
2024-01-01,SKU0059,WH04,654,191,100
2024-01-01,SKU0057,WH01,228,33,250
2024-01-01,SKU0045,WH04,795,132,250
2024-01-01,SKU0068,WH04,240,67,250
2024-01-01,SKU0083,WH02,0,0,200
2024-01-01,SKU0011,WH05,239,29,150
2024-01-01,SKU0021,WH04,607,133,100
2024-01-01,SKU0007,WH04,0,0,300
2024-01-01,SKU0100,WH03,867,279,250
2024-01-01,SKU0030,WH04,105,28,200
2024-01-01,SKU0095,WH04,221,33,200
2024-01-01,SKU0005,WH02,133,34,250
2024-01-01,SKU0036,WH01,0,0,100
2024-01-01,SKU0085,WH01,38,4,250
2024-01-01,SKU0050,WH04,99,26,300
2024-01-01,SKU0019,WH05,106,12,250
2024-01-01,SKU0099,WH04,0,0,300
2024-01-01,SKU0029,WH05,0,0,400
2024-01-01,SKU0087,WH02,134,23,500
2024-01-01,SKU0082,WH01,487,102,400
2024-01-01,SKU0019,WH02,161,54,400
2024-01-01,SKU0027,WH03,502,70,150
2024-01-01,SKU0095,WH02,41,10,200
2024-01-01,SKU0011,WH02,620,157,400
2024-01-01,SKU0055,WH05,708,48,400
2024-01-01,SKU0087,WH03,67,12,300
2024-01-01,SKU0015,WH05,379,70,400
2024-01-01,SKU0084,WH02,479,73,300
2024-01-01,SKU0007,WH02,433,83,200
2024-01-01,SKU0003,WH01,14,2,300
2024-01-01,SKU0018,WH01,16,3,500
2024-01-01,SKU0076,WH01,1156,278,150
2024-01-01,SKU0018,WH05,268,36,300
2024-01-01,SKU0068,WH02,808,172,300
2024-01-01,SKU0017,WH01,617,198,150
2024-01-01,SKU0092,WH04,244,58,100
2024-01-01,SKU0082,WH03,654,88,400
2024-01-01,SKU0047,WH01,291,43,500
2024-01-01,SKU0081,WH03,118,35,300
2024-01-01,SKU0087,WH05,57,6,150
2024-01-01,SKU0037,WH01,1953,181,300
2024-01-01,SKU0071,WH03,112,33,250
2024-01-01,SKU0003,WH02,504,65,200
2024-01-01,SKU0099,WH05,101,25,150
2024-01-01,SKU0087,WH04,128,13,300
2024-01-01,SKU0091,WH01,302,88,100
2024-01-01,SKU0066,WH05,236,61,300
2024-01-01,SKU0088,WH05,275,47,500
2024-01-01,SKU0008,WH05,1292,275,200
2024-01-01,SKU0077,WH04,64,9,200
2024-01-01,SKU0090,WH01,22,1,300
2024-01-01,SKU0042,WH05,0,0,250
2024-01-01,SKU0003,WH05,642,33,400
2024-01-01,SKU0013,WH01,1332,403,200
2024-01-01,SKU0044,WH01,254,38,100
2024-01-01,SKU0005,WH03,0,0,500
2024-01-01,SKU0018,WH04,305,32,250
2024-01-01,SKU0022,WH02,71,14,150
2024-01-01,SKU0055,WH04,445,127,100
2024-01-01,SKU0014,WH01,442,106,500
2024-01-01,SKU0073,WH03,260,24,150
2024-01-01,SKU0095,WH03,0,0,100
2024-01-01,SKU0048,WH03,241,20,250
2024-01-01,SKU0100,WH05,259,39,150
2024-01-01,SKU0028,WH04,0,0,200
2024-01-01,SKU0021,WH03,443,152,250
2024-01-01,SKU0051,WH02,113,10,150
2024-01-01,SKU0063,WH04,706,189,300
2024-01-01,SKU0080,WH01,136,13,150
2024-01-01,SKU0061,WH02,133,43,500
2024-01-01,SKU0041,WH04,188,59,500
2024-01-01,SKU0053,WH04,565,126,200
2024-01-01,SKU0095,WH05,98,31,250
2024-01-01,SKU0052,WH01,0,0,100
2024-01-01,SKU0056,WH02,744,92,500
2024-01-01,SKU0042,WH02,379,19,250
2024-01-01,SKU0091,WH03,589,43,250
2024-01-01,SKU0061,WH05,60,15,100
2024-01-01,SKU0097,WH02,263,87,250
2024-01-01,SKU0015,WH03,13,2,400
2024-01-01,SKU0048,WH04,351,118,100
2024-01-01,SKU0078,WH02,895,151,250
2024-01-01,SKU0088,WH02,66,19,300
2024-01-01,SKU0031,WH01,333,112,200
2024-01-01,SKU0096,WH05,105,33,150
2024-01-01,SKU0069,WH01,500,158,200
2024-01-01,SKU0075,WH05,248,28,300
2024-01-01,SKU0061,WH03,750,112,150
2024-01-01,SKU0043,WH04,844,160,500
2024-01-01,SKU0015,WH01,0,0,300
2024-01-01,SKU0098,WH02,126,22,150
2024-01-01,SKU0009,WH03,882,117,300
2024-01-01,SKU0009,WH02,180,23,300
2024-01-01,SKU0007,WH03,0,0,200
2024-01-01,SKU0084,WH03,841,273,200
2024-01-01,SKU0044,WH04,654,57,500
2024-01-01,SKU0075,WH02,130,42,150
2024-01-08,SKU0038,WH03,339,115,500
2024-01-08,SKU0064,WH04,1363,432,400
2024-01-08,SKU0078,WH03,0,0,200
2024-01-08,SKU0048,WH02,796,151,250
2024-01-08,SKU0069,WH03,258,21,300
2024-01-08,SKU0070,WH02,620,118,300
2024-01-08,SKU0033,WH03,525,95,500
2024-01-08,SKU0032,WH03,78,11,250
2024-01-08,SKU0005,WH04,793,87,200
2024-01-08,SKU0027,WH01,215,44,150
2024-01-08,SKU0061,WH04,21,2,100
2024-01-08,SKU0031,WH04,108,7,400
2024-01-08,SKU0001,WH04,9,2,100
2024-01-08,SKU0016,WH02,37,4,400
2024-01-08,SKU0088,WH01,0,0,200
2024-01-08,SKU0025,WH01,105,12,200
2024-01-08,SKU0012,WH04,0,0,200
2024-01-08,SKU0003,WH02,12,0,500
2024-01-08,SKU0075,WH05,888,223,200
2024-01-08,SKU0072,WH05,0,0,200
2024-01-08,SKU0086,WH04,457,48,200
2024-01-08,SKU0036,WH01,432,64,200
2024-01-08,SKU0089,WH02,38,5,100
2024-01-08,SKU0064,WH05,0,0,100
2024-01-08,SKU0080,WH05,145,12,100
2024-01-08,SKU0052,WH04,1122,223,250
2024-01-08,SKU0089,WH01,727,125,150
2024-01-08,SKU0034,WH01,235,48,300
2024-01-08,SKU0069,WH01,630,131,100
2024-01-08,SKU0066,WH03,137,8,100
2024-01-08,SKU0074,WH02,404,98,300
2024-01-08,SKU0026,WH01,637,76,300
2024-01-08,SKU0090,WH01,173,45,200
2024-01-08,SKU0060,WH03,110,32,100
2024-01-08,SKU0095,WH05,0,0,200
2024-01-08,SKU0082,WH01,38,10,300
2024-01-08,SKU0002,WH04,165,44,500
2024-01-08,SKU0027,WH04,326,21,150
2024-01-08,SKU0054,WH02,547,157,400
2024-01-08,SKU0091,WH03,683,71,200
2024-01-08,SKU0049,WH05,88,11,100
2024-01-08,SKU0048,WH01,667,169,150
2024-01-08,SKU0081,WH05,192,43,200
2024-01-08,SKU0036,WH05,909,46,200
2024-01-08,SKU0028,WH02,427,134,150
2024-01-08,SKU0045,WH03,53,17,250
2024-01-08,SKU0096,WH03,32,10,250
2024-01-08,SKU0043,WH04,432,129,100
2024-01-08,SKU0100,WH04,1168,351,500
2024-01-08,SKU0035,WH04,0,0,400
2024-01-08,SKU0056,WH04,0,0,400
2024-01-08,SKU0069,WH02,60,20,400
2024-01-08,SKU0036,WH03,705,96,400
2024-01-08,SKU0094,WH02,270,79,500
2024-01-08,SKU0090,WH03,678,51,500
2024-01-08,SKU0014,WH03,103,25,500
2024-01-08,SKU0055,WH04,135,35,100
2024-01-08,SKU0002,WH01,596,164,400
2024-01-08,SKU0067,WH04,603,194,500
2024-01-08,SKU0087,WH05,23,5,400
2024-01-08,SKU0074,WH01,108,33,100
2024-01-08,SKU0053,WH04,152,23,200
2024-01-08,SKU0008,WH03,136,36,400
2024-01-08,SKU0080,WH03,1101,284,150
2024-01-08,SKU0094,WH04,419,138,500
2024-01-08,SKU0048,WH03,38,6,500
2024-01-08,SKU0020,WH05,1171,201,300
2024-01-08,SKU0043,WH02,89,22,150
2024-01-08,SKU0023,WH01,108,25,150
2024-01-08,SKU0082,WH02,803,191,250
2024-01-08,SKU0003,WH03,179,41,200
2024-01-08,SKU0043,WH01,17,2,300
2024-01-08,SKU0042,WH01,626,156,150
2024-01-08,SKU0037,WH03,188,18,500
2024-01-08,SKU0044,WH01,102,7,300
2024-01-08,SKU0004,WH04,128,23,150
2024-01-08,SKU0092,WH05,815,81,500
2024-01-08,SKU0091,WH05,753,52,300
2024-01-08,SKU0063,WH03,104,5,150
2024-01-08,SKU0062,WH01,265,73,300
2024-01-08,SKU0023,WH04,24,3,500
2024-01-08,SKU0052,WH05,71,24,400
2024-01-08,SKU0022,WH02,343,37,400
2024-01-08,SKU0030,WH01,397,77,500
2024-01-08,SKU0024,WH01,677,86,300
2024-01-08,SKU0092,WH01,25,7,300
2024-01-08,SKU0046,WH01,292,55,250
2024-01-08,SKU0044,WH04,1353,85,150
2024-01-08,SKU0007,WH02,163,47,500
2024-01-08,SKU0065,WH02,0,0,300
2024-01-08,SKU0017,WH01,294,55,400
2024-01-08,SKU0060,WH04,381,30,100
2024-01-08,SKU0074,WH05,90,24,100
2024-01-08,SKU0071,WH01,487,120,100
2024-01-08,SKU0039,WH02,1148,318,250
2024-01-08,SKU0011,WH04,377,32,400
2024-01-08,SKU0083,WH04,644,47,500
2024-01-08,SKU0047,WH02,1576,91,500
2024-01-08,SKU0031,WH05,53,7,500
2024-01-08,SKU0056,WH01,348,91,100
2024-01-15,SKU0006,WH01,88,23,100
2024-01-15,SKU0093,WH01,70,14,200
2024-01-15,SKU0036,WH02,485,153,250
2024-01-15,SKU0065,WH05,241,36,250
2024-01-15,SKU0030,WH05,679,231,400
2024-01-15,SKU0071,WH02,624,64,400
2024-01-15,SKU0023,WH04,406,90,100
2024-01-15,SKU0091,WH03,279,39,150
2024-01-15,SKU0021,WH05,0,0,100
2024-01-15,SKU0071,WH03,484,82,150
2024-01-15,SKU0090,WH03,112,30,100
2024-01-15,SKU0054,WH03,152,11,200
2024-01-15,SKU0083,WH02,94,18,300
2024-01-15,SKU0016,WH03,104,17,400
2024-01-15,SKU0020,WH05,263,61,400
2024-01-15,SKU0003,WH03,61,10,250
2024-01-15,SKU0034,WH03,421,114,300
2024-01-15,SKU0002,WH02,846,230,250
2024-01-15,SKU0010,WH04,456,144,150
2024-01-15,SKU0033,WH02,341,26,400
2024-01-15,SKU0050,WH05,404,34,250
2024-01-15,SKU0064,WH02,641,101,200
2024-01-15,SKU0024,WH03,427,137,100
2024-01-15,SKU0063,WH05,236,43,250
2024-01-15,SKU0037,WH05,24,6,250
2024-01-15,SKU0048,WH03,215,56,100
2024-01-15,SKU0041,WH03,194,38,100
2024-01-15,SKU0015,WH05,96,19,250
2024-01-15,SKU0085,WH02,15,1,100
2024-01-15,SKU0011,WH04,119,40,300
2024-01-15,SKU0097,WH02,719,217,500
2024-01-15,SKU0070,WH01,0,0,250
2024-01-15,SKU0096,WH02,523,38,100
2024-01-15,SKU0045,WH05,132,42,300
2024-01-15,SKU0073,WH05,194,34,100
2024-01-15,SKU0065,WH04,357,43,200
2024-01-15,SKU0074,WH01,57,8,100
2024-01-15,SKU0041,WH02,329,26,500
2024-01-15,SKU0026,WH04,1420,334,300
2024-01-15,SKU0021,WH01,105,32,200
2024-01-15,SKU0016,WH04,0,0,150
2024-01-15,SKU0051,WH02,0,0,400
2024-01-15,SKU0075,WH02,698,149,150
2024-01-15,SKU0085,WH03,151,18,200
2024-01-15,SKU0045,WH03,480,112,150
2024-01-15,SKU0038,WH03,718,56,400
2024-01-15,SKU0079,WH05,507,33,500
2024-01-15,SKU0005,WH04,405,97,500
2024-01-15,SKU0055,WH02,76,9,150
2024-01-15,SKU0003,WH02,153,30,250
2024-01-15,SKU0007,WH05,4,0,100
2024-01-15,SKU0087,WH02,0,0,100
2024-01-15,SKU0043,WH05,155,23,200
2024-01-15,SKU0047,WH04,194,13,400
2024-01-15,SKU0032,WH02,0,0,500
2024-01-15,SKU0063,WH01,817,234,400
2024-01-15,SKU0067,WH02,20,6,400
2024-01-15,SKU0018,WH01,88,8,500
2024-01-15,SKU0069,WH05,487,78,200
2024-01-15,SKU0083,WH03,19,5,300
2024-01-15,SKU0078,WH05,333,96,100
2024-01-15,SKU0007,WH03,129,22,100
2024-01-15,SKU0017,WH05,0,0,500
2024-01-15,SKU0056,WH01,0,0,300
2024-01-15,SKU0090,WH04,26,3,100
2024-01-15,SKU0046,WH04,508,40,200
2024-01-15,SKU0078,WH01,0,0,250
2024-01-15,SKU0020,WH02,463,153,150
2024-01-15,SKU0053,WH02,874,277,200
2024-01-15,SKU0052,WH01,61,10,150
2024-01-15,SKU0001,WH01,126,18,300
2024-01-15,SKU0027,WH01,240,47,500
2024-01-15,SKU0013,WH04,520,111,300
2024-01-15,SKU0073,WH01,287,64,150
2024-01-15,SKU0034,WH01,0,0,100
2024-01-15,SKU0003,WH05,754,173,150
2024-01-15,SKU0047,WH03,172,16,250
2024-01-15,SKU0064,WH01,525,31,400
2024-01-15,SKU0063,WH03,111,20,250
2024-01-15,SKU0051,WH04,158,22,300
2024-01-15,SKU0083,WH04,487,105,150
2024-01-15,SKU0068,WH02,33,1,150
2024-01-15,SKU0042,WH05,1360,475,500
2024-01-15,SKU0017,WH03,0,0,400
2024-01-15,SKU0084,WH05,4,0,500
2024-01-15,SKU0050,WH02,0,0,100
2024-01-15,SKU0018,WH02,227,24,250
2024-01-15,SKU0053,WH03,573,88,250
2024-01-15,SKU0022,WH05,4,0,500
2024-01-15,SKU0003,WH04,850,247,100
2024-01-15,SKU0006,WH03,684,146,300
2024-01-15,SKU0068,WH03,0,0,500
2024-01-15,SKU0077,WH03,0,0,200
2024-01-15,SKU0036,WH03,0,0,500
2024-01-15,SKU0096,WH01,0,0,400
2024-01-15,SKU0018,WH04,502,124,250
2024-01-15,SKU0030,WH03,2840,547,250
2024-01-15,SKU0089,WH03,210,31,100
2024-01-15,SKU0040,WH01,515,72,500
2024-01-15,SKU0051,WH03,241,14,300
2024-01-22,SKU0023,WH04,23,5,100
2024-01-22,SKU0066,WH04,0,0,250
2024-01-22,SKU0004,WH02,149,11,500
2024-01-22,SKU0060,WH05,78,27,250
2024-01-22,SKU0026,WH02,286,41,250
2024-01-22,SKU0050,WH01,2293,448,400
2024-01-22,SKU0059,WH01,151,17,300
2024-01-22,SKU0039,WH01,1819,573,200
2024-01-22,SKU0002,WH01,1164,179,100
2024-01-22,SKU0075,WH01,320,21,150
2024-01-22,SKU0069,WH03,174,51,100
2024-01-22,SKU0004,WH01,469,39,400
2024-01-22,SKU0079,WH03,368,34,200
2024-01-22,SKU0036,WH03,516,104,200
2024-01-22,SKU0064,WH03,0,0,150
2024-01-22,SKU0024,WH05,40,2,300
2024-01-22,SKU0033,WH05,464,80,250
2024-01-22,SKU0047,WH05,313,93,400
2024-01-22,SKU0073,WH05,388,118,400
2024-01-22,SKU0081,WH03,225,56,200
2024-01-22,SKU0011,WH03,0,0,200
2024-01-22,SKU0028,WH02,131,8,200
2024-01-22,SKU0034,WH05,596,197,300
2024-01-22,SKU0002,WH02,0,0,100
2024-01-22,SKU0008,WH02,298,42,500
2024-01-22,SKU0067,WH03,0,0,100
2024-01-22,SKU0042,WH05,527,66,100
2024-01-22,SKU0007,WH04,688,92,500
2024-01-22,SKU0094,WH04,580,123,400
2024-01-22,SKU0025,WH04,811,255,200
2024-01-22,SKU0003,WH03,1151,277,100
2024-01-22,SKU0038,WH03,478,41,300
2024-01-22,SKU0089,WH05,0,0,400
2024-01-22,SKU0050,WH03,23,2,100
2024-01-22,SKU0003,WH04,159,20,400
2024-01-22,SKU0061,WH04,133,20,400
2024-01-22,SKU0070,WH02,936,266,200
2024-01-22,SKU0041,WH01,438,83,250
2024-01-22,SKU0005,WH03,0,0,300
2024-01-22,SKU0090,WH05,113,30,250
2024-01-22,SKU0078,WH02,434,123,500
2024-01-22,SKU0027,WH02,564,179,300
2024-01-22,SKU0047,WH03,563,183,200
2024-01-22,SKU0087,WH03,0,0,100
2024-01-22,SKU0013,WH05,1579,303,300
2024-01-22,SKU0055,WH01,399,52,300
2024-01-22,SKU0007,WH02,395,76,250
2024-01-22,SKU0017,WH02,949,119,500
2024-01-22,SKU0029,WH03,83,24,500
2024-01-22,SKU0035,WH05,424,105,100
2024-01-22,SKU0026,WH01,0,0,200
2024-01-22,SKU0086,WH02,0,0,150
2024-01-22,SKU0058,WH05,100,32,250
2024-01-22,SKU0052,WH01,199,60,200
2024-01-22,SKU0071,WH03,44,4,100
2024-01-22,SKU0075,WH04,57,7,250
2024-01-22,SKU0075,WH02,573,78,100
2024-01-22,SKU0062,WH03,1683,400,300
2024-01-22,SKU0066,WH05,202,37,300
2024-01-22,SKU0004,WH05,130,44,100
2024-01-22,SKU0091,WH03,338,34,500
2024-01-22,SKU0097,WH01,379,71,300
2024-01-22,SKU0068,WH04,195,24,250
2024-01-22,SKU0053,WH02,546,28,300
2024-01-22,SKU0041,WH03,142,46,250
2024-01-22,SKU0067,WH05,112,33,500
2024-01-22,SKU0040,WH02,758,165,100
2024-01-22,SKU0012,WH04,0,0,400
2024-01-22,SKU0005,WH01,387,89,200
2024-01-22,SKU0034,WH04,0,0,200
2024-01-22,SKU0076,WH01,59,14,100
2024-01-22,SKU0070,WH03,377,130,250
2024-01-22,SKU0032,WH04,136,29,400
2024-01-22,SKU0092,WH05,0,0,200
2024-01-22,SKU0054,WH03,69,5,150
2024-01-22,SKU0038,WH01,5,0,150
2024-01-22,SKU0089,WH02,0,0,100
2024-01-22,SKU0088,WH01,76,16,200
2024-01-22,SKU0029,WH02,153,25,300
2024-01-22,SKU0031,WH02,1260,409,200
2024-01-22,SKU0010,WH04,521,51,200
2024-01-22,SKU0008,WH03,162,51,150
2024-01-22,SKU0038,WH05,236,27,150
2024-01-22,SKU0096,WH02,0,0,300
2024-01-22,SKU0087,WH01,0,0,150
2024-01-22,SKU0052,WH03,100,26,200
2024-01-22,SKU0072,WH02,0,0,300
2024-01-22,SKU0084,WH03,0,0,200
2024-01-22,SKU0023,WH03,277,54,400
2024-01-22,SKU0055,WH02,136,24,250
2024-01-22,SKU0067,WH01,411,67,100
2024-01-22,SKU0045,WH04,208,38,200
2024-01-22,SKU0002,WH05,676,103,400
2024-01-22,SKU0077,WH05,0,0,500
2024-01-22,SKU0039,WH05,1541,456,200
2024-01-22,SKU0081,WH04,654,38,300
2024-01-22,SKU0047,WH01,0,0,500
2024-01-22,SKU0020,WH04,276,44,300
2024-01-22,SKU0072,WH03,111,25,150
2024-01-22,SKU0036,WH04,181,42,400
2024-01-29,SKU0041,WH01,109,18,400
2024-01-29,SKU0088,WH04,1610,215,400
2024-01-29,SKU0052,WH02,1247,338,150
2024-01-29,SKU0052,WH05,399,109,150
2024-01-29,SKU0035,WH03,134,40,200
2024-01-29,SKU0086,WH03,769,260,100
2024-01-29,SKU0031,WH04,223,44,150
2024-01-29,SKU0064,WH01,315,24,400
2024-01-29,SKU0048,WH04,301,41,150
2024-01-29,SKU0078,WH02,869,157,100
2024-01-29,SKU0010,WH02,266,39,400
2024-01-29,SKU0099,WH04,160,41,150
2024-01-29,SKU0038,WH04,240,28,150
2024-01-29,SKU0098,WH02,89,30,100
2024-01-29,SKU0039,WH03,0,0,300
2024-01-29,SKU0053,WH04,201,57,200
2024-01-29,SKU0033,WH01,49,13,100
2024-01-29,SKU0094,WH01,448,105,250
2024-01-29,SKU0100,WH04,1127,261,200
2024-01-29,SKU0097,WH05,277,50,250
2024-01-29,SKU0081,WH01,0,0,200
2024-01-29,SKU0054,WH05,0,0,200
2024-01-29,SKU0041,WH05,97,29,500
2024-01-29,SKU0039,WH02,0,0,100
2024-01-29,SKU0092,WH02,0,0,500
2024-01-29,SKU0053,WH05,66,7,200
2024-01-29,SKU0025,WH03,0,0,100
2024-01-29,SKU0091,WH02,125,11,250
2024-01-29,SKU0075,WH02,255,24,500
2024-01-29,SKU0036,WH01,86,25,250
2024-01-29,SKU0086,WH01,231,29,300
2024-01-29,SKU0002,WH02,1587,519,300
2024-01-29,SKU0048,WH02,355,111,500
2024-01-29,SKU0050,WH02,810,61,100
2024-01-29,SKU0074,WH04,184,61,100
2024-01-29,SKU0057,WH03,522,27,250
2024-01-29,SKU0066,WH02,469,105,500
2024-01-29,SKU0084,WH05,35,4,500
2024-01-29,SKU0083,WH04,1734,368,250
2024-01-29,SKU0082,WH05,460,108,400
2024-01-29,SKU0050,WH01,487,106,500
2024-01-29,SKU0010,WH01,621,58,400
2024-01-29,SKU0034,WH02,200,10,200
2024-01-29,SKU0016,WH04,159,53,200
2024-01-29,SKU0056,WH05,363,57,300
2024-01-29,SKU0009,WH01,46,6,200
2024-01-29,SKU0068,WH05,168,9,150
2024-01-29,SKU0092,WH05,0,0,250
2024-01-29,SKU0042,WH04,199,12,100
2024-01-29,SKU0043,WH03,0,0,200
2024-01-29,SKU0065,WH01,64,12,100
2024-01-29,SKU0053,WH03,471,118,250
2024-01-29,SKU0038,WH03,487,141,300
2024-01-29,SKU0079,WH05,1868,252,150
2024-01-29,SKU0032,WH04,128,18,250
2024-01-29,SKU0046,WH05,40,11,100
2024-01-29,SKU0017,WH02,978,302,200
2024-01-29,SKU0070,WH05,0,0,200
2024-01-29,SKU0068,WH04,496,95,400
2024-01-29,SKU0082,WH02,812,114,400
2024-01-29,SKU0055,WH04,91,8,500
2024-01-29,SKU0098,WH01,279,89,150
2024-01-29,SKU0062,WH01,369,36,100
2024-01-29,SKU0050,WH05,571,43,250
2024-01-29,SKU0014,WH02,289,28,500
2024-01-29,SKU0022,WH03,702,137,150
2024-01-29,SKU0049,WH03,542,141,250
2024-01-29,SKU0034,WH03,553,122,500
2024-01-29,SKU0058,WH02,1155,68,300
2024-01-29,SKU0075,WH01,1437,474,400
2024-01-29,SKU0016,WH02,445,102,300
2024-01-29,SKU0002,WH03,1495,401,250
2024-01-29,SKU0021,WH03,248,70,300
2024-01-29,SKU0076,WH01,777,102,300
2024-01-29,SKU0099,WH02,933,53,500
2024-01-29,SKU0020,WH04,285,92,500
2024-01-29,SKU0070,WH03,17,2,300
2024-01-29,SKU0050,WH04,1247,204,400
2024-01-29,SKU0042,WH05,252,64,500
2024-01-29,SKU0087,WH02,700,43,500
2024-01-29,SKU0026,WH01,55,9,200
2024-01-29,SKU0042,WH02,1138,165,150
