order_id,order_date,supplier_id,product_id,warehouse_id,quantity_ordered,unit_cost,expected_delivery_date,actual_delivery_date
PO01514,2024-09-26,SUP09,SKU0004,WH05,2764,24.23,2024-10-25,2024-10-22
PO01515,2024-11-04,SUP08,SKU0058,WH02,3831,153.95,2024-11-27,2024-12-01
PO01516,2024-01-06,SUP08,SKU0056,WH05,2391,113.71,2024-01-28,2024-01-26
PO01517,2024-02-03,SUP08,SKU0057,WH01,3982,177.23,2024-02-25,2024-02-22
PO01518,2024-02-24,SUP10,SKU0085,WH02,645,15.5,2024-03-14,2024-03-16
PO01519,2023-02-17,SUP10,SKU0049,WH05,286,74.0,2023-03-07,2023-03-06
PO01520,2023-06-05,SUP08,SKU0051,WH05,2858,39.37,2023-06-25,2023-06-25
PO01521,2024-01-10,SUP07,SKU0063,WH04,1975,134.35,2024-01-22,2024-01-22
PO01522,2024-01-12,SUP03,SKU0002,WH05,3084,44.38,2024-01-18,2024-01-21
PO01523,2024-01-27,SUP01,SKU0045,WH02,3303,113.33,2024-02-11,2024-02-11
PO01524,2023-08-31,SUP09,SKU0011,WH02,2477,100.71,2023-09-28,2023-10-17
PO01525,2024-02-27,SUP08,SKU0070,WH01,4890,60.03,2024-03-22,2024-03-20
PO01526,2024-06-06,SUP05,SKU0050,WH03,3053,11.73,2024-07-05,2024-07-22
PO01527,2024-07-04,SUP02,SKU0028,WH01,1443,173.47,2024-08-06,2024-08-10
PO01528,2023-10-17,SUP02,SKU0034,WH02,602,112.06,2023-11-23,2023-12-06
PO01529,2024-02-25,SUP06,SKU0098,WH04,3345,23.22,2024-03-07,2024-03-11
PO01530,2024-06-21,SUP09,SKU0020,WH02,3746,130.7,2024-07-23,2024-07-23
PO01531,2023-07-01,SUP03,SKU0023,WH05,2687,134.14,2023-07-09,2023-07-10
PO01532,2024-11-02,SUP01,SKU0041,WH05,1506,127.29,2024-11-18,2024-12-06
PO01533,2024-10-09,SUP03,SKU0018,WH02,3996,101.5,2024-10-15,2024-10-15
PO01534,2023-03-10,SUP04,SKU0014,WH03,4736,102.72,2023-03-20,2023-03-20
PO01535,2024-07-31,SUP03,SKU0003,WH01,4172,31.71,2024-08-07,2024-08-20
PO01536,2024-03-05,SUP07,SKU0029,WH03,1282,142.91,2024-03-17,2024-03-18
PO01537,2023-02-02,SUP01,SKU0043,WH03,3721,164.75,2023-02-17,2023-03-05
PO01538,2024-01-28,SUP07,SKU0026,WH03,549,126.19,2024-02-07,2024-02-16
PO01539,2023-01-03,SUP09,SKU0023,WH03,1799,193.55,2023-02-03,2023-02-04
PO01540,2023-04-07,SUP08,SKU0073,WH03,2470,3.77,2023-04-28,2023-04-29
PO01541,2024-02-10,SUP10,SKU0029,WH05,255,50.36,2024-02-25,2024-02-25
PO01542,2023-10-14,SUP09,SKU0014,WH02,4760,42.37,2023-11-12,2023-11-13
PO01543,2023-09-20,SUP08,SKU0074,WH05,621,23.25,2023-10-12,2023-10-25
PO01544,2023-01-31,SUP08,SKU0058,WH01,2434,123.45,2023-02-22,2023-02-22
PO01545,2023-10-25,SUP07,SKU0050,WH03,4543,22.91,2023-11-01,2023-11-18
PO01546,2024-02-02,SUP10,SKU0077,WH03,1720,173.58,2024-02-16,2024-02-14
PO01547,2023-01-22,SUP03,SKU0022,WH01,3347,144.1,2023-01-31,2023-01-28
PO01548,2024-07-22,SUP05,SKU0035,WH03,3594,101.25,2024-08-19,2024-08-22
PO01549,2023-06-26,SUP06,SKU0023,WH05,1440,119.84,2023-07-07,2023-07-06
PO01550,2024-03-23,SUP02,SKU0061,WH01,1865,179.03,2024-04-25,2024-04-24
PO01551,2024-04-27,SUP04,SKU0031,WH02,680,165.23,2024-05-12,2024-05-12
PO01552,2023-06-26,SUP05,SKU0073,WH05,3666,185.68,2023-07-23,2023-08-11
PO01553,2024-06-16,SUP08,SKU0068,WH01,1093,5.43,2024-07-07,2024-07-04
PO01554,2023-03-02,SUP07,SKU0062,WH01,4929,160.49,2023-03-11,2023-03-09
PO01555,2023-01-28,SUP06,SKU0080,WH03,4481,153.64,2023-02-07,2023-02-20
PO01556,2023-06-03,SUP03,SKU0001,WH01,1998,139.62,2023-06-11,2023-06-11
PO01557,2023-06-22,SUP09,SKU0012,WH01,818,91.59,2023-07-24,2023-07-22
PO01558,2023-08-28,SUP03,SKU0014,WH05,3999,61.63,2023-09-03,2023-09-02
PO01559,2023-01-18,SUP01,SKU0017,WH04,180,23.67,2023-02-04,2023-02-05
PO01560,2024-03-05,SUP04,SKU0005,WH01,3830,139.2,2024-03-19,2024-03-16
PO01561,2023-02-19,SUP04,SKU0022,WH01,3058,149.6,2023-03-02,2023-02-27
PO01562,2024-06-14,SUP02,SKU0046,WH03,4970,198.03,2024-07-19,2024-07-18
PO01563,2023-10-30,SUP04,SKU0025,WH03,3977,132.64,2023-11-12,2023-11-12
PO01564,2024-07-10,SUP03,SKU0008,WH01,4170,199.27,2024-07-19,2024-08-02
PO01565,2023-01-10,SUP10,SKU0037,WH03,2424,170.51,2023-01-28,2023-01-29
PO01566,2024-12-14,SUP03,SKU0021,WH05,606,66.92,2024-12-21,2024-12-26
PO01567,2024-04-26,SUP01,SKU0012,WH03,4667,167.95,2024-05-10,2024-05-23
PO01568,2023-05-18,SUP01,SKU0023,WH02,4880,2.64,2023-06-01,2023-06-01
PO01569,2023-04-04,SUP10,SKU0028,WH04,2842,77.31,2023-04-22,2023-04-19
PO01570,2024-09-29,SUP08,SKU0051,WH03,577,56.89,2024-10-18,2024-10-18
PO01571,2024-11-13,SUP10,SKU0037,WH05,2015,55.77,2024-11-27,2024-12-06
PO01572,2023-11-02,SUP09,SKU0002,WH03,4073,169.13,2023-12-05,2023-12-04
PO01573,2023-06-26,SUP08,SKU0063,WH01,3286,40.96,2023-07-20,2023-07-19
PO01574,2024-05-03,SUP09,SKU0004,WH02,3657,193.98,2024-06-04,2024-06-02
PO01575,2023-01-01,SUP01,SKU0033,WH01,3282,95.92,2023-01-17,2023-01-19
PO01576,2024-02-04,SUP08,SKU0060,WH03,3907,193.42,2024-02-23,2024-02-22
PO01577,2024-09-01,SUP03,SKU0004,WH03,1354,111.81,2024-09-08,2024-09-07
PO01578,2023-07-27,SUP04,SKU0032,WH03,628,7.36,2023-08-11,2023-08-12
PO01579,2023-01-21,SUP05,SKU0028,WH04,4183,93.84,2023-02-21,2023-02-25
PO01580,2024-03-05,SUP10,SKU0039,WH04,1161,164.78,2024-03-19,2024-03-24
PO01581,2024-03-01,SUP03,SKU0019,WH02,334,151.9,2024-03-07,2024-03-06
PO01582,2024-07-28,SUP07,SKU0033,WH01,4643,1.65,2024-08-06,2024-08-04
PO01583,2023-02-05,SUP02,SKU0075,WH05,280,127.12,2023-03-11,2023-03-10
PO01584,2023-06-26,SUP09,SKU0018,WH02,1554,160.98,2023-07-25,2023-07-22
PO01585,2024-07-01,SUP10,SKU0087,WH01,821,126.74,2024-07-20,2024-07-17
PO01586,2023-07-29,SUP06,SKU0079,WH02,804,140.27,2023-08-10,2023-08-07
PO01587,2024-08-16,SUP01,SKU0004,WH01,3515,168.28,2024-08-28,2024-08-29
PO01588,2023-10-01,SUP04,SKU0029,WH04,1150,102.79,2023-10-14,2023-10-12
PO01589,2024-04-06,SUP02,SKU0034,WH02,2493,185.16,2024-05-12,2024-05-16
PO01590,2023-07-14,SUP01,SKU0007,WH01,303,73.52,2023-07-28,2023-07-29
PO01591,2023-03-29,SUP07,SKU0055,WH05,566,146.67,2023-04-08,2023-04-06
PO01592,2024-08-15,SUP08,SKU0073,WH02,2508,71.43,2024-09-07,2024-09-05
PO01593,2024-02-19,SUP01,SKU0029,WH05,1314,71.23,2024-03-05,2024-03-06
PO01594,2023-06-09,SUP09,SKU0007,WH03,2784,151.03,2023-07-11,2023-07-11
PO01595,2024-07-24,SUP04,SKU0009,WH01,2881,33.49,2024-08-05,2024-08-02
PO01596,2023-12-31,SUP10,SKU0046,WH05,3837,7.88,2024-01-19,2024-01-16
PO01597,2023-12-20,SUP02,SKU0054,WH04,4923,42.61,2024-01-22,2024-01-20
PO01598,2023-08-08,SUP04,SKU0039,WH05,1266,173.79,2023-08-21,2023-08-19
PO01599,2024-07-07,SUP04,SKU0006,WH01,1540,175.09,2024-07-19,2024-08-04
PO01600,2024-07-07,SUP05,SKU0041,WH02,4910,143.39,2024-08-07,2024-08-04
PO01601,2024-03-21,SUP04,SKU0034,WH01,4831,68.43,2024-04-04,2024-04-04
PO01602,2023-01-23,SUP10,SKU0040,WH05,4030,15.44,2023-02-07,2023-02-04
PO01603,2023-08-17,SUP01,SKU0008,WH03,657,113.76,2023-08-30,2023-08-31
PO01604,2023-03-23,SUP07,SKU0049,WH02,3510,92.47,2023-04-01,2023-04-21
PO01605,2023-01-21,SUP07,SKU0045,WH04,151,142.18,2023-02-02,2023-01-31
PO01606,2023-08-27,SUP08,SKU0053,WH05,1544,187.17,2023-09-15,2023-09-14
PO01607,2023-04-25,SUP07,SKU0071,WH03,1068,23.87,2023-05-05,2023-05-03
PO01608,2023-12-17,SUP03,SKU0013,WH02,2231,116.24,2023-12-23,2024-01-05
PO01609,2024-02-28,SUP03,SKU0015,WH02,3148,143.98,2024-03-06,2024-03-03
PO01610,2023-09-07,SUP04,SKU0006,WH01,4997,156.69,2023-09-17,2023-10-02
PO01611,2023-06-23,SUP09,SKU0005,WH05,3027,168.37,2023-07-26,2023-07-27
PO01612,2023-01-01,SUP04,SKU0004,WH03,611,177.77,2023-01-12,2023-01-27
PO01613,2024-08-24,SUP02,SKU0042,WH01,966,76.01,2024-09-30,2024-09-30
PO01614,2023-02-07,SUP06,SKU0021,WH05,4730,95.64,2023-02-20,2023-02-19
PO01615,2023-05-20,SUP05,SKU0061,WH04,507,45.28,2023-06-17,2023-06-17
PO01616,2024-03-27,SUP08,SKU0051,WH01,3660,142.39,2024-04-15,2024-04-15
PO01617,2023-11-02,SUP05,SKU0034,WH04,2755,40.34,2023-11-30,2023-12-01
PO01618,2024-12-02,SUP03,SKU0023,WH03,2504,37.88,2024-12-11,2024-12-09
PO01619,2023-06-09,SUP02,SKU0050,WH03,693,101.14,2023-07-14,2023-07-12
PO01620,2023-04-01,SUP07,SKU0052,WH02,450,46.8,2023-04-12,2023-04-30
PO01621,2024-04-06,SUP03,SKU0015,WH01,3496,32.85,2024-04-11,2024-04-09
PO01622,2024-09-10,SUP04,SKU0018,WH01,90,73.55,2024-09-20,2024-09-29
PO01623,2024-05-28,SUP01,SKU0034,WH05,341,159.35,2024-06-09,2024-06-08
PO01624,2024-05-30,SUP06,SKU0012,WH05,2347,90.17,2024-06-09,2024-06-07
PO01625,2024-12-21,SUP07,SKU0042,WH03,4906,180.63,2024-12-30,2024-12-28
PO01626,2024-05-15,SUP06,SKU0092,WH03,2734,40.38,2024-05-24,2024-05-22
PO01627,2024-08-09,SUP03,SKU0012,WH02,1197,155.73,2024-08-16,2024-08-17
PO01628,2024-01-12,SUP08,SKU0065,WH02,1020,81.57,2024-02-04,2024-02-01
PO01629,2024-05-17,SUP02,SKU0052,WH02,296,122.33,2024-06-19,2024-06-16
PO01630,2023-03-23,SUP08,SKU0075,WH01,4777,96.57,2023-04-11,2023-04-09
PO01631,2023-11-28,SUP07,SKU0047,WH03,278,139.87,2023-12-09,2023-12-25
PO01632,2024-02-11,SUP10,SKU0076,WH02,2586,156.96,2024-02-26,2024-02-27
PO01633,2023-04-25,SUP01,SKU0042,WH01,1522,165.96,2023-05-10,2023-05-08
PO01634,2023-08-30,SUP10,SKU0093,WH02,1935,188.39,2023-09-15,2023-09-15
PO01635,2023-10-09,SUP10,SKU0037,WH03,4723,44.8,2023-10-23,2023-11-05
PO01636,2024-05-29,SUP08,SKU0069,WH04,3465,145.08,2024-06-21,2024-06-19
PO01637,2023-01-23,SUP04,SKU0045,WH02,335,56.74,2023-02-02,2023-02-03
PO01638,2023-09-16,SUP10,SKU0097,WH02,2514,161.66,2023-10-03,2023-09-30
PO01639,2023-12-18,SUP06,SKU0008,WH05,3003,161.08,2023-12-26,2024-01-10
PO01640,2024-03-22,SUP04,SKU0024,WH02,198,156.68,2024-04-05,2024-04-04
PO01641,2023-01-28,SUP07,SKU0069,WH02,4649,25.87,2023-02-08,2023-02-28
PO01642,2024-07-26,SUP03,SKU0023,WH01,2830,39.51,2024-08-01,2024-08-09
PO01643,2023-09-04,SUP07,SKU0046,WH04,3045,16.67,2023-09-15,2023-09-16
PO01644,2023-08-11,SUP09,SKU0023,WH03,2936,113.98,2023-09-10,2023-09-07
PO01645,2024-10-02,SUP01,SKU0026,WH01,253,42.4,2024-10-14,2024-10-27
PO01646,2023-12-13,SUP05,SKU0058,WH03,3785,114.98,2024-01-08,2024-01-16
PO01647,2023-02-22,SUP10,SKU0035,WH02,4833,116.44,2023-03-12,2023-03-12
PO01648,2024-05-26,SUP02,SKU0032,WH05,1587,160.44,2024-07-01,2024-07-02
PO01649,2023-10-07,SUP04,SKU0005,WH04,990,153.44,2023-10-21,2023-10-19
PO01650,2024-09-23,SUP01,SKU0047,WH04,4229,12.44,2024-10-05,2024-10-10
PO01651,2024-02-22,SUP06,SKU0025,WH02,2787,56.31,2024-03-06,2024-03-19
PO01652,2024-01-24,SUP05,SKU0032,WH04,1377,128.95,2024-02-24,2024-02-21
PO01653,2023-04-10,SUP10,SKU0032,WH02,2606,183.92,2023-04-24,2023-04-25
PO01654,2023-11-09,SUP05,SKU0067,WH01,4809,115.65,2023-12-08,2023-12-22
PO01655,2023-03-10,SUP04,SKU0034,WH01,1461,97.56,2023-03-22,2023-03-25
PO01656,2024-02-16,SUP08,SKU0064,WH02,919,92.18,2024-03-11,2024-03-09
PO01657,2024-07-24,SUP09,SKU0008,WH01,674,47.14,2024-08-21,2024-09-06
PO01658,2023-10-31,SUP04,SKU0010,WH04,3747,74.18,2023-11-13,2023-11-26
PO01659,2024-10-09,SUP08,SKU0052,WH04,3530,41.29,2024-11-01,2024-11-01
PO01660,2024-03-18,SUP10,SKU0031,WH03,1422,153.3,2024-04-03,2024-04-03
PO01661,2023-04-05,SUP10,SKU0095,WH05,4760,162.65,2023-04-20,2023-04-18
PO01662,2024-09-21,SUP05,SKU0055,WH04,1361,140.67,2024-10-22,2024-11-02
PO01663,2023-05-01,SUP06,SKU0016,WH03,3675,128.08,2023-05-11,2023-05-09
PO01664,2023-02-01,SUP06,SKU0095,WH05,2175,106.16,2023-02-10,2023-02-08
PO01665,2024-10-25,SUP05,SKU0052,WH01,4603,195.96,2024-11-23,2024-11-26
PO01666,2023-12-04,SUP04,SKU0048,WH01,887,126.07,2023-12-15,2023-12-13
PO01667,2023-04-02,SUP04,SKU0006,WH01,4927,193.11,2023-04-13,2023-04-26
PO01668,2024-10-27,SUP04,SKU0035,WH04,1274,15.77,2024-11-08,2024-11-05
PO01669,2024-07-02,SUP04,SKU0033,WH03,2804,127.61,2024-07-12,2024-07-13
PO01670,2024-07-18,SUP03,SKU0017,WH02,3697,87.51,2024-07-28,2024-07-29
PO01671,2024-07-30,SUP07,SKU0026,WH03,4006,128.9,2024-08-10,2024-08-07
PO01672,2023-07-14,SUP10,SKU0032,WH03,3835,151.83,2023-07-28,2023-07-29
PO01673,2023-03-01,SUP10,SKU0082,WH04,3246,195.1,2023-03-18,2023-03-18
PO01674,2024-02-13,SUP04,SKU0024,WH05,937,166.1,2024-02-25,2024-03-07
PO01675,2024-01-26,SUP03,SKU0010,WH05,2955,167.99,2024-02-01,2024-02-19
PO01676,2024-06-11,SUP08,SKU0053,WH03,3179,132.9,2024-07-05,2024-07-02
PO01677,2024-12-02,SUP05,SKU0062,WH03,3288,134.71,2024-12-30,2025-01-19
PO01678,2024-04-28,SUP01,SKU0021,WH04,2991,120.41,2024-05-10,2024-05-08
PO01679,2023-07-04,SUP08,SKU0063,WH02,3006,187.6,2023-07-27,2023-07-31
PO01680,2023-05-19,SUP01,SKU0002,WH05,3511,22.17,2023-05-31,2023-05-29
PO01681,2024-09-03,SUP02,SKU0068,WH02,2712,199.02,2024-10-11,2024-10-11
PO01682,2023-01-29,SUP08,SKU0062,WH04,3740,138.65,2023-02-22,2023-02-23
PO01683,2023-09-06,SUP02,SKU0060,WH01,4352,90.59,2023-10-12,2023-10-11
PO01684,2023-03-14,SUP07,SKU0029,WH01,4865,196.27,2023-03-25,2023-03-25
PO01685,2024-02-13,SUP01,SKU0043,WH03,4587,113.64,2024-02-27,2024-03-07
PO01686,2024-01-01,SUP10,SKU0043,WH03,134,96.22,2024-01-20,2024-01-27
PO01687,2024-12-24,SUP08,SKU0051,WH02,4612,125.69,2025-01-16,2025-01-13
PO01688,2024-05-14,SUP10,SKU0090,WH01,2134,15.22,2024-06-02,2024-06-02
PO01689,2024-12-11,SUP02,SKU0049,WH02,1495,69.77,2025-01-15,2025-01-27
PO01690,2024-02-09,SUP06,SKU0005,WH03,2640,95.5,2024-02-21,2024-03-12
PO01691,2023-10-24,SUP08,SKU0067,WH05,802,140.11,2023-11-16,2023-11-13
PO01692,2024-03-27,SUP06,SKU0007,WH03,2860,75.6,2024-04-04,2024-04-01
PO01693,2024-07-27,SUP10,SKU0080,WH01,758,105.05,2024-08-10,2024-08-19
PO01694,2024-10-01,SUP06,SKU0013,WH03,3101,137.21,2024-10-12,2024-10-12
PO01695,2024-01-08,SUP07,SKU0064,WH01,3521,199.49,2024-01-20,2024-01-21
PO01696,2024-06-15,SUP08,SKU0053,WH02,686,95.18,2024-07-07,2024-07-06
PO01697,2024-10-15,SUP09,SKU0005,WH04,675,70.31,2024-11-17,2024-12-04
PO01698,2023-09-02,SUP08,SKU0070,WH02,4361,171.99,2023-09-26,2023-09-24
PO01699,2024-12-17,SUP04,SKU0023,WH02,102,139.21,2024-12-31,2024-12-28
PO01700,2023-12-10,SUP05,SKU0060,WH05,4153,189.22,2024-01-05,2024-01-04
PO01701,2024-04-27,SUP06,SKU0017,WH02,1087,51.59,2024-05-09,2024-05-06
PO01702,2024-01-17,SUP06,SKU0088,WH03,4364,26.81,2024-01-29,2024-01-29
PO01703,2023-08-27,SUP09,SKU0024,WH03,4945,107.33,2023-09-27,2023-09-25
PO01704,2024-06-14,SUP08,SKU0065,WH01,4583,112.58,2024-07-05,2024-07-06
PO01705,2023-02-03,SUP08,SKU0064,WH03,519,187.59,2023-02-25,2023-02-23
PO01706,2024-08-09,SUP02,SKU0067,WH04,4983,36.68,2024-09-15,2024-09-13
PO01707,2024-09-23,SUP09,SKU0012,WH01,4210,190.54,2024-10-24,2024-10-22
PO01708,2024-03-29,SUP08,SKU0060,WH01,1151,94.27,2024-04-20,2024-04-17
PO01709,2023-12-14,SUP09,SKU0014,WH05,3781,91.13,2024-01-13,2024-01-14
PO01710,2024-09-10,SUP09,SKU0025,WH05,1316,93.49,2024-10-10,2024-10-08
PO01711,2024-11-24,SUP10,SKU0093,WH03,2352,128.25,2024-12-09,2024-12-06
PO01712,2024-10-22,SUP02,SKU0026,WH03,966,14.15,2024-11-25,2024-12-12
PO01713,2024-04-06,SUP07,SKU0068,WH05,4051,153.6,2024-04-15,2024-04-14
PO01714,2024-01-04,SUP09,SKU0012,WH03,3850,49.49,2024-02-01,2024-02-02
PO01715,2023-06-05,SUP10,SKU0050,WH04,482,137.21,2023-06-20,2023-06-19
PO01716,2023-12-18,SUP05,SKU0029,WH05,3957,184.51,2024-01-15,2024-01-16
PO01717,2023-09-05,SUP01,SKU0001,WH04,2093,150.55,2023-09-17,2023-09-16
PO01718,2024-10-21,SUP08,SKU0060,WH04,2965,164.34,2024-11-10,2024-11-12
PO01719,2023-08-03,SUP08,SKU0064,WH03,1645,181.66,2023-08-24,2023-08-22
PO01720,2024-01-15,SUP09,SKU0008,WH02,2948,184.95,2024-02-12,2024-02-09
PO01721,2024-07-22,SUP01,SKU0029,WH01,3711,165.68,2024-08-07,2024-08-18
PO01722,2024-03-31,SUP04,SKU0011,WH05,3236,65.32,2024-04-10,2024-04-11
PO01723,2024-05-23,SUP09,SKU0007,WH02,2789,166.22,2024-06-21,2024-06-28
PO01724,2024-08-15,SUP07,SKU0054,WH02,3500,106.71,2024-08-26,2024-09-12
PO01725,2023-07-11,SUP02,SKU0030,WH04,306,163.33,2023-08-15,2023-08-25
PO01726,2024-09-06,SUP01,SKU0029,WH05,4333,101.89,2024-09-22,2024-09-23
PO01727,2024-01-21,SUP06,SKU0005,WH02,2419,39.4,2024-02-01,2024-02-02
PO01728,2023-04-18,SUP01,SKU0005,WH02,1899,109.8,2023-05-04,2023-05-01
PO01729,2024-08-29,SUP09,SKU0001,WH03,2679,152.86,2024-09-30,2024-09-30
PO01730,2024-06-18,SUP04,SKU0007,WH01,2190,39.63,2024-07-02,2024-06-30
PO01731,2024-08-16,SUP07,SKU0065,WH03,4760,84.28,2024-08-23,2024-08-20
PO01732,2024-01-26,SUP01,SKU0021,WH03,4840,53.79,2024-02-09,2024-02-08
PO01733,2024-03-11,SUP03,SKU0022,WH03,4207,132.43,2024-03-20,2024-03-18
PO01734,2024-03-11,SUP02,SKU0073,WH01,3432,159.55,2024-04-17,2024-04-15
PO01735,2024-10-14,SUP03,SKU0021,WH04,4106,46.81,2024-10-21,2024-10-18
PO01736,2024-11-16,SUP05,SKU0052,WH01,335,199.72,2024-12-17,2024-12-16
PO01737,2024-10-01,SUP09,SKU0016,WH01,3937,132.53,2024-10-29,2024-10-26
PO01738,2024-08-14,SUP01,SKU0010,WH03,4485,85.17,2024-08-26,2024-09-11
PO01739,2024-10-03,SUP01,SKU0044,WH03,1921,92.13,2024-10-17,2024-10-14
PO01740,2024-08-17,SUP10,SKU0082,WH04,112,141.36,2024-08-31,2024-09-01
PO01741,2023-05-17,SUP10,SKU0030,WH04,3580,65.75,2023-06-04,2023-06-21
PO01742,2024-02-04,SUP01,SKU0006,WH01,2771,179.8,2024-02-16,2024-03-06
PO01743,2024-01-14,SUP06,SKU0018,WH04,1953,139.12,2024-01-26,2024-02-03
PO01744,2024-02-13,SUP01,SKU0036,WH04,2562,174.2,2024-02-25,2024-02-24
PO01745,2023-04-13,SUP09,SKU0006,WH05,1978,42.33,2023-05-15,2023-05-13
PO01746,2024-07-07,SUP01,SKU0026,WH02,740,113.84,2024-07-24,2024-08-08
PO01747,2023-07-29,SUP02,SKU0040,WH05,998,48.35,2023-09-01,2023-09-02
PO01748,2023-10-27,SUP05,SKU0053,WH02,72,23.93,2023-11-25,2023-11-26
PO01749,2024-02-05,SUP09,SKU0009,WH02,2863,73.49,2024-03-08,2024-03-06
PO01750,2024-08-09,SUP03,SKU0001,WH02,4891,182.03,2024-08-18,2024-08-18
PO01751,2023-10-09,SUP09,SKU0002,WH02,3740,197.68,2023-11-09,2023-11-24
PO01752,2023-03-24,SUP05,SKU0044,WH05,2753,90.62,2023-04-22,2023-04-27
PO01753,2024-09-30,SUP07,SKU0049,WH05,1945,33.6,2024-10-07,2024-10-06
PO01754,2023-05-30,SUP03,SKU0018,WH01,3708,78.07,2023-06-08,2023-06-07
PO01755,2024-12-23,SUP05,SKU0032,WH05,575,92.47,2025-01-19,2025-01-24
PO01756,2023-08-08,SUP09,SKU0016,WH03,960,167.22,2023-09-06,2023-09-07
PO01757,2023-06-19,SUP10,SKU0043,WH01,3515,98.15,2023-07-06,2023-07-19
PO01758,2023-11-13,SUP04,SKU0037,WH02,4768,136.35,2023-11-25,2023-11-22
PO01759,2024-10-02,SUP03,SKU0018,WH02,4848,174.41,2024-10-11,2024-10-08
PO01760,2024-08-05,SUP04,SKU0039,WH03,3885,175.93,2024-08-18,2024-08-15
PO01761,2024-08-06,SUP05,SKU0046,WH04,148,7.93,2024-09-04,2024-09-04
PO01762,2023-10-04,SUP09,SKU0017,WH01,4631,53.51,2023-11-06,2023-11-04
PO01763,2024-06-08,SUP03,SKU0013,WH01,1263,84.75,2024-06-14,2024-06-15
PO01764,2024-06-27,SUP10,SKU0079,WH05,1908,121.5,2024-07-13,2024-07-13
PO01765,2023-04-12,SUP06,SKU0089,WH05,1573,195.49,2023-04-23,2023-04-29
PO01766,2023-09-20,SUP03,SKU0007,WH03,3266,183.24,2023-09-29,2023-09-27
PO01767,2023-01-16,SUP05,SKU0056,WH03,4263,95.39,2023-02-13,2023-02-10
PO01768,2023-12-29,SUP01,SKU0025,WH05,2726,190.47,2024-01-11,2024-01-10
PO01769,2024-03-07,SUP09,SKU0020,WH04,4656,70.74,2024-04-08,2024-04-05
PO01770,2023-11-11,SUP08,SKU0072,WH04,2001,166.39,2023-11-30,2023-12-01
PO01771,2023-12-07,SUP02,SKU0075,WH02,3380,128.16,2024-01-09,2024-01-08
PO01772,2024-10-05,SUP08,SKU0056,WH04,4643,190.15,2024-10-28,2024-11-17
PO01773,2024-07-10,SUP09,SKU0005,WH02,1342,3.67,2024-08-07,2024-08-06
PO01774,2024-11-30,SUP05,SKU0049,WH03,1373,124.52,2024-12-27,2024-12-27
PO01775,2024-07-11,SUP01,SKU0006,WH04,1638,82.14,2024-07-23,2024-07-23
PO01776,2024-12-08,SUP01,SKU0036,WH01,996,192.24,2024-12-22,2024-12-20
PO01777,2024-06-29,SUP08,SKU0057,WH04,2831,45.1,2024-07-21,2024-07-18
PO01778,2024-05-31,SUP07,SKU0061,WH02,989,108.43,2024-06-11,2024-06-09
PO01779,2023-10-08,SUP07,SKU0064,WH02,2653,77.02,2023-10-19,2023-10-20
PO01780,2023-08-09,SUP03,SKU0019,WH05,3832,4.41,2023-08-16,2023-08-15
PO01781,2023-07-03,SUP09,SKU0005,WH02,4823,166.29,2023-08-01,2023-08-02
PO01782,2024-11-29,SUP06,SKU0001,WH03,3649,147.73,2024-12-08,2024-12-08
PO01783,2023-07-24,SUP04,SKU0047,WH05,2272,1.6,2023-08-03,2023-08-04
PO01784,2024-10-20,SUP09,SKU0007,WH01,2644,79.73,2024-11-22,2024-11-22
PO01785,2024-10-23,SUP05,SKU0028,WH03,3939,87.71,2024-11-19,2024-11-21
PO01786,2024-07-31,SUP07,SKU0051,WH02,4863,53.46,2024-08-12,2024-08-11
PO01787,2024-07-17,SUP09,SKU0004,WH02,921,135.87,2024-08-18,2024-08-15
PO01788,2024-03-19,SUP03,SKU0024,WH04,3297,13.26,2024-03-26,2024-03-25
PO01789,2024-02-21,SUP03,SKU0024,WH05,4738,111.05,2024-02-29,2024-02-26
PO01790,2024-02-06,SUP10,SKU0041,WH05,986,187.4,2024-02-21,2024-02-21
PO01791,2024-02-04,SUP03,SKU0022,WH04,356,127.91,2024-02-10,2024-02-21
PO01792,2024-10-14,SUP04,SKU0039,WH05,526,67.1,2024-10-27,2024-11-05
PO01793,2024-01-31,SUP07,SKU0053,WH04,1742,45.9,2024-02-07,2024-02-04
PO01794,2023-06-29,SUP10,SKU0037,WH05,120,131.03,2023-07-17,2023-08-02
PO01795,2024-05-18,SUP08,SKU0056,WH03,3307,111.56,2024-06-07,2024-06-04
PO01796,2024-05-28,SUP07,SKU0036,WH04,3587,70.49,2024-06-07,2024-06-07
PO01797,2024-08-05,SUP01,SKU0043,WH04,2101,68.23,2024-08-19,2024-08-19
PO01798,2023-04-03,SUP09,SKU0014,WH02,929,42.44,2023-05-02,2023-04-29
PO01799,2024-10-02,SUP08,SKU0072,WH05,3462,171.27,2024-10-21,2024-11-03
PO01800,2023-03-12,SUP09,SKU0004,WH03,3176,119.2,2023-04-09,2023-04-06
PO01801,2024-07-09,SUP06,SKU0025,WH05,658,132.81,2024-07-18,2024-07-17
PO01802,2023-07-12,SUP10,SKU0050,WH03,713,45.75,2023-07-28,2023-08-05
PO01803,2023-10-08,SUP06,SKU0020,WH04,4085,51.73,2023-10-16,2023-10-17
PO01804,2023-05-09,SUP06,SKU0018,WH05,3088,194.2,2023-05-17,2023-05-15
