investment_firm_lei,DEA,client_ID,invest_dec,within_firm,non_exec,trading_capacity,liq_prov_activity,date_time,validity_period,order_restriction,validity_period_ts,priority_time,priority_size,sequence_no,MIC,order_book_code,fin_instr_ID,receipt_date,order_ID,order_event_type,order_type,order_type_class,limit_price,additional_limit_price,stop_price,pegged_limit_price,transaction_price,currency,leg2_currency,price_notation,buy_sell,order_status,quantity_notation,quantity_currency,initial_quantity,remaining_quantity,displayed_quantity,traded_quantity,MAQ,MES,MES_first,passive_only,passive_aggressive,self_exec_prevention,sl_order_ID,routing_strategy,trading_venue_trans_ID,trading_phases,auction_price,auction_volume,reserved fields
SYNTHLEI0000000G0007,FALSE,CL1018,NONE,,,AOTC,FALSE,2025-07-11T13:45:14.452972Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T13:45:14.452972Z,,1031,XMKT,HOTL,ZZ0000000108,2025-07-11T13:45:14.452972Z,100029,NEWO,L,LMTO,3.1811,0,0,0,0,EUR,,MONE,BUYI,ACTI,,,1000,1000,1000,,,,,,,,,,T10002982,,,,
SYNTHLEI0000000D0004,FALSE,CL1017,NONE,,,AOTC,FALSE,2025-07-11T13:47:11.683034Z,DAVY,VFCR,2025-07-11T23:59:59.999999Z,2025-07-11T13:47:11.683034Z,,1032,XMKT,BRVO,ZZ0000000102,2025-07-11T13:47:11.683034Z,100238,CAME,L,,,,,,,EUR,,MONE,BUYI,,,,500,0,0,,,,,,,,,,T10023821,,,,
SYNTHLEI0000000F0006,TRUE,CL1018,NONE,,,AOTC,FALSE,2025-07-11T13:47:39.171700Z,DAVY,VFCR,2025-07-11T23:59:59.999999Z,2025-07-11T13:47:39.171700Z,,1033,XMKT,GOLF,ZZ0000000107,2025-07-11T13:47:39.171700Z,100175,NEWO,L,LMTO,4.1618,0,0,0,0,EUR,,MONE,SELL,ACTI,,,20,20,20,,,,,,,,,,T10017555,,,,
SYNTHLEI0000000F0006,TRUE,CL1018,NONE,,,AOTC,FALSE,2025-07-11T13:47:39.503700Z,DAVY,VFCR,2025-07-11T23:59:59.999999Z,2025-07-11T13:47:39.171700Z,,1034,XMKT,GOLF,ZZ0000000107,2025-07-11T13:47:39.503700Z,100175,CAME,L,LMTO,,,,,,EUR,,MONE,SELL,,,,20,0,0,,,,,,,,,,T10017555,,,,
SYNTHLEI0000000H0008,FALSE,CL1025,NONE,,,DEAL,TRUE,2025-07-11T13:48:11.394742Z,DAVY,VFCR,2025-07-11T23:59:59.999999Z,2025-07-11T13:48:11.394742Z,,1035,XMKT,ABLE,ZZ0000000101,2025-07-11T13:48:11.394742Z,100255,REME,S,STOP,6.4941,,,,,EUR,,MONE,BUYI,ACTI,,,3000,3000,3000,,,,,,,,,,T10025534,,,,
SYNTHLEI0000000E0005,FALSE,CL1003,NONE,,,DEAL,TRUE,2025-07-11T13:49:27.990335Z,GTDV,VFCR,2025-07-11T23:59:59.999999Z,2025-07-11T13:49:27.990335Z,,1036,XMKT,INDX,ZZ0000000109,2025-07-11T13:49:27.990335Z,100025,NEWO,L,LMTO,0.4638,0,0,0,0,EUR,,MONE,SELL,ACTI,,,150,150,150,,,,,,,,,,T10002550,,,,
SYNTHLEI0000000E0005,FALSE,CL1003,NONE,,,DEAL,TRUE,2025-07-11T13:49:29.949335Z,GTDV,VFCR,2025-07-11T23:59:59.999999Z,2025-07-11T13:49:29.949335Z,,1037,XMKT,INDX,ZZ0000000109,2025-07-11T13:49:29.949335Z,100025,REME,L,LMTO,0.464,,,,,EUR,,MONE,SELL,ACTI,,,150,150,150,,,,,,,,,,T10002550,,,,
SYNTHLEI0000000E0005,FALSE,CL1003,NONE,,,DEAL,TRUE,2025-07-11T13:49:34.061335Z,GTDV,VFCR,2025-07-11T23:59:59.999999Z,2025-07-11T13:49:34.061335Z,,1038,XMKT,INDX,ZZ0000000109,2025-07-11T13:49:34.061335Z,100025,CAME,L,LMTO,,,,,,EUR,,MONE,SELL,,,,150,0,0,,,,,,,,,,T10002550,,,,
SYNTHLEI0000000B0002,FALSE,CL1026,NONE,,,DEAL,TRUE,2025-07-11T13:50:13.052750Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T13:50:13.052750Z,,1039,XMKT,ABLE,ZZ0000000101,2025-07-11T13:50:13.052750Z,100162,NEWO,M,LMTO,0,0,0,0,0,EUR,,MONE,SELL,ACTI,,,200,200,200,,,,,,,,,,T10016241,,,,
SYNTHLEI0000000D0004,FALSE,CL1021,NONE,,,MTCH,FALSE,2025-07-11T13:50:18.975705Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T13:42:59.975705Z,,1040,XMKT,BRVO,ZZ0000000102,2025-07-11T13:50:18.975705Z,100542,FILL,L,,,,,,2.0861,EUR,,MONE,SELL,,,,,0,,70,,,,,AGRE,,,,T10054283,,,,
SYNTHLEI0000000B0002,TRUE,CL1027,NONE,,,DEAL,FALSE,2025-07-11T13:50:21.253145Z,GTCV,VFCR,9999-12-31T23:59:59.999999Z,2025-07-11T13:50:21.253145Z,,1041,XMKT,INDX,ZZ0000000109,2025-07-11T13:50:21.253145Z,100131,CAME,L,,,,,,,EUR,,MONE,SELL,,,,60,0,0,,,,,,,,,,T10013150,,,,
SYNTHLEI0000000A0001,FALSE,NONE,ALGOPT,,,AOTC,FALSE,2025-07-11T13:50:25.888597Z,DAVY,VFCR,2025-07-11T23:59:59.999999Z,2025-07-11T13:37:52.888597Z,,1042,XMKT,BRVO,ZZ0000000102,2025-07-11T13:50:25.888597Z,100090,FILL,L,,,,,,2.0853,EUR,,MONE,SELL,,,,,0,,200,,,,,AGRE,,,,T10009029,,,,
SYNTHLEI0000000D0004,FALSE,CL1020,NONE,,,AOTC,FALSE,2025-07-11T13:50:26.823289Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T13:50:26.823289Z,,1043,XMKT,ECHO,ZZ0000000105,2025-07-11T13:50:26.823289Z,100445,REME,L,LMTO,7.9079,,,,,EUR,,MONE,SELL,ACTI,,,20,20,20,,,,,,,,,,T10044524,,,,
SYNTHLEI0000000E0005,FALSE,NONE,ALGO1,,,DEAL,TRUE,2025-07-11T13:51:47.510665Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T13:51:47.510665Z,,1044,XMKT,INDX,ZZ0000000109,2025-07-11T13:51:47.510665Z,100239,NEWO,L,LMTO,0.4627,0,0,0,0,EUR,,MONE,BUYI,ACTI,,,1500,1500,1500,,,,,,,,,,T10023920,,,,
SYNTHLEI0000000E0005,FALSE,NONE,ALGO1,,,DEAL,TRUE,2025-07-11T13:51:50.498665Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T13:51:50.498665Z,,1045,XMKT,INDX,ZZ0000000109,2025-07-11T13:51:50.498665Z,100239,REME,L,LMTO,0.4628,,,,,EUR,,MONE,BUYI,ACTI,,,1500,1500,1500,,,,,,,,,,T10023920,,,,
SYNTHLEI0000000E0005,FALSE,NONE,ALGO1,,,DEAL,TRUE,2025-07-11T13:51:51.371665Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T13:51:51.371665Z,,1046,XMKT,INDX,ZZ0000000109,2025-07-11T13:51:51.371665Z,100239,CAME,L,LMTO,,,,,,EUR,,MONE,BUYI,,,,1500,0,0,,,,,,,,,,T10023920,,,,
SYNTHLEI0000000F0006,FALSE,CL1003,NONE,,,AOTC,FALSE,2025-07-11T13:53:24.499765Z,GTCV,VFCR,9999-12-31T23:59:59.999999Z,2025-07-11T13:53:24.499765Z,,1047,XDRV,FTSE25T4900,ZV0000000201,2025-07-11T13:53:24.499765Z,100442,NEWO,L,LMTO,108.2553,0,0,0,0,EUR,,MONE,BUYI,ACTI,,,50,50,50,,,,,,,,,,T10044243,,,,
SYNTHLEI0000000F0006,FALSE,CL1003,NONE,,,AOTC,FALSE,2025-07-11T13:53:24.681765Z,GTCV,VFCR,9999-12-31T23:59:59.999999Z,2025-07-11T13:53:24.499765Z,,1048,XDRV,FTSE25T4900,ZV0000000201,2025-07-11T13:53:24.681765Z,100442,CAME,L,LMTO,,,,,,EUR,,MONE,BUYI,,,,50,0,0,,,,,,,,,,T10044243,,,,
SYNTHLEI0000000C0003,FALSE,CL1028,NONE,,,MTCH,FALSE,2025-07-11T13:54:41.386784Z,GTDV,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T13:54:41.386784Z,,1049,XMKT,HOTL,ZZ0000000108,2025-07-11T13:54:41.386784Z,100495,NEWO,L,LMTO,3.1833,0,0,0,0,EUR,,MONE,SELL,ACTI,,,100,100,100,,,,,,,,,,T10049510,,,,
SYNTHLEI0000000B0002,FALSE,CL1026,NONE,,,DEAL,TRUE,2025-07-11T13:56:26.052750Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T13:50:13.052750Z,,1050,XMKT,ABLE,ZZ0000000101,2025-07-11T13:56:26.052750Z,100162,PARF,M,,,,,,6.5013,EUR,,MONE,SELL,,,,,94,,106,,,,,AGRE,,,,T10016241,,,,
SYNTHLEI0000000B0002,TRUE,CL1021,NONE,,,MTCH,FALSE,2025-07-11T13:56:39.778954Z,DAVY,,2025-07-11T23:59:59.999999Z,2025-07-11T13:56:39.778954Z,,1051,XDRV,OPT25G15.00,ZV0000000202,2025-07-11T13:56:39.778954Z,100101,CAME,L,,,,,,,EUR,,MONE,BUYI,,,,1,0,0,,,,,,,,,,T10010150,,,,
SYNTHLEI0000000A0001,TRUE,CL1015,NONE,,,AOTC,FALSE,2025-07-11T13:57:07.035400Z,DAVY,VFCR,2025-07-11T23:59:59.999999Z,2025-07-11T13:57:07.035400Z,,1052,XMKT,INDX,ZZ0000000109,2025-07-11T13:57:07.035400Z,100227,CAME,L,,,,,,,EUR,,MONE,BUYI,,,,5,0,0,,,,,,,,,,T10022786,,,,
SYNTHLEI0000000B0002,FALSE,CL1026,NONE,,,DEAL,TRUE,2025-07-11T13:57:21.052750Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T13:50:13.052750Z,,1053,XMKT,ABLE,ZZ0000000101,2025-07-11T13:57:21.052750Z,100162,FILL,M,,,,,,6.5042,EUR,,MONE,SELL,,,,,0,,94,,,,,PASV,,,,T10016241,,,,
SYNTHLEI0000000B0002,FALSE,CL1007,NONE,,,AOTC,FALSE,2025-07-11T13:58:07.341845Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T13:58:07.341845Z,,1054,XMKT,ECHO,ZZ0000000105,2025-07-11T13:58:07.341845Z,100460,NEWO,L,LMTO,7.9368,0,0,0,0,EUR,,MONE,BUYI,ACTI,,,150,150,150,,,,,,,,,,T10046067,,,,
SYNTHLEI0000000G0007,FALSE,CL1018,NONE,,,AOTC,FALSE,2025-07-11T14:01:05.452972Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T14:01:05.452972Z,,1055,XMKT,HOTL,ZZ0000000108,2025-07-11T14:01:05.452972Z,100029,CAME,L,,,,,,,EUR,,MONE,BUYI,,,,1000,0,0,,,,,,,,,,T10002982,,,,
SYNTHLEI0000000B0002,TRUE,CL1013,NONE,,,DEAL,TRUE,2025-07-11T14:01:19.419280Z,GTCV,VFCR,9999-12-31T23:59:59.999999Z,2025-07-11T14:01:19.419280Z,,1056,XDRV,FTSE25T4900,ZV0000000201,2025-07-11T14:01:19.419280Z,100206,NEWO,L,LMTO,107.9377,0,0,0,0,EUR,,MONE,BUYI,ACTI,,,5,5,5,,,,,,,,,,T10020640,,,,
SYNTHLEI0000000B0002,TRUE,CL1013,NONE,,,DEAL,TRUE,2025-07-11T14:05:19.419280Z,GTCV,VFCR,9999-12-31T23:59:59.999999Z,2025-07-11T14:01:19.419280Z,,1057,XDRV,FTSE25T4900,ZV0000000201,2025-07-11T14:05:19.419280Z,100206,FILL,L,,,,,,107.9377,EUR,,MONE,BUYI,,,,,0,,5,,,,,PASV,,,,T10020640,,,,
SYNTHLEI0000000A0001,FALSE,CL1034,NONE,,,MTCH,FALSE,2025-07-11T14:06:08.385824Z,GTDV,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T14:06:08.385824Z,,1058,XDRV,FTSE25T4900,ZV0000000201,2025-07-11T14:06:08.385824Z,100009,NEWO,L,LMTO,107.8453,0,0,0,0,EUR,,MONE,BUYI,ACTI,,,1,1,1,,,,,,,,,,T10000948,,,,
SYNTHLEI0000000H0008,FALSE,NONE,ALGO1,,,MTCH,FALSE,2025-07-11T14:06:17.825066Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T14:06:17.825066Z,,1059,XMKT,ECHO,ZZ0000000105,2025-07-11T14:06:17.825066Z,100435,NEWO,M,LMTO,0,0,0,0,0,EUR,,MONE,BUYI,ACTI,,,500,500,500,,,,,,,,,,T10043587,,,,
SYNTHLEI0000000H0008,FALSE,NONE,NONE,,,DEAL,FALSE,2025-07-11T14:07:20.811244Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T14:07:20.811244Z,,1060,XMKT,DLTA,ZZ0000000104,2025-07-11T14:07:20.811244Z,100355,NEWO,S,STOP,3.1446,0,3.0887,0,0,EUR,,MONE,SELL,ACTI,,,100,100,100,,,,,,,,,,T10035519,,,,
SYNTHLEI0000000A0001,FALSE,CL1025,NONE,,,DEAL,FALSE,2025-07-11T14:08:03.624689Z,DAVY,VFCR,2025-07-11T23:59:59.999999Z,2025-07-11T14:08:03.624689Z,,1061,XMKT,ECHO,ZZ0000000105,2025-07-11T14:08:03.624689Z,100502,NEWO,L,LMTO,7.9355,0,0,0,0,EUR,,MONE,BUYI,ACTI,,,100,100,100,,,,,,,,,,T10050237,,,,
SYNTHLEI0000000H0008,FALSE,NONE,NONE,,,DEAL,FALSE,2025-07-11T14:08:15.811244Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T14:07:20.811244Z,,1062,XMKT,DLTA,ZZ0000000104,2025-07-11T14:08:15.811244Z,100355,PARF,S,,,,,,3.1446,EUR,,MONE,SELL,,,,,75,,25,,,,,AGRE,,,,T10035519,,,,
SYNTHLEI0000000C0003,FALSE,NONE,ALGO1,,,AOTC,FALSE,2025-07-11T14:09:32.118826Z,GTCV,,9999-12-31T23:59:59.999999Z,2025-07-11T14:09:32.118826Z,,1063,XMKT,GOLF,ZZ0000000107,2025-07-11T14:09:32.118826Z,100242,NEWO,S,STOP,4.1685,0,4.2778,0,0,EUR,,MONE,SELL,ACTI,,,200,200,200,,,,,,,,,,T10024268,,,,
SYNTHLEI0000000A0001,FALSE,CL1034,NONE,,,MTCH,FALSE,2025-07-11T14:09:36.385824Z,GTDV,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T14:09:36.385824Z,,1064,XDRV,FTSE25T4900,ZV0000000201,2025-07-11T14:09:36.385824Z,100009,REME,L,LMTO,107.8362,,,,,EUR,,MONE,BUYI,ACTI,,,1,1,1,,,,,,,,,,T10000948,,,,
SYNTHLEI0000000H0008,FALSE,NONE,NONE,,,DEAL,FALSE,2025-07-11T14:09:39.811244Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T14:07:20.811244Z,,1065,XMKT,DLTA,ZZ0000000104,2025-07-11T14:09:39.811244Z,100355,FILL,S,,,,,,3.1446,EUR,,MONE,SELL,,,,,0,,75,,,,,AGRE,,,,T10035519,,,,
SYNTHLEI0000000D0004,FALSE,CL1009,NONE,,,AOTC,FALSE,2025-07-11T14:10:01.325613Z,GTDV,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T14:10:01.325613Z,,1066,XMKT,CHRL,ZZ0000000103,2025-07-11T14:10:01.325613Z,100576,NEWO,L,LMTO,16.243,0,0,0,0,EUR,,MONE,SELL,ACTI,,,100,100,100,,,,,,,,,,T10057688,,,,
SYNTHLEI0000000C0003,FALSE,NONE,ALGOPT,,,MTCH,FALSE,2025-07-11T14:11:55.377687Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T14:11:55.377687Z,,1067,XDRV,OPT25G15.00,ZV0000000202,2025-07-11T14:11:55.377687Z,100363,NEWO,L,LMTO,0.4555,0,0,0,0,EUR,,MONE,SELL,ACTI,,,20,20,20,,,,,,,,,,T10036384,,,,
SYNTHLEI0000000E0005,FALSE,NONE,NONE,,,AOTC,FALSE,2025-07-11T14:12:11.511111Z,IOCV,VFAR,9999-12-31T23:59:59.999999Z,2025-07-11T14:12:11.511111Z,,1068,XMKT,DLTA,ZZ0000000104,2025-07-11T14:12:11.511111Z,100579,NEWO,L,LMTO,3.1361,0,0,0,0,EUR,,MONE,BUYI,ACTI,,,200,200,200,,,,,,,,,,T10057997,,,,
SYNTHLEI0000000A0001,FALSE,CL1025,NONE,,,DEAL,FALSE,2025-07-11T14:12:12.624689Z,DAVY,VFCR,2025-07-11T23:59:59.999999Z,2025-07-11T14:08:03.624689Z,,1069,XMKT,ECHO,ZZ0000000105,2025-07-11T14:12:12.624689Z,100502,PARF,L,,,,,,7.9355,EUR,,MONE,BUYI,,,,,57,,43,,,,,AGRE,,,,T10050237,,,,
SYNTHLEI0000000E0005,FALSE,NONE,NONE,,,AOTC,FALSE,2025-07-11T14:12:14.563111Z,IOCV,VFAR,9999-12-31T23:59:59.999999Z,2025-07-11T14:12:14.563111Z,,1070,XMKT,DLTA,ZZ0000000104,2025-07-11T14:12:14.563111Z,100579,REME,L,LMTO,3.1373,,,,,EUR,,MONE,BUYI,ACTI,,,200,200,200,,,,,,,,,,T10057997,,,,
SYNTHLEI0000000E0005,FALSE,NONE,NONE,,,AOTC,FALSE,2025-07-11T14:12:17.905111Z,IOCV,VFAR,9999-12-31T23:59:59.999999Z,2025-07-11T14:12:17.905111Z,,1071,XMKT,DLTA,ZZ0000000104,2025-07-11T14:12:17.905111Z,100579,CAME,L,LMTO,,,,,,EUR,,MONE,BUYI,,,,200,0,0,,,,,,,,,,T10057997,,,,
SYNTHLEI0000000A0001,FALSE,CL1034,NONE,,,MTCH,FALSE,2025-07-11T14:12:32.385824Z,GTDV,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T14:06:08.385824Z,,1072,XDRV,FTSE25T4900,ZV0000000201,2025-07-11T14:12:32.385824Z,100009,PARF,L,,,,,,107.8362,EUR,,MONE,BUYI,,,,,0,,1,,,,,AGRE,,,,T10000948,,,,
SYNTHLEI0000000C0003,FALSE,NONE,ALGOPT,,,MTCH,FALSE,2025-07-11T14:13:20.377687Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T14:11:55.377687Z,,1073,XDRV,OPT25G15.00,ZV0000000202,2025-07-11T14:13:20.377687Z,100363,PARF,L,,,,,,0.4555,EUR,,MONE,SELL,,,,,16,,4,,,,,PASV,,,,T10036384,,,,
SYNTHLEI0000000C0003,FALSE,NONE,ALGOPT,,,MTCH,FALSE,2025-07-11T14:13:24.377687Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T14:11:55.377687Z,,1074,XDRV,OPT25G15.00,ZV0000000202,2025-07-11T14:13:24.377687Z,100363,PARF,L,,,,,,0.4555,EUR,,MONE,SELL,,,,,10,,6,,,,,AGRE,,,,T10036384,,,,
SYNTHLEI0000000E0005,TRUE,NONE,ALGOPT,,,AOTC,FALSE,2025-07-11T14:13:36.134664Z,DAVY,,2025-07-11T23:59:59.999999Z,2025-07-11T14:13:36.134664Z,,1075,XMKT,INDX,ZZ0000000109,2025-07-11T14:13:36.134664Z,100610,NEWO,L,LMTO,0.4642,0,0,0,0,EUR,,MONE,SELL,ACTI,,,150,150,150,,,,,,,,,,T10061058,,,,
SYNTHLEI0000000E0005,TRUE,NONE,ALGOPT,,,AOTC,FALSE,2025-07-11T14:13:39.408664Z,DAVY,,2025-07-11T23:59:59.999999Z,2025-07-11T14:13:39.408664Z,,1076,XMKT,INDX,ZZ0000000109,2025-07-11T14:13:39.408664Z,100610,REME,L,LMTO,0.4642,,,,,EUR,,MONE,SELL,ACTI,,,150,150,150,,,,,,,,,,T10061058,,,,
SYNTHLEI0000000E0005,TRUE,NONE,ALGOPT,,,AOTC,FALSE,2025-07-11T14:13:41.491664Z,DAVY,,2025-07-11T23:59:59.999999Z,2025-07-11T14:13:41.491664Z,,1077,XMKT,INDX,ZZ0000000109,2025-07-11T14:13:41.491664Z,100610,REME,L,LMTO,0.464,,,,,EUR,,MONE,SELL,ACTI,,,150,150,150,,,,,,,,,,T10061058,,,,
SYNTHLEI0000000E0005,TRUE,NONE,ALGOPT,,,AOTC,FALSE,2025-07-11T14:13:45.355664Z,DAVY,,2025-07-11T23:59:59.999999Z,2025-07-11T14:13:45.355664Z,,1078,XMKT,INDX,ZZ0000000109,2025-07-11T14:13:45.355664Z,100610,REME,L,LMTO,0.4643,,,,,EUR,,MONE,SELL,ACTI,,,150,150,150,,,,,,,,,,T10061058,,,,
SYNTHLEI0000000E0005,TRUE,NONE,ALGOPT,,,AOTC,FALSE,2025-07-11T14:13:46.386664Z,DAVY,,2025-07-11T23:59:59.999999Z,2025-07-11T14:13:46.386664Z,,1079,XMKT,INDX,ZZ0000000109,2025-07-11T14:13:46.386664Z,100610,CAME,L,LMTO,,,,,,EUR,,MONE,SELL,,,,150,0,0,,,,,,,,,,T10061058,,,,
SYNTHLEI0000000C0003,FALSE,NONE,ALGO1,,,AOTC,FALSE,2025-07-11T14:14:08.118826Z,GTCV,,9999-12-31T23:59:59.999999Z,2025-07-11T14:14:08.118826Z,,1080,XMKT,GOLF,ZZ0000000107,2025-07-11T14:14:08.118826Z,100242,REME,S,STOP,4.1643,,,,,EUR,,MONE,SELL,ACTI,,,200,200,200,,,,,,,,,,T10024268,,,,
SYNTHLEI0000000C0003,FALSE,CL1034,NONE,,,MTCH,FALSE,2025-07-11T14:14:53.096197Z,IOCV,VFAR,9999-12-31T23:59:59.999999Z,2025-07-11T14:14:53.096197Z,,1081,XMKT,INDX,ZZ0000000109,2025-07-11T14:14:53.096197Z,100253,NEWO,L,LMTO,0.4641,0,0,0,0,EUR,,MONE,SELL,ACTI,,,1000,1000,1000,,,,,,,,,,T10025388,,,,
SYNTHLEI0000000C0003,FALSE,NONE,ALGOPT,,,MTCH,FALSE,2025-07-11T14:15:09.377687Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T14:11:55.377687Z,,1082,XDRV,OPT25G15.00,ZV0000000202,2025-07-11T14:15:09.377687Z,100363,FILL,L,,,,,,0.4555,EUR,,MONE,SELL,,,,,0,,10,,,,,AGRE,,,,T10036384,,,,
SYNTHLEI0000000B0002,FALSE,CL1007,NONE,,,AOTC,FALSE,2025-07-11T14:15:18.204940Z,GTCV,VFCR,9999-12-31T23:59:59.999999Z,2025-07-11T14:15:18.204940Z,,1083,XDRV,FTSE25T4900,ZV0000000201,2025-07-11T14:15:18.204940Z,100023,NEWO,L,LMTO,108.0276,0,0,0,0,EUR,,MONE,SELL,ACTI,,,10,10,10,,,,,,,,,,T10002392,,,,
SYNTHLEI0000000A0001,FALSE,CL1025,NONE,,,DEAL,FALSE,2025-07-11T14:15:32.624689Z,DAVY,VFCR,2025-07-11T23:59:59.999999Z,2025-07-11T14:08:03.624689Z,,1084,XMKT,ECHO,ZZ0000000105,2025-07-11T14:15:32.624689Z,100502,PARF,L,,,,,,7.9355,EUR,,MONE,BUYI,,,,,44,,13,,,,,AGRE,,,,T10050237,,,,
SYNTHLEI0000000B0002,FALSE,NONE,ALGOPT,,,MTCH,FALSE,2025-07-11T14:16:13.027220Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T14:16:13.027220Z,,1085,XMKT,HOTL,ZZ0000000108,2025-07-11T14:16:13.027220Z,100032,NEWO,M,LMTO,0,0,0,0,0,EUR,,MONE,SELL,ACTI,,,20,20,20,,,,,,,,,,T10003291,,,,
SYNTHLEI0000000D0004,TRUE,CL1033,NONE,,,AOTC,FALSE,2025-07-11T14:16:32.053758Z,DAVY,VFCR,2025-07-11T23:59:59.999999Z,2025-07-11T14:16:32.053758Z,,1086,XMKT,JULT,ZZ0000000110,2025-07-11T14:16:32.053758Z,100631,NEWO,L,LMTO,11.3943,0,0,0,0,EUR,,MONE,SELL,ACTI,,,1500,1500,1500,,,,,,,,,,T10063192,,,,
SYNTHLEI0000000C0003,FALSE,NONE,ALGO1,,,AOTC,FALSE,2025-07-11T14:17:28.118826Z,GTCV,,9999-12-31T23:59:59.999999Z,2025-07-11T14:09:32.118826Z,,1087,XMKT,GOLF,ZZ0000000107,2025-07-11T14:17:28.118826Z,100242,PARF,S,,,,,,4.1643,EUR,,MONE,SELL,,,,,155,,45,,,,,PASV,,,,T10024268,,,,
SYNTHLEI0000000B0002,FALSE,CL1031,NONE,,,AOTC,FALSE,2025-07-11T14:17:39.113269Z,GTCV,VFCR,9999-12-31T23:59:59.999999Z,2025-07-11T14:17:39.113269Z,,1088,XMKT,DLTA,ZZ0000000104,2025-07-11T14:17:39.113269Z,100643,NEWO,L,LMTO,3.1412,0,0,0,0,EUR,,MONE,BUYI,ACTI,,,1000,1000,1000,,,,,,,,,,T10064337,,,,
SYNTHLEI0000000C0003,FALSE,NONE,ALGO1,,,AOTC,FALSE,2025-07-11T14:17:45.118826Z,GTCV,,9999-12-31T23:59:59.999999Z,2025-07-11T14:09:32.118826Z,,1089,XMKT,GOLF,ZZ0000000107,2025-07-11T14:17:45.118826Z,100242,FILL,S,,,,,,4.1643,EUR,,MONE,SELL,,,,,0,,155,,,,,AGRE,,,,T10024268,,,,
SYNTHLEI0000000D0004,FALSE,CL1009,NONE,,,AOTC,FALSE,2025-07-11T14:18:08.325613Z,GTDV,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T14:18:08.325613Z,,1090,XMKT,CHRL,ZZ0000000103,2025-07-11T14:18:08.325613Z,100576,REME,L,LMTO,16.2192,,,,,EUR,,MONE,SELL,ACTI,,,100,100,100,,,,,,,,,,T10057688,,,,
SYNTHLEI0000000B0002,FALSE,CL1007,NONE,,,AOTC,FALSE,2025-07-11T14:18:13.204940Z,GTCV,VFCR,9999-12-31T23:59:59.999999Z,2025-07-11T14:15:18.204940Z,,1091,XDRV,FTSE25T4900,ZV0000000201,2025-07-11T14:18:13.204940Z,100023,FILL,L,,,,,,108.0276,EUR,,MONE,SELL,,,,,0,,10,,,,,AGRE,,,,T10002392,,,,
SYNTHLEI0000000A0001,FALSE,CL1034,NONE,,,MTCH,FALSE,2025-07-11T14:21:03.385824Z,GTDV,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T14:21:03.385824Z,,1092,XDRV,FTSE25T4900,ZV0000000201,2025-07-11T14:21:03.385824Z,100009,CAME,L,,,,,,,EUR,,MONE,BUYI,,,,1,0,0,,,,,,,,,,T10000948,,,,
SYNTHLEI0000000A0001,FALSE,CL1025,NONE,,,DEAL,FALSE,2025-07-11T14:21:12.624689Z,DAVY,VFCR,2025-07-11T23:59:59.999999Z,2025-07-11T14:08:03.624689Z,,1093,XMKT,ECHO,ZZ0000000105,2025-07-11T14:21:12.624689Z,100502,FILL,L,,,,,,7.9355,EUR,,MONE,BUYI,,,,,0,,44,,,,,PASV,,,,T10050237,,,,
SYNTHLEI0000000B0002,FALSE,CL1031,NONE,,,AOTC,FALSE,2025-07-11T14:21:31.113269Z,GTCV,VFCR,9999-12-31T23:59:59.999999Z,2025-07-11T14:17:39.113269Z,,1094,XMKT,DLTA,ZZ0000000104,2025-07-11T14:21:31.113269Z,100643,FILL,L,,,,,,3.1412,EUR,,MONE,BUYI,,,,,0,,1000,,,,,PASV,,,,T10064337,,,,
