CallID,CallDate,CallTime,RepID,HCPID,CallOutcome,IsConnected,DurationMinutes,AfterCallWorkMinutes,AHT_Minutes,IsMeaningfulInteraction,InteractionType,Script,AIRecommended,AIFollowed,ScheduledTime,IsScheduleAdherent,Drug,TherapyArea,NotesTaken,FollowUpScheduled,HCPSentimentScore,Channel,ScriptDeviation,CallQualityScore,AdverseEventFlagged
CALL-005847,2025-11-19,17:42,REP-021,HCP-0343,Connected,1,12.5,2.7,15.2,1,Scientific Discussion,Script A - Empathetic,1,1,20:36,1,DrugGamma-200mg,Neurology,1,0,4.6,Email,0,4.9,0
CALL-005848,2026-04-11,19:51,REP-023,HCP-0340,No Answer,0,1.0,0.6,1.6,0,N/A,Script A - Empathetic,0,0,19:19,1,NeuroX-75mg,Rare Disease,0,0,,Email,0,,0
CALL-005849,2025-10-31,18:28,REP-020,HCP-0485,Connected,1,18.5,2.2,20.6,1,Follow-up Scheduling,Script A - Empathetic,1,1,23:32,1,DrugBeta-50mg,Oncology,1,1,2.2,Phone,0,7.5,0
CALL-005850,2025-10-22,17:07,REP-014,HCP-0190,No Answer,0,1.1,0.4,1.5,0,N/A,Script B - Direct,1,1,22:06,1,DrugBeta-50mg,Cardiology,0,0,,Phone,0,,0
CALL-005851,2026-03-13,19:53,REP-023,HCP-0494,Connected,1,12.6,3.3,15.9,0,Brief Check-in,Script A - Empathetic,1,0,19:02,1,DrugBeta-50mg,Cardiology,1,0,4.7,Phone,1,1,0
CALL-005852,2026-01-21,22:16,REP-004,HCP-0419,Connected,1,9.5,3.7,13.2,1,Product Info,Script A - Empathetic,1,1,22:37,1,CardioPlus-25mg,Rare Disease,1,0,1.5,Email,0,6.7,0
CALL-005853,2026-03-21,21:45,REP-014,HCP-0443,Connected,1,10.0,4.7,14.7,0,Patient Case Discussion,Script B - Direct,1,1,16:04,1,CardioPlus-25mg,Cardiology,1,0,1.8,Phone,0,3.6,0
CALL-005854,2026-03-31,16:16,REP-013,HCP-0062,Connected,1,6.3,2.6,8.9,0,Follow-up Scheduling,Script A - Empathetic,0,0,18:14,1,DrugAlpha-100mg,Cardiology,1,0,3.4,Phone,0,3.8,0
CALL-005855,2026-03-21,22:45,REP-015,HCP-0378,Connected,1,2.1,1.9,4.1,0,Brief Check-in,Script B - Direct,0,0,21:36,1,DrugAlpha-100mg,Immunology,1,0,4.0,Phone,0,3.9,0
CALL-005856,2026-01-13,20:31,REP-008,HCP-0364,Gatekeeper Block,0,1.2,0.6,1.8,0,N/A,Script B - Direct,1,0,23:40,1,DrugBeta-50mg,Immunology,0,0,,Phone,0,,0
CALL-005857,2025-07-26,18:23,REP-015,HCP-0161,Connected,1,8.0,2.4,10.3,1,Follow-up Scheduling,Script A - Empathetic,0,0,17:08,1,DrugAlpha-100mg,Immunology,1,1,1.4,Email,1,4.1,0
CALL-005858,2025-11-07,19:40,REP-001,HCP-0179,No Answer,0,1.0,0.2,1.2,0,N/A,Script A - Empathetic,1,1,18:00,1,NeuroX-75mg,Rare Disease,0,0,,Phone,0,,0
CALL-005859,2026-02-24,16:52,REP-017,HCP-0215,Connected,1,4.0,4.1,8.2,0,Product Info,Script B - Direct,1,0,18:51,1,DrugGamma-200mg,Neurology,1,0,1.1,Email,0,4.6,0
CALL-005860,2026-04-24,17:33,REP-005,HCP-0105,Connected,1,5.3,3.6,9.0,0,Product Info,Script A - Empathetic,1,1,18:23,1,CardioPlus-25mg,Immunology,1,0,4.3,Email,0,4.1,0
CALL-005861,2026-02-26,22:09,REP-019,HCP-0124,No Answer,0,0.6,0.8,1.4,0,N/A,Script B - Direct,0,0,19:55,1,DrugBeta-50mg,Rare Disease,0,0,,Phone,0,,0
CALL-005862,2025-11-18,23:51,REP-014,HCP-0262,Voicemail,0,0.3,0.3,0.6,0,N/A,Script A - Empathetic,0,0,19:07,1,CardioPlus-25mg,Immunology,0,0,,Phone,0,,0
CALL-005863,2025-07-14,20:00,REP-009,HCP-0391,Gatekeeper Block,0,1.1,0.4,1.6,0,N/A,Script B - Direct,1,1,18:54,1,DrugAlpha-100mg,Cardiology,0,0,,Email,1,,0
CALL-005864,2026-02-14,18:33,REP-003,HCP-0334,No Answer,0,0.4,0.2,0.6,0,N/A,Script B - Direct,1,0,16:27,1,NeuroX-75mg,Neurology,0,0,,Phone,0,,0
CALL-005865,2025-08-29,21:44,REP-001,HCP-0232,Connected,1,10.0,5.3,15.3,1,Clinical Data Review,Script A - Empathetic,1,0,19:16,1,NeuroX-75mg,Immunology,1,1,2.8,Video,0,6.5,0
CALL-005866,2025-08-30,19:27,REP-009,HCP-0322,Connected,1,11.3,2.4,13.7,0,Follow-up Scheduling,Script B - Direct,0,0,22:26,0,NeuroX-75mg,Rare Disease,0,0,1.2,Phone,0,4.0,0
CALL-005867,2026-04-17,21:57,REP-012,HCP-0139,Connected,1,13.1,2.4,15.5,1,Clinical Data Review,Script A - Empathetic,1,1,17:58,1,CardioPlus-25mg,Oncology,1,1,2.6,Phone,0,4.6,0
CALL-005868,2026-04-28,16:47,REP-024,HCP-0344,Connected,1,5.8,0.2,6.0,1,Brief Check-in,Script B - Direct,1,1,19:56,1,NeuroX-75mg,Immunology,0,1,4.5,Email,0,4.7,0
CALL-005869,2026-01-22,23:03,REP-021,HCP-0352,Wrong Number,0,0.3,0.7,0.9,0,N/A,Script B - Direct,1,1,22:38,1,NeuroX-75mg,Neurology,0,0,,Phone,0,,0
CALL-005870,2025-09-21,20:30,REP-019,HCP-0459,Gatekeeper Block,0,1.3,0.2,1.5,0,N/A,Script A - Empathetic,1,0,23:12,1,DrugGamma-200mg,Oncology,0,0,,Phone,0,,0
CALL-005871,2026-03-19,23:40,REP-002,HCP-0265,Wrong Number,0,0.4,0.7,1.1,0,N/A,Script B - Direct,1,1,20:42,1,DrugAlpha-100mg,Oncology,0,0,,Email,0,,0
CALL-005872,2025-08-08,18:19,REP-011,HCP-0391,Wrong Number,0,0.6,0.8,1.4,0,N/A,Script B - Direct,0,0,20:45,1,CardioPlus-25mg,Cardiology,0,0,,Phone,0,,0
CALL-005873,2025-11-25,23:40,REP-011,HCP-0080,No Answer,0,0.3,0.5,0.8,0,N/A,Script A - Empathetic,1,1,20:48,1,DrugAlpha-100mg,Immunology,0,0,,Phone,0,,0
CALL-005874,2025-11-28,23:43,REP-022,HCP-0285,Gatekeeper Block,0,0.7,0.4,1.1,0,N/A,Script B - Direct,0,0,18:25,1,DrugAlpha-100mg,Rare Disease,0,0,,Phone,0,,0
CALL-005875,2025-12-10,18:09,REP-019,HCP-0102,Voicemail,0,1.1,1.1,2.3,0,N/A,Script B - Direct,1,1,20:39,1,DrugGamma-200mg,Rare Disease,0,0,,Email,0,,0
CALL-005876,2025-08-31,19:54,REP-010,HCP-0498,Connected,1,12.3,3.4,15.7,1,Patient Case Discussion,Script A - Empathetic,1,1,20:49,1,DrugBeta-50mg,Immunology,0,1,3.2,Phone,0,3.9,0
CALL-005877,2026-03-21,19:30,REP-010,HCP-0266,Connected,1,12.3,0.8,13.1,0,Product Info,Script B - Direct,1,1,16:40,1,DrugGamma-200mg,Oncology,1,0,1.6,Phone,0,3.1,0
CALL-005878,2025-11-02,21:13,REP-002,HCP-0336,Connected,1,14.0,3.4,17.4,1,Clinical Data Review,Script B - Direct,0,0,17:30,1,DrugBeta-50mg,Rare Disease,1,0,3.1,Phone,0,4.5,0
CALL-005879,2025-09-28,19:30,REP-017,HCP-0131,No Answer,0,1.3,0.5,1.8,0,N/A,Script A - Empathetic,1,1,18:57,1,CardioPlus-25mg,Cardiology,0,0,,Phone,0,,0
CALL-005880,2026-04-25,20:50,REP-012,HCP-0307,Connected,1,5.6,2.7,8.3,1,Follow-up Scheduling,Script A - Empathetic,0,0,18:52,1,NeuroX-75mg,Oncology,1,0,4.4,Phone,1,3.3,0
CALL-005881,2025-09-05,16:39,REP-015,HCP-0458,Connected,1,9.1,6.7,15.7,1,Product Info,Script B - Direct,1,0,19:09,1,DrugGamma-200mg,Neurology,1,1,2.8,Phone,0,6.6,0
CALL-005882,2025-09-03,18:27,REP-022,HCP-0292,Wrong Number,0,0.7,0.8,1.5,0,N/A,Script B - Direct,1,1,16:44,0,DrugAlpha-100mg,Neurology,0,0,,Phone,1,,0
CALL-005883,2026-02-28,20:40,REP-025,HCP-0442,Connected,1,7.2,3.8,10.9,1,Brief Check-in,Script A - Empathetic,1,1,21:17,1,DrugBeta-50mg,Cardiology,1,0,2.6,Email,0,8.0,0
CALL-005884,2025-10-28,21:31,REP-019,HCP-0292,No Answer,0,0.3,0.6,0.9,0,N/A,Script A - Empathetic,1,1,16:33,1,DrugBeta-50mg,Neurology,0,0,,Phone,0,,0
CALL-005885,2025-09-05,23:49,REP-011,HCP-0494,Voicemail,0,0.8,0.3,1.2,0,N/A,Script B - Direct,1,0,23:58,1,NeuroX-75mg,Cardiology,0,0,,Phone,0,,0
CALL-005886,2026-02-13,22:10,REP-017,HCP-0236,Gatekeeper Block,0,0.2,0.4,0.6,0,N/A,Script B - Direct,1,1,22:58,1,CardioPlus-25mg,Cardiology,0,0,,Email,0,,0
CALL-005887,2025-11-14,17:13,REP-002,HCP-0203,Gatekeeper Block,0,0.8,0.2,1.0,0,N/A,Script A - Empathetic,1,0,23:23,0,NeuroX-75mg,Neurology,0,0,,Phone,1,,0
CALL-005888,2025-12-04,20:29,REP-002,HCP-0066,Connected,1,9.3,4.3,13.6,0,Product Info,Script B - Direct,0,0,22:04,1,DrugAlpha-100mg,Immunology,1,0,4.1,Phone,0,5.0,0
CALL-005889,2026-03-25,16:58,REP-002,HCP-0252,Connected,1,3.4,3.0,6.4,0,Clinical Data Review,Script A - Empathetic,0,0,22:56,1,DrugAlpha-100mg,Neurology,1,0,4.7,Phone,0,3.3,0
CALL-005890,2025-08-25,21:33,REP-004,HCP-0036,No Answer,0,1.4,0.5,1.9,0,N/A,Script B - Direct,0,0,23:54,1,CardioPlus-25mg,Oncology,0,0,,Email,0,,0
CALL-005891,2025-12-29,18:25,REP-008,HCP-0009,Gatekeeper Block,0,0.3,0.7,1.0,0,N/A,Script B - Direct,0,0,20:09,1,DrugAlpha-100mg,Rare Disease,0,0,,Email,0,,0
CALL-005892,2025-11-19,22:33,REP-023,HCP-0327,Connected,1,8.7,2.8,11.4,1,Clinical Data Review,Script A - Empathetic,1,1,22:54,0,DrugBeta-50mg,Cardiology,1,1,4.3,Video,1,3.5,0
CALL-005893,2026-02-08,22:47,REP-008,HCP-0219,Gatekeeper Block,0,1.0,0.3,1.3,0,N/A,Script A - Empathetic,0,0,20:16,1,CardioPlus-25mg,Neurology,0,0,,Email,1,,0
CALL-005894,2026-01-28,18:52,REP-022,HCP-0411,Gatekeeper Block,0,0.3,0.4,0.7,0,N/A,Script A - Empathetic,1,0,17:51,1,CardioPlus-25mg,Oncology,0,0,,Email,0,,0
CALL-005895,2025-10-11,17:40,REP-009,HCP-0370,Wrong Number,0,1.1,0.5,1.6,0,N/A,Script A - Empathetic,1,1,21:02,1,CardioPlus-25mg,Neurology,0,0,,Phone,0,,0
CALL-005896,2025-09-23,17:45,REP-005,HCP-0326,Connected,1,9.9,2.3,12.3,0,Patient Case Discussion,Script B - Direct,1,1,22:12,1,NeuroX-75mg,Neurology,1,0,4.6,Phone,0,4.5,0
CALL-005897,2025-12-03,16:07,REP-002,HCP-0190,Connected,1,8.8,3.6,12.3,1,Product Info,Script B - Direct,1,1,23:34,0,CardioPlus-25mg,Cardiology,1,0,3.0,Phone,0,6.1,0
CALL-005898,2025-10-28,20:28,REP-005,HCP-0407,Voicemail,0,0.3,0.7,1.0,0,N/A,Script A - Empathetic,1,1,20:01,1,DrugAlpha-100mg,Rare Disease,0,0,,Phone,0,,0
CALL-005899,2026-03-29,17:23,REP-012,HCP-0327,Connected,1,8.6,0.5,9.1,0,Patient Case Discussion,Script B - Direct,0,0,23:44,1,DrugBeta-50mg,Cardiology,1,0,4.9,Phone,0,4.8,0
CALL-005900,2025-12-19,20:38,REP-012,HCP-0036,Gatekeeper Block,0,0.7,0.6,1.3,0,N/A,Script B - Direct,0,0,21:37,0,DrugAlpha-100mg,Oncology,0,0,,Phone,0,,0
CALL-005901,2025-07-16,21:54,REP-020,HCP-0150,Connected,1,13.6,3.7,17.3,1,Product Info,Script A - Empathetic,1,0,18:56,1,NeuroX-75mg,Rare Disease,0,1,1.2,Email,0,8.8,0
CALL-005902,2025-11-04,17:15,REP-023,HCP-0428,No Answer,0,1.1,1.0,2.1,0,N/A,Script B - Direct,1,1,16:12,1,DrugGamma-200mg,Oncology,0,0,,Email,0,,0
CALL-005903,2026-02-22,19:06,REP-007,HCP-0416,Connected,1,9.6,0.2,9.8,0,Patient Case Discussion,Script B - Direct,1,1,19:28,1,DrugGamma-200mg,Neurology,1,0,2.6,Phone,0,4.1,0
CALL-005904,2025-12-23,21:21,REP-021,HCP-0139,Voicemail,0,0.6,0.5,1.1,0,N/A,Script B - Direct,1,0,18:36,1,NeuroX-75mg,Oncology,0,0,,Phone,0,,0
CALL-005905,2026-04-27,18:50,REP-024,HCP-0219,Gatekeeper Block,0,0.3,0.3,0.6,0,N/A,Script B - Direct,0,0,23:58,1,DrugGamma-200mg,Neurology,0,0,,Phone,0,,0
CALL-005906,2025-09-01,21:41,REP-009,HCP-0380,Connected,1,10.0,4.6,14.6,0,Scientific Discussion,Script A - Empathetic,1,1,22:00,1,DrugBeta-50mg,Immunology,1,0,1.9,Email,0,4.9,0
CALL-005907,2026-02-04,23:39,REP-019,HCP-0460,Connected,1,3.1,6.3,9.3,0,Follow-up Scheduling,Script B - Direct,1,1,20:32,0,DrugGamma-200mg,Immunology,1,0,4.8,Phone,0,1.4,0
CALL-005908,2026-01-04,16:09,REP-011,HCP-0333,Connected,1,11.0,2.5,13.5,0,Product Info,Script B - Direct,1,1,23:51,0,NeuroX-75mg,Cardiology,1,0,3.3,Phone,0,5.7,0
CALL-005909,2025-10-06,19:10,REP-024,HCP-0227,No Answer,0,0.2,0.8,1.0,0,N/A,Script A - Empathetic,1,1,21:44,1,CardioPlus-25mg,Immunology,0,0,,Phone,0,,0
CALL-005910,2025-08-20,23:20,REP-009,HCP-0239,Voicemail,0,0.6,0.7,1.3,0,N/A,Script A - Empathetic,0,0,23:32,1,CardioPlus-25mg,Cardiology,0,0,,Phone,0,,0
CALL-005911,2026-04-01,22:02,REP-015,HCP-0346,Voicemail,0,0.5,0.3,0.7,0,N/A,Script B - Direct,1,0,23:18,1,DrugBeta-50mg,Immunology,0,0,,Phone,0,,0
CALL-005912,2026-03-09,21:11,REP-011,HCP-0482,No Answer,0,0.9,0.4,1.3,0,N/A,Script A - Empathetic,1,1,23:13,0,NeuroX-75mg,Neurology,0,0,,Phone,0,,0
CALL-005913,2026-01-29,21:37,REP-010,HCP-0130,Gatekeeper Block,0,0.4,0.2,0.7,0,N/A,Script A - Empathetic,0,0,20:33,1,CardioPlus-25mg,Cardiology,0,0,,Phone,0,,0
CALL-005914,2025-08-01,20:36,REP-021,HCP-0289,No Answer,0,0.8,0.8,1.6,0,N/A,Script A - Empathetic,1,1,19:47,0,DrugBeta-50mg,Oncology,0,0,,Email,0,,0
CALL-005915,2025-09-29,19:26,REP-005,HCP-0467,Voicemail,0,0.6,0.4,1.0,0,N/A,Script A - Empathetic,1,1,19:50,1,DrugAlpha-100mg,Cardiology,0,0,,Phone,0,,0
CALL-005916,2025-08-06,19:58,REP-019,HCP-0456,Connected,1,18.5,0.6,19.1,1,Follow-up Scheduling,Script A - Empathetic,1,0,23:50,1,CardioPlus-25mg,Cardiology,1,1,2.9,Video,0,4.8,0
CALL-005917,2026-02-04,23:47,REP-003,HCP-0153,Connected,1,11.2,6.2,17.4,1,Brief Check-in,Script B - Direct,1,1,17:44,1,NeuroX-75mg,Neurology,1,0,4.6,Phone,0,6.8,0
CALL-005918,2026-02-12,16:09,REP-012,HCP-0210,Gatekeeper Block,0,0.4,1.3,1.7,0,N/A,Script B - Direct,1,0,23:28,1,DrugAlpha-100mg,Rare Disease,0,0,,Email,0,,0
CALL-005919,2025-10-18,16:36,REP-018,HCP-0091,Connected,1,10.9,2.4,13.3,0,Clinical Data Review,Script B - Direct,0,0,17:07,1,DrugGamma-200mg,Oncology,0,0,2.9,Phone,0,4.9,0
CALL-005920,2025-07-25,17:13,REP-022,HCP-0196,Gatekeeper Block,0,1.4,0.8,2.2,0,N/A,Script A - Empathetic,1,1,23:37,1,DrugAlpha-100mg,Rare Disease,0,0,,Phone,0,,0
CALL-005921,2025-09-26,23:55,REP-004,HCP-0018,No Answer,0,1.1,0.4,1.5,0,N/A,Script A - Empathetic,1,1,23:46,1,NeuroX-75mg,Immunology,0,0,,Phone,0,,0
CALL-005922,2026-01-07,18:21,REP-004,HCP-0300,Voicemail,0,0.9,0.8,1.7,0,N/A,Script B - Direct,1,1,23:15,1,DrugBeta-50mg,Cardiology,0,0,,Phone,0,,0
CALL-005923,2026-04-01,19:48,REP-019,HCP-0071,Voicemail,0,1.5,0.7,2.2,0,N/A,Script A - Empathetic,1,0,20:07,0,DrugBeta-50mg,Oncology,0,0,,Phone,0,,0
CALL-005924,2025-11-20,23:40,REP-013,HCP-0331,No Answer,0,0.9,0.2,1.1,0,N/A,Script A - Empathetic,0,0,18:37,1,DrugAlpha-100mg,Immunology,0,0,,Phone,0,,0
CALL-005925,2025-07-02,21:10,REP-025,HCP-0291,Connected,1,5.8,4.6,10.4,0,Scientific Discussion,Script B - Direct,0,0,23:18,1,NeuroX-75mg,Immunology,1,0,1.1,Email,0,2.3,0
CALL-005926,2025-12-28,23:09,REP-006,HCP-0365,Voicemail,0,0.7,0.8,1.5,0,N/A,Script B - Direct,0,0,17:44,1,CardioPlus-25mg,Cardiology,0,0,,Phone,0,,0
CALL-005927,2025-10-18,19:30,REP-023,HCP-0263,Wrong Number,0,0.3,0.4,0.7,0,N/A,Script B - Direct,1,1,16:14,1,DrugGamma-200mg,Immunology,0,0,,Phone,0,,0
CALL-005928,2026-04-01,21:29,REP-008,HCP-0249,Connected,1,18.0,4.3,22.3,1,Clinical Data Review,Script A - Empathetic,0,0,16:59,1,DrugBeta-50mg,Neurology,1,0,1.3,Phone,0,7.2,0
CALL-005929,2026-02-13,18:01,REP-015,HCP-0406,Connected,1,6.7,3.1,9.8,1,Follow-up Scheduling,Script B - Direct,1,0,19:22,1,CardioPlus-25mg,Rare Disease,1,0,3.2,Email,0,5.7,0
CALL-005930,2025-09-19,16:15,REP-010,HCP-0015,No Answer,0,1.2,0.3,1.4,0,N/A,Script B - Direct,1,1,22:55,1,NeuroX-75mg,Oncology,0,0,,Email,0,,0
CALL-005931,2025-09-21,17:14,REP-006,HCP-0224,Voicemail,0,0.6,0.2,0.8,0,N/A,Script B - Direct,1,1,23:50,0,CardioPlus-25mg,Neurology,0,0,,Phone,0,,0
CALL-005932,2025-11-21,19:53,REP-004,HCP-0074,Connected,1,9.8,3.7,13.5,1,Brief Check-in,Script B - Direct,0,0,23:20,1,DrugAlpha-100mg,Immunology,1,1,2.8,Video,0,6.5,0
CALL-005933,2025-09-25,23:07,REP-020,HCP-0427,Connected,1,6.6,2.1,8.7,0,Brief Check-in,Script B - Direct,1,1,21:26,1,DrugAlpha-100mg,Cardiology,1,0,2.1,Phone,0,5.3,0
CALL-005934,2025-12-26,22:15,REP-009,HCP-0170,Connected,1,13.8,4.2,18.0,1,Patient Case Discussion,Script A - Empathetic,1,1,23:02,1,DrugBeta-50mg,Immunology,0,1,4.5,Phone,0,3.3,0
CALL-005935,2025-08-09,19:02,REP-017,HCP-0278,No Answer,0,0.4,0.3,0.7,0,N/A,Script A - Empathetic,0,0,16:31,1,DrugBeta-50mg,Oncology,0,0,,Phone,0,,0
CALL-005936,2026-02-01,21:36,REP-019,HCP-0068,Voicemail,0,0.8,0.6,1.4,0,N/A,Script A - Empathetic,1,1,21:33,0,NeuroX-75mg,Immunology,0,0,,Email,0,,0
CALL-005937,2025-07-10,16:39,REP-010,HCP-0214,Connected,1,11.5,3.4,14.9,0,Brief Check-in,Script A - Empathetic,1,0,21:08,1,DrugAlpha-100mg,Immunology,1,0,2.6,Phone,0,7.1,0
CALL-005938,2025-09-03,19:59,REP-022,HCP-0453,Gatekeeper Block,0,0.1,0.9,1.0,0,N/A,Script B - Direct,0,0,20:42,1,DrugBeta-50mg,Oncology,0,0,,Email,0,,0
CALL-005939,2026-03-10,21:52,REP-011,HCP-0007,Connected,1,8.8,4.5,13.3,1,Brief Check-in,Script A - Empathetic,0,0,22:33,1,NeuroX-75mg,Neurology,1,1,1.2,Video,0,5.6,0
CALL-005940,2026-01-19,18:24,REP-024,HCP-0003,Connected,1,22.2,0.2,22.4,1,Product Info,Script A - Empathetic,1,0,21:39,1,NeuroX-75mg,Cardiology,1,1,4.0,Phone,0,7.3,0
CALL-005941,2026-01-24,18:40,REP-021,HCP-0253,No Answer,0,1.0,0.2,1.3,0,N/A,Script A - Empathetic,1,0,22:31,1,NeuroX-75mg,Oncology,0,0,,Phone,0,,0
CALL-005942,2025-09-26,16:02,REP-011,HCP-0299,No Answer,0,0.3,0.2,0.5,0,N/A,Script B - Direct,0,0,22:22,1,DrugBeta-50mg,Rare Disease,0,0,,Email,0,,0
CALL-005943,2025-12-02,20:27,REP-010,HCP-0219,Gatekeeper Block,0,0.4,0.6,1.0,0,N/A,Script A - Empathetic,0,0,22:01,1,DrugGamma-200mg,Neurology,0,0,,Video,0,,0
CALL-005944,2026-01-20,22:05,REP-013,HCP-0009,Connected,1,7.7,2.9,10.5,0,Brief Check-in,Script A - Empathetic,0,0,21:21,0,DrugGamma-200mg,Rare Disease,1,0,2.6,Email,0,3.7,0
CALL-005945,2026-01-01,17:38,REP-011,HCP-0249,Connected,1,7.3,4.7,12.1,1,Brief Check-in,Script B - Direct,1,1,18:37,1,DrugGamma-200mg,Neurology,1,1,1.6,Phone,0,4.8,0
CALL-005946,2025-11-26,22:11,REP-001,HCP-0456,Voicemail,0,1.1,0.7,1.8,0,N/A,Script B - Direct,1,1,23:50,1,NeuroX-75mg,Cardiology,0,0,,Phone,0,,0
CALL-005947,2026-01-29,21:50,REP-020,HCP-0441,Connected,1,9.3,2.1,11.4,1,Patient Case Discussion,Script A - Empathetic,1,0,23:23,1,DrugAlpha-100mg,Cardiology,1,0,1.2,Phone,0,7.4,0
CALL-005948,2025-07-27,19:13,REP-019,HCP-0251,No Answer,0,0.9,0.2,1.1,0,N/A,Script A - Empathetic,1,1,20:30,1,DrugAlpha-100mg,Rare Disease,0,0,,Phone,0,,0
CALL-005949,2026-01-21,23:48,REP-021,HCP-0292,Voicemail,0,0.7,0.2,0.9,0,N/A,Script B - Direct,1,1,22:33,1,DrugAlpha-100mg,Neurology,0,0,,Phone,0,,0
CALL-005950,2026-04-19,19:10,REP-006,HCP-0351,Connected,1,15.6,1.8,17.4,0,Brief Check-in,Script A - Empathetic,1,1,23:15,1,NeuroX-75mg,Neurology,1,0,4.5,Phone,0,1.4,0
CALL-005951,2025-07-20,23:02,REP-017,HCP-0183,Voicemail,0,0.3,1.2,1.5,0,N/A,Script B - Direct,1,0,20:51,1,DrugBeta-50mg,Rare Disease,0,0,,Video,0,,0
CALL-005952,2026-04-01,20:44,REP-015,HCP-0002,Voicemail,0,0.8,0.6,1.4,0,N/A,Script B - Direct,0,0,21:40,1,DrugGamma-200mg,Neurology,0,0,,Phone,0,,0
CALL-005953,2025-07-13,18:20,REP-007,HCP-0059,Connected,1,3.1,4.1,7.2,0,Product Info,Script B - Direct,1,1,22:13,1,DrugAlpha-100mg,Cardiology,1,0,2.8,Video,0,6.0,0
CALL-005954,2025-08-18,16:49,REP-005,HCP-0484,No Answer,0,0.4,0.4,0.7,0,N/A,Script A - Empathetic,0,0,23:05,0,DrugAlpha-100mg,Immunology,0,0,,Phone,0,,0
CALL-005955,2025-08-10,23:38,REP-025,HCP-0170,Wrong Number,0,0.9,0.4,1.4,0,N/A,Script A - Empathetic,1,0,19:45,1,DrugBeta-50mg,Immunology,0,0,,Phone,0,,0
CALL-005956,2025-09-30,18:23,REP-025,HCP-0272,Connected,1,11.3,4.9,16.2,1,Clinical Data Review,Script A - Empathetic,1,1,16:40,1,CardioPlus-25mg,Immunology,1,1,4.2,Phone,0,6.1,0
CALL-005957,2025-11-28,22:54,REP-008,HCP-0291,Voicemail,0,0.2,0.5,0.8,0,N/A,Script B - Direct,1,1,20:33,1,CardioPlus-25mg,Immunology,0,0,,Email,0,,0
CALL-005958,2026-03-11,22:30,REP-011,HCP-0176,Connected,1,7.5,3.1,10.6,0,Clinical Data Review,Script B - Direct,1,0,17:52,1,DrugGamma-200mg,Oncology,0,0,1.6,Phone,0,2.8,0
CALL-005959,2026-03-31,20:39,REP-020,HCP-0462,Connected,1,10.3,2.9,13.2,0,Patient Case Discussion,Script B - Direct,1,1,16:06,0,NeuroX-75mg,Neurology,1,0,1.9,Phone,0,3.1,0
CALL-005960,2025-07-15,16:41,REP-008,HCP-0426,No Answer,0,0.8,1.0,1.8,0,N/A,Script B - Direct,1,1,17:00,1,DrugGamma-200mg,Immunology,0,0,,Phone,0,,0
CALL-005961,2026-03-04,18:19,REP-013,HCP-0358,No Answer,0,1.3,0.5,1.8,0,N/A,Script B - Direct,0,0,16:35,1,DrugGamma-200mg,Immunology,0,0,,Email,0,,0
CALL-005962,2025-10-31,17:03,REP-011,HCP-0424,Voicemail,0,1.0,0.8,1.8,0,N/A,Script B - Direct,0,0,21:09,0,CardioPlus-25mg,Oncology,0,0,,Phone,0,,0
CALL-005963,2025-12-15,21:51,REP-007,HCP-0353,Voicemail,0,0.2,0.7,0.9,0,N/A,Script A - Empathetic,0,0,18:11,1,DrugAlpha-100mg,Oncology,0,0,,Email,0,,0
CALL-005964,2026-01-24,18:26,REP-017,HCP-0032,Connected,1,13.7,3.5,17.2,0,Scientific Discussion,Script A - Empathetic,0,0,17:54,0,DrugBeta-50mg,Rare Disease,1,0,1.1,Phone,0,4.2,0
CALL-005965,2025-11-11,16:03,REP-012,HCP-0329,Wrong Number,0,0.9,0.6,1.6,0,N/A,Script B - Direct,1,1,17:35,0,DrugAlpha-100mg,Oncology,0,0,,Phone,0,,0
CALL-005966,2026-04-17,21:11,REP-006,HCP-0281,Connected,1,10.7,4.0,14.8,0,Clinical Data Review,Script A - Empathetic,0,0,23:30,1,CardioPlus-25mg,Rare Disease,1,0,4.9,Phone,0,4.6,0
CALL-005967,2025-07-16,21:58,REP-022,HCP-0217,Voicemail,0,1.4,0.3,1.7,0,N/A,Script B - Direct,0,0,18:14,1,DrugAlpha-100mg,Immunology,0,0,,Phone,0,,0
CALL-005968,2026-01-13,22:10,REP-003,HCP-0105,Connected,1,4.4,4.1,8.5,0,Scientific Discussion,Script B - Direct,0,0,17:29,0,CardioPlus-25mg,Immunology,1,0,4.5,Phone,0,2.9,0
CALL-005969,2025-08-30,19:20,REP-025,HCP-0492,Voicemail,0,0.8,0.3,1.1,0,N/A,Script B - Direct,1,1,22:43,1,DrugBeta-50mg,Cardiology,0,0,,Phone,0,,0
CALL-005970,2026-04-18,18:57,REP-005,HCP-0304,Wrong Number,0,1.3,0.2,1.5,0,N/A,Script A - Empathetic,1,1,23:12,1,CardioPlus-25mg,Neurology,0,0,,Phone,0,,0
CALL-005971,2025-12-26,19:08,REP-018,HCP-0055,Connected,1,5.9,4.4,10.3,1,Follow-up Scheduling,Script A - Empathetic,1,1,19:35,1,CardioPlus-25mg,Oncology,1,1,2.0,Email,0,6.4,0
CALL-005972,2026-04-02,16:09,REP-007,HCP-0441,Wrong Number,0,0.7,0.8,1.6,0,N/A,Script B - Direct,0,0,22:12,1,DrugBeta-50mg,Cardiology,0,0,,Phone,0,,0
