interaction_id,interaction_date,agent_id,hcp_id,client_id,channel,interaction_type,duration_minutes,connected,outcome,next_best_action,sentiment_score,script_adherence_pct,compliance_status,adverse_event_flagged
INT005611,2025-03-22,AG022,HCP0271,CL03,Phone,Follow-up,0,No,No Answer,Schedule Follow-up,0.31,0.81,Pass,No
INT005612,2024-11-18,AG044,HCP0126,CL07,Email,Promotional,3,Yes,Connected,Escalate to MSL,0.43,0.97,Pass,No
INT005613,2025-02-18,AG001,HCP0107,CL02,Portal,Scientific Exchange,2,Yes,Connected,Sample Drop,0.81,0.9,Pass,No
INT005614,2024-02-26,AG041,HCP0081,CL02,Video,Promotional,2,Yes,Connected,Sample Drop,0.58,0.78,Pass,No
INT005615,2024-07-09,AG037,HCP0109,CL01,Video,Scientific Exchange,12,Yes,Connected,Invite to Webinar,0.47,0.9,Pass,No
INT005616,2024-05-04,AG049,HCP0029,CL08,Email,Scientific Exchange,1,Yes,Connected,Schedule Follow-up,0.61,0.81,Pass,Yes
INT005617,2024-04-02,AG038,HCP0280,CL06,Email,Scientific Exchange,1,Yes,Connected,Send Clinical Data,0.7,0.95,Pass,No
INT005618,2025-04-23,AG024,HCP0098,CL05,Portal,Scientific Exchange,1,Yes,Connected,Sample Drop,0.53,0.74,Review,No
INT005619,2025-01-06,AG012,HCP0100,CL04,Video,Promotional,12,Yes,Connected,Escalate to MSL,0.81,0.94,Pass,No
INT005620,2024-12-16,AG059,HCP0195,CL06,Email,Onboarding,1,Yes,Connected,Sample Drop,0.62,0.83,Pass,No
INT005621,2024-08-25,AG032,HCP0202,CL04,Phone,Follow-up,11,Yes,Connected,Escalate to MSL,0.7,0.89,Pass,No
INT005622,2025-03-14,AG014,HCP0028,CL05,Phone,Onboarding,14,Yes,Connected,Schedule Follow-up,0.7,0.89,Pass,No
INT005623,2024-01-25,AG047,HCP0128,CL08,Email,Promotional,3,Yes,Connected,Send Clinical Data,0.63,0.97,Pass,No
INT005624,2024-06-06,AG032,HCP0238,CL08,Portal,Scientific Exchange,4,Yes,Connected,Escalate to MSL,0.52,0.83,Pass,No
INT005625,2024-08-24,AG050,HCP0233,CL03,Video,Promotional,12,Yes,Connected,No Action,0.59,0.93,Pass,No
INT005626,2024-07-21,AG027,HCP0081,CL06,Phone,Promotional,18,Yes,Connected,Schedule Follow-up,1.0,0.88,Pass,No
INT005627,2024-03-22,AG010,HCP0037,CL06,Phone,Promotional,24,Yes,Connected,Schedule Follow-up,0.46,1.0,Pass,No
INT005628,2024-04-24,AG023,HCP0048,CL06,Phone,Promotional,0,No,Declined,Escalate to MSL,0.24,0.89,Pass,No
INT005629,2024-04-12,AG045,HCP0259,CL08,Phone,Promotional,9,Yes,Connected,Schedule Follow-up,1.0,0.96,Pass,No
INT005630,2024-03-14,AG048,HCP0114,CL03,Portal,Scientific Exchange,4,Yes,Connected,Send Clinical Data,0.77,0.92,Pass,No
INT005631,2025-03-15,AG026,HCP0298,CL01,Email,Follow-up,4,Yes,Connected,Escalate to MSL,0.42,0.84,Pass,No
INT005632,2024-03-04,AG025,HCP0002,CL02,Phone,Scientific Exchange,14,Yes,Connected,Sample Drop,0.88,0.97,Pass,No
INT005633,2024-06-12,AG018,HCP0207,CL01,Phone,Onboarding,0,No,Voicemail,Schedule Follow-up,0.23,0.97,Pass,No
INT005634,2024-02-04,AG012,HCP0249,CL04,Portal,Follow-up,3,Yes,Connected,Sample Drop,0.51,0.97,Pass,No
INT005635,2024-01-29,AG021,HCP0024,CL02,Phone,Onboarding,6,Yes,Connected,Sample Drop,0.95,1.0,Pass,No
INT005636,2024-06-20,AG057,HCP0054,CL03,Email,Scientific Exchange,3,Yes,Connected,Invite to Webinar,0.74,1.0,Pass,No
INT005637,2025-01-28,AG016,HCP0219,CL06,Email,Onboarding,3,Yes,Connected,Sample Drop,0.4,0.89,Pass,No
INT005638,2025-06-29,AG012,HCP0157,CL02,Phone,Promotional,0,No,Declined,Sample Drop,0.61,0.95,Pass,No
INT005639,2025-04-25,AG017,HCP0226,CL04,Video,Onboarding,0,No,No Answer,Escalate to MSL,0.41,0.85,Pass,No
INT005640,2025-06-28,AG010,HCP0153,CL03,Phone,Onboarding,0,No,No Answer,Escalate to MSL,0.58,0.75,Pass,No
INT005641,2024-02-03,AG053,HCP0065,CL04,Phone,Follow-up,0,No,No Answer,Schedule Follow-up,0.58,0.92,Pass,No
INT005642,2025-02-04,AG021,HCP0250,CL01,Phone,Scientific Exchange,18,Yes,Connected,No Action,0.72,0.9,Pass,No
INT005643,2024-05-11,AG042,HCP0293,CL02,Email,Scientific Exchange,3,Yes,Connected,Sample Drop,0.61,1.0,Pass,No
INT005644,2025-04-30,AG011,HCP0014,CL01,Email,Scientific Exchange,3,Yes,Connected,No Action,0.66,1.0,Pass,No
INT005645,2024-06-26,AG019,HCP0072,CL07,Phone,Scientific Exchange,28,Yes,Connected,Invite to Webinar,0.72,0.94,Pass,No
INT005646,2025-04-24,AG030,HCP0141,CL02,Portal,Follow-up,3,Yes,Connected,No Action,0.51,0.96,Pass,No
INT005647,2024-03-30,AG059,HCP0078,CL02,Phone,Follow-up,0,No,Declined,No Action,0.16,0.78,Pass,No
INT005648,2024-06-02,AG057,HCP0159,CL07,Phone,Promotional,0,No,Voicemail,Schedule Follow-up,0.52,0.96,Pass,No
INT005649,2025-04-18,AG032,HCP0174,CL08,Phone,Follow-up,0,No,Declined,Schedule Follow-up,0.41,1.0,Pass,No
INT005650,2025-02-22,AG058,HCP0163,CL04,Video,Promotional,10,Yes,Connected,No Action,0.45,1.0,Pass,No
INT005651,2025-04-10,AG017,HCP0116,CL02,Video,Onboarding,13,Yes,Connected,Send Clinical Data,0.45,0.89,Pass,No
INT005652,2025-04-17,AG019,HCP0255,CL06,Video,Follow-up,2,Yes,Connected,Invite to Webinar,0.4,1.0,Pass,No
INT005653,2025-04-10,AG022,HCP0193,CL01,Video,Promotional,2,Yes,Connected,Escalate to MSL,0.37,0.93,Pass,No
INT005654,2024-05-08,AG028,HCP0062,CL05,Video,Promotional,12,Yes,Connected,Send Clinical Data,0.92,0.96,Pass,No
INT005655,2025-05-20,AG016,HCP0167,CL04,Video,Follow-up,22,Yes,Connected,Invite to Webinar,0.68,1.0,Pass,No
INT005656,2024-10-15,AG038,HCP0255,CL04,Phone,Promotional,8,Yes,Connected,No Action,0.55,0.82,Review,No
INT005657,2024-04-11,AG023,HCP0280,CL06,Email,Onboarding,3,Yes,Connected,Escalate to MSL,0.44,0.92,Pass,No
INT005658,2024-09-25,AG017,HCP0008,CL05,Phone,Promotional,0,No,Voicemail,Escalate to MSL,0.69,0.9,Pass,No
INT005659,2024-06-15,AG055,HCP0164,CL01,Phone,Follow-up,0,No,No Answer,No Action,0.49,0.96,Pass,No
INT005660,2024-03-09,AG015,HCP0228,CL05,Portal,Scientific Exchange,3,Yes,Connected,Sample Drop,0.55,0.86,Pass,No
INT005661,2025-06-06,AG056,HCP0248,CL03,Phone,Promotional,11,Yes,Connected,Escalate to MSL,0.28,1.0,Pass,No
INT005662,2025-01-05,AG038,HCP0241,CL04,Phone,Promotional,21,Yes,Connected,Invite to Webinar,0.64,0.81,Pass,No
INT005663,2024-01-04,AG011,HCP0069,CL07,Video,Follow-up,0,No,Declined,No Action,0.57,0.83,Pass,No
INT005664,2024-11-21,AG018,HCP0014,CL02,Email,Scientific Exchange,4,Yes,Connected,Sample Drop,0.65,0.9,Pass,No
INT005665,2024-11-16,AG033,HCP0055,CL01,Video,Follow-up,2,Yes,Connected,Escalate to MSL,0.85,0.99,Pass,No
INT005666,2024-11-23,AG007,HCP0206,CL08,Portal,Promotional,4,Yes,Connected,No Action,1.0,0.91,Pass,No
INT005667,2024-12-15,AG055,HCP0122,CL03,Email,Scientific Exchange,2,Yes,Connected,Send Clinical Data,0.77,0.98,Pass,No
INT005668,2025-05-18,AG021,HCP0240,CL07,Video,Scientific Exchange,18,Yes,Connected,Invite to Webinar,0.59,0.9,Pass,No
INT005669,2025-06-22,AG022,HCP0071,CL06,Phone,Scientific Exchange,21,Yes,Connected,Sample Drop,0.66,0.82,Pass,No
INT005670,2024-02-13,AG046,HCP0171,CL03,Video,Scientific Exchange,0,No,Declined,Sample Drop,0.41,0.82,Pass,No
INT005671,2024-05-02,AG045,HCP0109,CL08,Phone,Follow-up,0,No,Voicemail,Schedule Follow-up,0.42,0.99,Pass,No
INT005672,2024-11-10,AG046,HCP0131,CL02,Portal,Scientific Exchange,4,Yes,Connected,No Action,0.68,0.87,Pass,Yes
INT005673,2025-06-05,AG007,HCP0103,CL08,Phone,Promotional,11,Yes,Connected,Schedule Follow-up,0.46,0.81,Pass,No
INT005674,2024-07-08,AG042,HCP0272,CL04,Video,Follow-up,7,Yes,Connected,Invite to Webinar,0.61,1.0,Pass,No
INT005675,2025-05-12,AG022,HCP0144,CL08,Phone,Promotional,8,Yes,Connected,Sample Drop,0.49,0.89,Pass,No
INT005676,2024-10-03,AG047,HCP0049,CL07,Video,Onboarding,14,Yes,Connected,No Action,0.98,1.0,Pass,No
INT005677,2024-10-31,AG035,HCP0288,CL03,Video,Promotional,0,No,No Answer,Schedule Follow-up,0.52,0.97,Pass,No
INT005678,2024-11-14,AG054,HCP0267,CL03,Email,Follow-up,2,Yes,Connected,No Action,0.36,0.95,Pass,No
INT005679,2025-01-06,AG052,HCP0024,CL08,Phone,Onboarding,7,Yes,Connected,Invite to Webinar,0.43,0.86,Pass,No
INT005680,2024-09-30,AG035,HCP0255,CL05,Portal,Follow-up,1,Yes,Connected,Invite to Webinar,0.65,0.9,Pass,No
INT005681,2024-07-10,AG014,HCP0200,CL06,Email,Follow-up,4,Yes,Connected,Send Clinical Data,0.67,0.85,Pass,No
INT005682,2024-08-12,AG014,HCP0109,CL07,Phone,Onboarding,0,No,Declined,Send Clinical Data,0.67,0.9,Pass,No
INT005683,2025-06-04,AG060,HCP0054,CL06,Phone,Follow-up,19,Yes,Connected,Escalate to MSL,0.69,0.89,Pass,No
INT005684,2024-11-10,AG023,HCP0138,CL02,Email,Promotional,1,Yes,Connected,No Action,0.85,0.87,Pass,No
INT005685,2024-07-15,AG009,HCP0153,CL07,Phone,Scientific Exchange,8,Yes,Connected,Schedule Follow-up,0.87,0.91,Pass,No
INT005686,2025-04-29,AG033,HCP0293,CL05,Phone,Follow-up,0,No,Declined,Schedule Follow-up,0.46,0.86,Pass,No
INT005687,2024-02-22,AG051,HCP0297,CL07,Phone,Follow-up,0,No,Voicemail,No Action,0.28,0.89,Pass,No
INT005688,2024-05-16,AG008,HCP0115,CL01,Video,Scientific Exchange,12,Yes,Connected,Invite to Webinar,0.52,0.84,Pass,No
INT005689,2024-05-10,AG018,HCP0160,CL01,Video,Promotional,6,Yes,Connected,Send Clinical Data,0.85,0.83,Pass,No
INT005690,2024-02-08,AG005,HCP0127,CL02,Email,Scientific Exchange,2,Yes,Connected,Schedule Follow-up,0.64,1.0,Pass,No
INT005691,2024-08-11,AG003,HCP0054,CL06,Email,Onboarding,0,No,Voicemail,Send Clinical Data,0.65,0.75,Pass,No
INT005692,2024-06-28,AG017,HCP0212,CL08,Phone,Promotional,2,Yes,Connected,Send Clinical Data,0.53,0.94,Pass,No
INT005693,2024-02-27,AG025,HCP0179,CL07,Video,Scientific Exchange,12,Yes,Connected,Send Clinical Data,0.85,0.89,Pass,No
INT005694,2024-03-16,AG034,HCP0262,CL03,Video,Promotional,23,Yes,Connected,Escalate to MSL,0.59,0.99,Pass,No
INT005695,2024-01-19,AG014,HCP0036,CL06,Portal,Follow-up,2,Yes,Connected,Sample Drop,1.0,0.95,Pass,No
INT005696,2024-02-11,AG033,HCP0208,CL02,Email,Scientific Exchange,1,Yes,Connected,No Action,0.86,0.99,Pass,No
INT005697,2025-03-08,AG055,HCP0285,CL04,Phone,Onboarding,0,No,Voicemail,Send Clinical Data,0.38,0.83,Review,No
INT005698,2024-05-03,AG006,HCP0159,CL07,Portal,Follow-up,0,No,No Answer,No Action,0.4,1.0,Pass,No
INT005699,2025-02-06,AG046,HCP0215,CL06,Phone,Follow-up,0,No,Voicemail,Sample Drop,0.64,0.95,Pass,No
INT005700,2024-08-31,AG043,HCP0268,CL01,Email,Promotional,1,Yes,Connected,Escalate to MSL,0.32,0.91,Pass,No
INT005701,2024-10-02,AG011,HCP0091,CL03,Email,Scientific Exchange,0,No,No Answer,Invite to Webinar,0.64,1.0,Pass,No
INT005702,2024-04-02,AG053,HCP0270,CL05,Video,Promotional,0,No,No Answer,No Action,0.38,0.86,Pass,No
INT005703,2025-05-06,AG029,HCP0048,CL06,Phone,Promotional,0,No,Declined,Schedule Follow-up,0.41,0.83,Pass,No
INT005704,2025-02-20,AG054,HCP0149,CL08,Phone,Promotional,0,No,Voicemail,Invite to Webinar,0.4,0.74,Review,No
INT005705,2024-08-02,AG030,HCP0223,CL04,Phone,Scientific Exchange,0,No,Voicemail,Send Clinical Data,0.62,0.94,Pass,No
INT005706,2025-01-19,AG012,HCP0117,CL05,Video,Follow-up,14,Yes,Connected,Invite to Webinar,0.59,0.82,Pass,No
INT005707,2025-05-18,AG026,HCP0108,CL07,Email,Scientific Exchange,1,Yes,Connected,Send Clinical Data,0.96,0.92,Pass,No
INT005708,2024-03-01,AG017,HCP0274,CL03,Email,Onboarding,3,Yes,Connected,Sample Drop,0.59,0.87,Pass,No
INT005709,2024-10-02,AG027,HCP0078,CL06,Video,Promotional,14,Yes,Connected,Sample Drop,0.83,0.88,Pass,No
INT005710,2024-02-10,AG011,HCP0275,CL05,Portal,Follow-up,1,Yes,Connected,Escalate to MSL,0.93,0.88,Pass,No
INT005711,2025-01-01,AG007,HCP0097,CL04,Phone,Follow-up,22,Yes,Connected,Send Clinical Data,0.43,0.84,Pass,No
INT005712,2024-11-30,AG051,HCP0076,CL03,Video,Promotional,9,Yes,Connected,No Action,0.74,0.81,Pass,No
INT005713,2024-10-31,AG026,HCP0299,CL06,Email,Scientific Exchange,0,No,No Answer,Schedule Follow-up,0.31,0.99,Pass,No
INT005714,2024-12-20,AG030,HCP0087,CL06,Email,Onboarding,0,No,Voicemail,Send Clinical Data,0.36,0.93,Pass,No
INT005715,2024-03-22,AG018,HCP0178,CL03,Phone,Follow-up,0,No,No Answer,Schedule Follow-up,0.57,0.93,Pass,No
INT005716,2024-04-16,AG047,HCP0189,CL06,Email,Promotional,3,Yes,Connected,Send Clinical Data,0.8,1.0,Pass,No
INT005717,2024-10-10,AG010,HCP0157,CL03,Phone,Onboarding,13,Yes,Connected,Sample Drop,0.4,0.92,Pass,No
INT005718,2024-09-24,AG045,HCP0209,CL01,Phone,Promotional,19,Yes,Connected,Schedule Follow-up,0.4,0.91,Pass,No
INT005719,2025-06-08,AG031,HCP0203,CL06,Email,Scientific Exchange,3,Yes,Connected,Invite to Webinar,0.54,0.89,Pass,No
INT005720,2025-03-21,AG025,HCP0193,CL04,Email,Scientific Exchange,4,Yes,Connected,No Action,0.71,0.91,Pass,No
INT005721,2024-01-25,AG045,HCP0237,CL02,Portal,Promotional,2,Yes,Connected,Send Clinical Data,0.71,1.0,Pass,No
INT005722,2024-07-14,AG041,HCP0247,CL02,Email,Scientific Exchange,2,Yes,Connected,No Action,0.79,0.98,Pass,No
INT005723,2024-11-03,AG016,HCP0255,CL07,Video,Promotional,24,Yes,Connected,Schedule Follow-up,0.73,0.95,Pass,No
INT005724,2024-03-24,AG026,HCP0146,CL05,Portal,Scientific Exchange,0,No,Voicemail,No Action,0.48,0.82,Pass,No
INT005725,2025-04-20,AG041,HCP0134,CL05,Email,Promotional,3,Yes,Connected,Sample Drop,0.61,0.92,Pass,No
INT005726,2025-03-10,AG020,HCP0265,CL01,Video,Scientific Exchange,0,No,Declined,Escalate to MSL,0.47,0.86,Pass,No
INT005727,2025-03-10,AG019,HCP0250,CL02,Email,Scientific Exchange,3,Yes,Connected,Sample Drop,0.77,0.87,Pass,No
INT005728,2024-04-20,AG044,HCP0189,CL06,Phone,Follow-up,0,No,No Answer,No Action,0.53,0.92,Pass,No
INT005729,2024-07-05,AG058,HCP0300,CL02,Video,Follow-up,0,No,No Answer,Escalate to MSL,0.62,0.69,Review,No
INT005730,2025-02-04,AG009,HCP0269,CL06,Phone,Promotional,23,Yes,Connected,No Action,0.84,0.85,Pass,No
INT005731,2025-05-15,AG006,HCP0183,CL02,Phone,Follow-up,0,No,Voicemail,Schedule Follow-up,0.4,0.78,Pass,No
INT005732,2024-04-25,AG001,HCP0259,CL08,Portal,Scientific Exchange,2,Yes,Connected,Escalate to MSL,0.35,0.81,Pass,No
INT005733,2025-06-19,AG057,HCP0092,CL08,Email,Follow-up,2,Yes,Connected,No Action,0.49,0.91,Pass,No
INT005734,2024-01-15,AG023,HCP0281,CL03,Email,Promotional,2,Yes,Connected,Send Clinical Data,0.59,1.0,Pass,No
INT005735,2024-12-20,AG041,HCP0049,CL07,Video,Follow-up,13,Yes,Connected,Schedule Follow-up,0.51,0.84,Pass,No
INT005736,2024-09-23,AG009,HCP0091,CL06,Video,Promotional,0,No,Voicemail,Schedule Follow-up,0.65,0.86,Pass,No
INT005737,2025-03-04,AG054,HCP0032,CL05,Video,Scientific Exchange,17,Yes,Connected,Send Clinical Data,0.67,0.89,Pass,No
INT005738,2024-07-28,AG015,HCP0298,CL02,Email,Scientific Exchange,3,Yes,Connected,Invite to Webinar,0.58,0.83,Pass,No
INT005739,2024-11-14,AG012,HCP0075,CL04,Phone,Follow-up,8,Yes,Connected,Escalate to MSL,0.99,0.97,Pass,No
INT005740,2024-08-04,AG049,HCP0288,CL01,Phone,Scientific Exchange,21,Yes,Connected,No Action,1.0,0.87,Pass,No
INT005741,2025-03-27,AG028,HCP0061,CL06,Email,Follow-up,3,Yes,Connected,Schedule Follow-up,0.53,0.88,Pass,No
INT005742,2024-03-11,AG027,HCP0041,CL08,Portal,Promotional,1,Yes,Connected,Invite to Webinar,0.64,0.93,Pass,No
INT005743,2024-08-13,AG015,HCP0016,CL01,Phone,Onboarding,6,Yes,Connected,Sample Drop,0.43,0.91,Pass,No
INT005744,2025-01-28,AG049,HCP0071,CL05,Email,Scientific Exchange,0,No,Voicemail,No Action,0.38,0.84,Pass,No
INT005745,2024-03-15,AG013,HCP0289,CL01,Email,Follow-up,4,Yes,Connected,Schedule Follow-up,0.72,0.88,Pass,No
INT005746,2024-04-24,AG051,HCP0089,CL05,Email,Follow-up,1,Yes,Connected,Escalate to MSL,0.81,0.98,Pass,No
INT005747,2024-12-28,AG060,HCP0253,CL06,Phone,Promotional,0,No,Declined,No Action,0.52,0.91,Pass,No
INT005748,2025-04-08,AG012,HCP0240,CL06,Email,Onboarding,2,Yes,Connected,Send Clinical Data,0.86,0.96,Pass,No
INT005749,2024-11-18,AG014,HCP0228,CL03,Phone,Follow-up,0,No,No Answer,Schedule Follow-up,0.64,0.73,Review,No
INT005750,2025-03-26,AG052,HCP0202,CL06,Phone,Onboarding,18,Yes,Connected,Send Clinical Data,1.0,0.98,Pass,No
INT005751,2025-03-29,AG015,HCP0174,CL01,Phone,Promotional,20,Yes,Connected,Send Clinical Data,0.83,0.82,Pass,No
INT005752,2024-05-28,AG010,HCP0132,CL03,Email,Scientific Exchange,2,Yes,Connected,Invite to Webinar,0.61,0.89,Pass,No
INT005753,2024-05-30,AG016,HCP0016,CL03,Video,Promotional,12,Yes,Connected,Sample Drop,1.0,0.91,Pass,No
INT005754,2024-02-27,AG055,HCP0280,CL05,Phone,Promotional,11,Yes,Connected,Sample Drop,0.74,0.98,Pass,No
INT005755,2024-11-09,AG022,HCP0131,CL01,Phone,Promotional,2,Yes,Connected,Escalate to MSL,0.59,0.95,Pass,No
INT005756,2025-06-14,AG015,HCP0027,CL03,Video,Promotional,0,No,Voicemail,Send Clinical Data,0.49,0.91,Pass,No
INT005757,2025-01-30,AG050,HCP0111,CL04,Phone,Scientific Exchange,9,Yes,Connected,Schedule Follow-up,0.14,0.91,Pass,No
INT005758,2024-03-03,AG038,HCP0264,CL01,Email,Promotional,1,Yes,Connected,Sample Drop,0.47,0.93,Pass,No
INT005759,2025-01-12,AG004,HCP0094,CL03,Email,Follow-up,1,Yes,Connected,Sample Drop,0.96,0.96,Pass,No
INT005760,2024-12-12,AG015,HCP0196,CL04,Phone,Onboarding,0,No,Declined,No Action,0.25,0.84,Pass,No
INT005761,2024-01-29,AG029,HCP0066,CL07,Phone,Promotional,10,Yes,Connected,No Action,0.42,1.0,Pass,No
INT005762,2025-03-20,AG029,HCP0008,CL03,Phone,Scientific Exchange,7,Yes,Connected,Send Clinical Data,0.96,0.96,Pass,No
INT005763,2024-10-04,AG009,HCP0296,CL07,Phone,Onboarding,17,Yes,Connected,No Action,0.82,0.97,Pass,No
INT005764,2025-01-22,AG006,HCP0100,CL04,Phone,Promotional,23,Yes,Connected,Send Clinical Data,0.82,0.85,Pass,No
INT005765,2025-06-22,AG021,HCP0110,CL07,Video,Scientific Exchange,20,Yes,Connected,No Action,0.22,0.89,Pass,No
INT005766,2024-06-14,AG032,HCP0241,CL08,Phone,Scientific Exchange,0,No,No Answer,Schedule Follow-up,0.4,0.83,Pass,No
INT005767,2024-11-25,AG060,HCP0232,CL07,Portal,Promotional,1,Yes,Connected,Escalate to MSL,0.51,0.95,Pass,No
INT005768,2025-03-14,AG043,HCP0043,CL07,Portal,Scientific Exchange,2,Yes,Connected,No Action,0.7,0.82,Pass,Yes
INT005769,2024-07-28,AG030,HCP0168,CL01,Email,Scientific Exchange,2,Yes,Connected,Schedule Follow-up,0.4,0.92,Pass,No
INT005770,2024-08-21,AG046,HCP0178,CL04,Phone,Scientific Exchange,0,No,Declined,Invite to Webinar,0.27,0.87,Pass,No
INT005771,2024-09-16,AG012,HCP0188,CL08,Phone,Promotional,17,Yes,Connected,Send Clinical Data,0.38,1.0,Pass,No
INT005772,2024-08-31,AG038,HCP0111,CL02,Phone,Follow-up,0,No,Voicemail,No Action,0.73,0.96,Pass,No
INT005773,2024-10-15,AG024,HCP0220,CL05,Email,Promotional,4,Yes,Connected,Send Clinical Data,0.6,0.77,Pass,No
INT005774,2024-01-30,AG033,HCP0042,CL03,Phone,Follow-up,0,No,Voicemail,Send Clinical Data,0.46,0.83,Pass,No
INT005775,2024-07-23,AG059,HCP0269,CL01,Phone,Scientific Exchange,0,No,No Answer,Schedule Follow-up,0.81,0.97,Pass,No
INT005776,2024-02-17,AG011,HCP0293,CL08,Phone,Promotional,0,No,Voicemail,Send Clinical Data,0.32,0.77,Pass,No
INT005777,2025-06-28,AG015,HCP0082,CL02,Phone,Promotional,0,No,Voicemail,Sample Drop,0.34,0.98,Pass,No
INT005778,2024-08-26,AG053,HCP0021,CL01,Video,Scientific Exchange,6,Yes,Connected,Escalate to MSL,0.49,0.88,Pass,No
INT005779,2024-12-08,AG039,HCP0157,CL03,Video,Follow-up,17,Yes,Connected,Invite to Webinar,0.55,1.0,Pass,No
INT005780,2024-10-28,AG007,HCP0284,CL03,Video,Promotional,17,Yes,Connected,No Action,0.76,0.86,Pass,No
INT005781,2024-05-07,AG045,HCP0151,CL06,Phone,Promotional,0,No,No Answer,Invite to Webinar,0.57,0.83,Pass,No
INT005782,2025-01-23,AG022,HCP0245,CL05,Phone,Promotional,5,Yes,Connected,Schedule Follow-up,0.76,0.94,Pass,No
INT005783,2024-08-06,AG018,HCP0124,CL03,Phone,Promotional,0,No,No Answer,No Action,0.53,0.98,Pass,No
INT005784,2025-04-07,AG037,HCP0216,CL06,Phone,Onboarding,22,Yes,Connected,Sample Drop,0.71,0.98,Pass,No
INT005785,2024-05-28,AG038,HCP0023,CL08,Email,Promotional,1,Yes,Connected,Schedule Follow-up,0.89,0.87,Pass,No
INT005786,2024-11-09,AG042,HCP0249,CL05,Portal,Onboarding,1,Yes,Connected,Send Clinical Data,0.48,0.8,Pass,No
INT005787,2025-05-03,AG024,HCP0061,CL01,Email,Scientific Exchange,4,Yes,Connected,Sample Drop,0.57,0.9,Pass,No
INT005788,2025-01-13,AG043,HCP0252,CL08,Phone,Scientific Exchange,23,Yes,Connected,Sample Drop,0.98,0.83,Pass,No
INT005789,2024-09-03,AG006,HCP0173,CL05,Phone,Follow-up,15,Yes,Connected,No Action,0.37,0.81,Pass,No
INT005790,2025-05-13,AG027,HCP0208,CL01,Phone,Onboarding,18,Yes,Connected,Sample Drop,0.73,0.87,Pass,No
INT005791,2025-03-07,AG021,HCP0298,CL06,Email,Onboarding,2,Yes,Connected,Sample Drop,0.75,0.96,Pass,No
INT005792,2025-02-25,AG025,HCP0071,CL06,Portal,Promotional,1,Yes,Connected,Sample Drop,0.73,0.85,Pass,No
INT005793,2025-03-15,AG018,HCP0299,CL04,Email,Onboarding,4,Yes,Connected,Escalate to MSL,0.63,0.82,Pass,No
INT005794,2024-05-27,AG036,HCP0105,CL05,Video,Scientific Exchange,0,No,No Answer,Escalate to MSL,0.34,0.88,Pass,No
INT005795,2025-06-21,AG038,HCP0155,CL01,Phone,Scientific Exchange,6,Yes,Connected,No Action,0.59,0.76,Pass,No
INT005796,2025-04-11,AG010,HCP0208,CL05,Email,Promotional,1,Yes,Connected,No Action,0.53,0.89,Pass,No
INT005797,2024-02-16,AG027,HCP0054,CL08,Email,Scientific Exchange,2,Yes,Connected,Send Clinical Data,0.69,1.0,Pass,No
INT005798,2024-01-28,AG004,HCP0012,CL02,Video,Follow-up,24,Yes,Connected,Escalate to MSL,0.78,1.0,Pass,No
INT005799,2025-03-03,AG003,HCP0117,CL08,Phone,Promotional,25,Yes,Connected,Invite to Webinar,0.53,1.0,Pass,No
INT005800,2025-05-29,AG043,HCP0011,CL06,Email,Scientific Exchange,2,Yes,Connected,Sample Drop,0.68,0.9,Pass,No
INT005801,2025-04-03,AG026,HCP0103,CL06,Portal,Scientific Exchange,2,Yes,Connected,Sample Drop,0.65,0.91,Pass,No
INT005802,2024-11-02,AG039,HCP0237,CL01,Portal,Follow-up,1,Yes,Connected,Escalate to MSL,0.3,0.91,Pass,No
INT005803,2024-07-08,AG050,HCP0023,CL06,Phone,Promotional,20,Yes,Connected,Invite to Webinar,0.52,0.98,Pass,No
INT005804,2024-12-14,AG004,HCP0096,CL08,Phone,Follow-up,8,Yes,Connected,Schedule Follow-up,0.69,0.93,Pass,No
INT005805,2025-04-21,AG050,HCP0207,CL06,Portal,Onboarding,2,Yes,Connected,Sample Drop,0.72,0.97,Pass,No
INT005806,2024-06-01,AG041,HCP0068,CL07,Phone,Promotional,0,No,No Answer,Escalate to MSL,0.64,1.0,Pass,No
INT005807,2024-02-25,AG051,HCP0229,CL01,Email,Onboarding,4,Yes,Connected,Sample Drop,0.89,0.93,Pass,No
INT005808,2025-02-11,AG058,HCP0069,CL02,Video,Promotional,0,No,Voicemail,Escalate to MSL,0.24,0.98,Pass,No
INT005809,2025-01-31,AG051,HCP0288,CL05,Video,Scientific Exchange,13,Yes,Connected,Invite to Webinar,0.69,0.84,Pass,No
INT005810,2024-11-30,AG001,HCP0129,CL04,Phone,Scientific Exchange,3,Yes,Connected,No Action,0.49,0.91,Pass,No
INT005811,2024-11-09,AG017,HCP0065,CL04,Phone,Follow-up,0,No,Declined,No Action,0.56,1.0,Pass,No
INT005812,2024-03-28,AG044,HCP0041,CL01,Email,Promotional,4,Yes,Connected,Send Clinical Data,0.86,0.92,Pass,No
INT005813,2024-10-02,AG019,HCP0019,CL06,Email,Follow-up,2,Yes,Connected,Escalate to MSL,0.8,0.85,Pass,No
INT005814,2024-12-01,AG016,HCP0242,CL06,Phone,Scientific Exchange,0,No,Voicemail,Schedule Follow-up,0.42,0.86,Pass,No
INT005815,2024-03-28,AG038,HCP0180,CL08,Phone,Scientific Exchange,2,Yes,Connected,Schedule Follow-up,0.93,0.97,Pass,No
