UsageID,UsageDate,RepID,Drug,TherapyArea,Topic,QueryType,AnswerQuality,TimeToAnswerSec,TimeSavedMinutes,UsedInHCPInteraction,UserSatisfaction,HCPID
MSL-003483,2025-12-08,REP-002,NeuroX-75mg,Oncology,Adverse Events / Safety,Pre-Meeting Prep,Fully Answered,6.0,19.4,1,5,HCP-0459
MSL-003484,2025-12-08,REP-002,DrugAlpha-100mg,Oncology,Real-World Evidence,Live During HCP Call,Fully Answered,7.0,7.2,1,4,HCP-0010
MSL-003485,2025-12-08,REP-002,CardioPlus-25mg,Oncology,Guidelines / Protocols,Live During HCP Call,Partially Answered,15.9,12.9,0,2,
MSL-003486,2025-12-08,REP-004,DrugBeta-50mg,Cardiology,Competitor Comparison,Live During HCP Call,Fully Answered,5.0,6.1,1,5,HCP-0203
MSL-003487,2025-12-08,REP-004,DrugAlpha-100mg,Cardiology,Biomarker Data,Post-Call Follow-up,Fully Answered,2.9,7.9,0,5,
MSL-003488,2025-12-08,REP-004,NeuroX-75mg,Cardiology,Competitor Comparison,Self-Study,Redirected to Medical,17.9,0,0,1,
MSL-003489,2025-12-08,REP-004,DrugBeta-50mg,Cardiology,Guidelines / Protocols,Live During HCP Call,Fully Answered,4.0,8.0,1,5,HCP-0433
MSL-003490,2025-12-08,REP-008,CardioPlus-25mg,Immunology,Subgroup Analysis,Pre-Meeting Prep,No Answer Found,15.8,0,0,2,
MSL-003491,2025-12-08,REP-008,DrugBeta-50mg,Immunology,Guidelines / Protocols,Self-Study,Fully Answered,10.6,16.4,0,5,
MSL-003492,2025-12-08,REP-008,DrugGamma-200mg,Immunology,Real-World Evidence,Live During HCP Call,Fully Answered,7.6,21.8,1,5,HCP-0428
MSL-003493,2025-12-08,REP-008,DrugAlpha-100mg,Immunology,Pharmacokinetics,Pre-Meeting Prep,Fully Answered,4.2,8.8,1,5,HCP-0329
MSL-003494,2025-12-08,REP-009,NeuroX-75mg,Cardiology,Biomarker Data,Post-Call Follow-up,Fully Answered,6.7,9.5,0,5,
MSL-003495,2025-12-08,REP-009,CardioPlus-25mg,Cardiology,Subgroup Analysis,Self-Study,Fully Answered,8.4,15.4,0,5,
MSL-003496,2025-12-08,REP-009,DrugAlpha-100mg,Cardiology,Combination Therapy,Pre-Meeting Prep,Redirected to Medical,24.2,0,0,1,
MSL-003497,2025-12-08,REP-010,DrugBeta-50mg,Immunology,Pharmacokinetics,Pre-Meeting Prep,Fully Answered,13.2,10.9,1,5,HCP-0303
MSL-003498,2025-12-08,REP-010,NeuroX-75mg,Immunology,Real-World Evidence,Pre-Meeting Prep,Fully Answered,6.6,11.4,1,4,HCP-0398
MSL-003499,2025-12-08,REP-010,NeuroX-75mg,Immunology,Long-term Outcomes,Post-Call Follow-up,Partially Answered,11.7,15.7,0,3,
MSL-003500,2025-12-08,REP-015,NeuroX-75mg,Oncology,Drug Interactions,Live During HCP Call,Fully Answered,9.3,15.7,1,5,HCP-0435
MSL-003501,2025-12-08,REP-015,DrugGamma-200mg,Oncology,Dosing Guidelines,Post-Call Follow-up,Fully Answered,7.9,14.4,0,5,
MSL-003502,2025-12-08,REP-015,DrugBeta-50mg,Oncology,Combination Therapy,Post-Call Follow-up,Fully Answered,3.3,4.3,0,4,
MSL-003503,2025-12-08,REP-015,CardioPlus-25mg,Oncology,Clinical Trial Data,Pre-Meeting Prep,Fully Answered,10.3,8.5,1,5,HCP-0152
MSL-003504,2025-12-08,REP-015,NeuroX-75mg,Oncology,Biomarker Data,Pre-Meeting Prep,Fully Answered,9.0,18.3,1,4,HCP-0263
MSL-003505,2025-12-08,REP-015,NeuroX-75mg,Oncology,Dosing Guidelines,Live During HCP Call,Fully Answered,4.0,10.8,1,5,HCP-0201
MSL-003506,2025-12-08,REP-015,CardioPlus-25mg,Oncology,Subgroup Analysis,Pre-Meeting Prep,Fully Answered,7.8,7.9,0,5,
MSL-003507,2025-12-08,REP-016,CardioPlus-25mg,Neurology,Real-World Evidence,Pre-Meeting Prep,Partially Answered,13.2,16.6,1,3,HCP-0486
MSL-003508,2025-12-08,REP-016,DrugGamma-200mg,Neurology,Competitor Comparison,Post-Call Follow-up,Fully Answered,6.0,8.3,0,5,
MSL-003509,2025-12-08,REP-016,DrugBeta-50mg,Neurology,Long-term Outcomes,Post-Call Follow-up,Fully Answered,13.3,15.0,0,5,
MSL-003510,2025-12-08,REP-017,DrugAlpha-100mg,Immunology,Real-World Evidence,Pre-Meeting Prep,Partially Answered,16.4,14.5,1,3,HCP-0092
MSL-003511,2025-12-08,REP-017,DrugGamma-200mg,Immunology,Long-term Outcomes,Pre-Meeting Prep,Fully Answered,12.2,10.7,1,5,HCP-0334
MSL-003512,2025-12-08,REP-021,DrugGamma-200mg,Rare Disease,Biomarker Data,Pre-Meeting Prep,No Answer Found,36.3,0,0,3,
MSL-003513,2025-12-08,REP-021,DrugAlpha-100mg,Rare Disease,Adverse Events / Safety,Self-Study,Fully Answered,7.7,17.6,0,5,
MSL-003514,2025-12-09,REP-002,NeuroX-75mg,Oncology,Clinical Trial Data,Live During HCP Call,No Answer Found,26.0,0,0,2,
MSL-003515,2025-12-09,REP-002,DrugAlpha-100mg,Oncology,Mechanism of Action,Pre-Meeting Prep,Fully Answered,6.5,18.1,1,4,HCP-0093
MSL-003516,2025-12-09,REP-002,NeuroX-75mg,Oncology,Patient Selection Criteria,Post-Call Follow-up,Fully Answered,10.2,10.6,0,5,
MSL-003517,2025-12-09,REP-002,DrugGamma-200mg,Oncology,Dosing Guidelines,Live During HCP Call,No Answer Found,23.7,0,0,3,
MSL-003518,2025-12-09,REP-002,NeuroX-75mg,Oncology,Clinical Trial Data,Pre-Meeting Prep,Fully Answered,9.7,12.5,1,4,HCP-0317
MSL-003519,2025-12-09,REP-004,DrugGamma-200mg,Cardiology,Clinical Trial Data,Live During HCP Call,Partially Answered,18.4,17.6,1,3,HCP-0384
MSL-003520,2025-12-09,REP-004,DrugBeta-50mg,Cardiology,Long-term Outcomes,Live During HCP Call,Fully Answered,10.3,15.7,0,5,
MSL-003521,2025-12-09,REP-004,DrugAlpha-100mg,Cardiology,Subgroup Analysis,Post-Call Follow-up,Fully Answered,12.9,5.0,0,5,
MSL-003522,2025-12-09,REP-008,DrugGamma-200mg,Immunology,Clinical Trial Data,Live During HCP Call,Fully Answered,5.3,13.0,0,4,
MSL-003523,2025-12-09,REP-008,DrugAlpha-100mg,Immunology,Pharmacokinetics,Live During HCP Call,Fully Answered,4.5,13.2,1,5,HCP-0296
MSL-003524,2025-12-09,REP-008,NeuroX-75mg,Immunology,Drug Interactions,Pre-Meeting Prep,No Answer Found,25.0,0,0,3,
MSL-003525,2025-12-09,REP-009,DrugBeta-50mg,Cardiology,Real-World Evidence,Live During HCP Call,Fully Answered,4.4,6.9,1,5,HCP-0186
MSL-003526,2025-12-09,REP-010,DrugAlpha-100mg,Immunology,Drug Interactions,Pre-Meeting Prep,Fully Answered,8.1,9.4,1,5,HCP-0275
MSL-003527,2025-12-09,REP-010,DrugAlpha-100mg,Immunology,Adverse Events / Safety,Pre-Meeting Prep,Partially Answered,9.2,15.2,1,3,HCP-0236
MSL-003528,2025-12-09,REP-015,DrugAlpha-100mg,Oncology,Clinical Trial Data,Self-Study,Fully Answered,5.2,14.2,0,5,
MSL-003529,2025-12-09,REP-016,NeuroX-75mg,Neurology,Biomarker Data,Pre-Meeting Prep,Partially Answered,15.0,10.2,0,4,
MSL-003530,2025-12-09,REP-016,CardioPlus-25mg,Neurology,Subgroup Analysis,Pre-Meeting Prep,Partially Answered,12.1,11.6,1,3,HCP-0292
MSL-003531,2025-12-09,REP-017,DrugGamma-200mg,Immunology,Mechanism of Action,Post-Call Follow-up,Redirected to Medical,19.5,0,0,1,
MSL-003532,2025-12-09,REP-017,CardioPlus-25mg,Immunology,Pharmacokinetics,Pre-Meeting Prep,Fully Answered,7.1,9.1,1,5,HCP-0330
MSL-003533,2025-12-09,REP-017,DrugBeta-50mg,Immunology,Combination Therapy,Pre-Meeting Prep,Fully Answered,7.0,4.2,0,5,
MSL-003534,2025-12-09,REP-021,DrugBeta-50mg,Rare Disease,Patient Selection Criteria,Post-Call Follow-up,Fully Answered,7.8,18.1,0,5,
MSL-003535,2025-12-09,REP-021,DrugAlpha-100mg,Rare Disease,Off-label Evidence Request,Pre-Meeting Prep,Fully Answered,9.4,17.5,1,5,HCP-0166
MSL-003536,2025-12-09,REP-021,DrugGamma-200mg,Rare Disease,Real-World Evidence,Self-Study,Fully Answered,11.7,10.1,0,5,
MSL-003537,2025-12-09,REP-021,DrugBeta-50mg,Rare Disease,Subgroup Analysis,Pre-Meeting Prep,Partially Answered,16.1,5.4,1,3,HCP-0079
MSL-003538,2025-12-09,REP-021,NeuroX-75mg,Rare Disease,Pharmacokinetics,Pre-Meeting Prep,Fully Answered,6.4,14.8,1,5,HCP-0209
MSL-003539,2025-12-10,REP-002,DrugBeta-50mg,Oncology,Clinical Trial Data,Live During HCP Call,Partially Answered,12.1,6.0,0,4,
MSL-003540,2025-12-10,REP-002,NeuroX-75mg,Oncology,Drug Interactions,Live During HCP Call,Fully Answered,10.6,2.1,0,5,
MSL-003541,2025-12-10,REP-002,DrugAlpha-100mg,Oncology,Pharmacokinetics,Post-Call Follow-up,Fully Answered,7.9,13.8,0,5,
MSL-003542,2025-12-10,REP-004,DrugBeta-50mg,Cardiology,Combination Therapy,Self-Study,Redirected to Medical,18.3,0,0,2,
MSL-003543,2025-12-10,REP-004,DrugAlpha-100mg,Cardiology,Adverse Events / Safety,Pre-Meeting Prep,Partially Answered,14.1,9.3,1,3,HCP-0458
MSL-003544,2025-12-10,REP-008,DrugAlpha-100mg,Immunology,Patient Selection Criteria,Post-Call Follow-up,Fully Answered,7.6,16.3,0,4,
MSL-003545,2025-12-10,REP-009,DrugGamma-200mg,Cardiology,Long-term Outcomes,Pre-Meeting Prep,Fully Answered,6.8,7.5,1,5,HCP-0323
MSL-003546,2025-12-10,REP-009,CardioPlus-25mg,Cardiology,Clinical Trial Data,Self-Study,Fully Answered,11.9,16.4,0,5,
MSL-003547,2025-12-10,REP-009,DrugGamma-200mg,Cardiology,Competitor Comparison,Live During HCP Call,Fully Answered,5.6,12.3,1,5,HCP-0011
MSL-003548,2025-12-10,REP-010,DrugBeta-50mg,Immunology,Subgroup Analysis,Pre-Meeting Prep,Fully Answered,7.5,17.1,1,5,HCP-0439
MSL-003549,2025-12-10,REP-010,DrugGamma-200mg,Immunology,Long-term Outcomes,Pre-Meeting Prep,Fully Answered,7.5,4.8,0,5,
MSL-003550,2025-12-10,REP-010,NeuroX-75mg,Immunology,Adverse Events / Safety,Pre-Meeting Prep,Fully Answered,8.7,9.8,1,5,HCP-0397
MSL-003551,2025-12-10,REP-010,CardioPlus-25mg,Immunology,Drug Interactions,Post-Call Follow-up,Partially Answered,4.7,11.9,0,4,
MSL-003552,2025-12-10,REP-010,DrugGamma-200mg,Immunology,Combination Therapy,Live During HCP Call,Fully Answered,11.5,5.2,1,5,HCP-0181
MSL-003553,2025-12-10,REP-010,DrugAlpha-100mg,Immunology,Long-term Outcomes,Pre-Meeting Prep,Redirected to Medical,15.5,0,0,2,
MSL-003554,2025-12-10,REP-010,DrugAlpha-100mg,Immunology,Clinical Trial Data,Post-Call Follow-up,Fully Answered,8.2,22.1,0,5,
MSL-003555,2025-12-10,REP-015,NeuroX-75mg,Oncology,Subgroup Analysis,Pre-Meeting Prep,Fully Answered,8.4,7.2,1,4,HCP-0496
MSL-003556,2025-12-10,REP-015,NeuroX-75mg,Oncology,Real-World Evidence,Post-Call Follow-up,Fully Answered,9.7,10.8,0,5,
MSL-003557,2025-12-10,REP-015,DrugGamma-200mg,Oncology,Guidelines / Protocols,Self-Study,Fully Answered,7.0,13.1,0,5,
MSL-003558,2025-12-10,REP-015,DrugBeta-50mg,Oncology,Clinical Trial Data,Pre-Meeting Prep,Fully Answered,8.7,10.4,1,5,HCP-0357
MSL-003559,2025-12-10,REP-016,DrugGamma-200mg,Neurology,Subgroup Analysis,Pre-Meeting Prep,Fully Answered,13.4,20.6,1,5,HCP-0261
MSL-003560,2025-12-10,REP-017,NeuroX-75mg,Immunology,Guidelines / Protocols,Pre-Meeting Prep,Fully Answered,12.2,15.1,0,5,
MSL-003561,2025-12-10,REP-017,DrugAlpha-100mg,Immunology,Pharmacokinetics,Pre-Meeting Prep,Fully Answered,7.3,21.3,1,5,HCP-0094
MSL-003562,2025-12-10,REP-017,DrugAlpha-100mg,Immunology,Dosing Guidelines,Live During HCP Call,Fully Answered,3.3,14.6,1,5,HCP-0348
MSL-003563,2025-12-10,REP-017,CardioPlus-25mg,Immunology,Guidelines / Protocols,Pre-Meeting Prep,Fully Answered,6.7,5.3,1,5,HCP-0427
MSL-003564,2025-12-10,REP-017,NeuroX-75mg,Immunology,Clinical Trial Data,Live During HCP Call,Partially Answered,14.9,5.7,1,2,HCP-0040
MSL-003565,2025-12-10,REP-017,NeuroX-75mg,Immunology,Dosing Guidelines,Post-Call Follow-up,Fully Answered,8.6,14.0,0,5,
MSL-003566,2025-12-10,REP-021,DrugAlpha-100mg,Rare Disease,Competitor Comparison,Self-Study,Partially Answered,11.3,15.1,0,4,
MSL-003567,2025-12-10,REP-021,CardioPlus-25mg,Rare Disease,Off-label Evidence Request,Live During HCP Call,Fully Answered,7.7,8.9,1,5,HCP-0306
MSL-003568,2025-12-10,REP-021,DrugAlpha-100mg,Rare Disease,Dosing Guidelines,Live During HCP Call,Partially Answered,26.2,11.9,0,4,
MSL-003569,2025-12-11,REP-002,DrugBeta-50mg,Oncology,Long-term Outcomes,Self-Study,Fully Answered,13.8,15.2,0,5,
MSL-003570,2025-12-11,REP-004,NeuroX-75mg,Cardiology,Adverse Events / Safety,Post-Call Follow-up,Fully Answered,9.3,11.9,0,5,
MSL-003571,2025-12-11,REP-004,DrugBeta-50mg,Cardiology,Patient Selection Criteria,Self-Study,Fully Answered,3.8,4.8,0,5,
MSL-003572,2025-12-11,REP-008,DrugGamma-200mg,Immunology,Guidelines / Protocols,Self-Study,Fully Answered,3.6,11.2,0,5,
MSL-003573,2025-12-11,REP-008,DrugGamma-200mg,Immunology,Pharmacokinetics,Pre-Meeting Prep,Partially Answered,15.7,7.6,1,2,HCP-0129
MSL-003574,2025-12-11,REP-008,DrugAlpha-100mg,Immunology,Competitor Comparison,Post-Call Follow-up,Partially Answered,11.6,14.1,0,3,
MSL-003575,2025-12-11,REP-008,CardioPlus-25mg,Immunology,Adverse Events / Safety,Self-Study,Fully Answered,7.8,16.1,0,4,
MSL-003576,2025-12-11,REP-009,CardioPlus-25mg,Cardiology,Subgroup Analysis,Pre-Meeting Prep,Fully Answered,8.1,10.4,1,5,HCP-0376
MSL-003577,2025-12-11,REP-010,CardioPlus-25mg,Immunology,Drug Interactions,Post-Call Follow-up,Fully Answered,9.5,10.5,0,4,
MSL-003578,2025-12-11,REP-010,CardioPlus-25mg,Immunology,Competitor Comparison,Live During HCP Call,No Answer Found,18.9,0,0,2,
MSL-003579,2025-12-11,REP-010,NeuroX-75mg,Immunology,Competitor Comparison,Live During HCP Call,Fully Answered,5.9,17.5,1,5,HCP-0407
MSL-003580,2025-12-11,REP-015,DrugAlpha-100mg,Oncology,Long-term Outcomes,Pre-Meeting Prep,Fully Answered,8.2,9.5,1,4,HCP-0142
MSL-003581,2025-12-11,REP-015,DrugAlpha-100mg,Oncology,Pharmacokinetics,Live During HCP Call,No Answer Found,25.1,0,0,2,
MSL-003582,2025-12-11,REP-015,DrugAlpha-100mg,Oncology,Combination Therapy,Live During HCP Call,Fully Answered,10.0,2.5,1,5,HCP-0058
MSL-003583,2025-12-11,REP-015,NeuroX-75mg,Oncology,Clinical Trial Data,Self-Study,Fully Answered,5.4,12.4,0,5,
MSL-003584,2025-12-11,REP-016,DrugGamma-200mg,Neurology,Long-term Outcomes,Post-Call Follow-up,Fully Answered,9.5,19.3,0,4,
MSL-003585,2025-12-11,REP-016,DrugGamma-200mg,Neurology,Guidelines / Protocols,Pre-Meeting Prep,Fully Answered,10.9,6.3,1,5,HCP-0430
MSL-003586,2025-12-11,REP-016,DrugGamma-200mg,Neurology,Combination Therapy,Pre-Meeting Prep,Partially Answered,14.6,18.5,1,4,HCP-0188
MSL-003587,2025-12-11,REP-016,DrugBeta-50mg,Neurology,Pharmacokinetics,Live During HCP Call,Fully Answered,9.9,22.0,0,5,
MSL-003588,2025-12-11,REP-016,DrugGamma-200mg,Neurology,Pharmacokinetics,Pre-Meeting Prep,Fully Answered,8.6,12.7,1,5,HCP-0151
MSL-003589,2025-12-11,REP-016,DrugBeta-50mg,Neurology,Patient Selection Criteria,Self-Study,Partially Answered,26.4,2.1,0,2,
MSL-003590,2025-12-11,REP-016,NeuroX-75mg,Neurology,Real-World Evidence,Live During HCP Call,Fully Answered,8.1,12.0,1,5,HCP-0242
MSL-003591,2025-12-11,REP-016,CardioPlus-25mg,Neurology,Off-label Evidence Request,Pre-Meeting Prep,Fully Answered,5.9,15.2,0,4,
MSL-003592,2025-12-11,REP-017,CardioPlus-25mg,Immunology,Biomarker Data,Pre-Meeting Prep,Redirected to Medical,30.3,0,0,3,
MSL-003593,2025-12-11,REP-017,DrugGamma-200mg,Immunology,Guidelines / Protocols,Pre-Meeting Prep,No Answer Found,35.9,0,0,2,
MSL-003594,2025-12-11,REP-017,DrugBeta-50mg,Immunology,Real-World Evidence,Self-Study,Fully Answered,3.6,19.4,0,5,
MSL-003595,2025-12-11,REP-021,DrugBeta-50mg,Rare Disease,Subgroup Analysis,Pre-Meeting Prep,Partially Answered,16.3,4.4,1,4,HCP-0035
MSL-003596,2025-12-11,REP-021,CardioPlus-25mg,Rare Disease,Competitor Comparison,Pre-Meeting Prep,Fully Answered,8.8,6.6,0,5,
MSL-003597,2025-12-12,REP-002,DrugGamma-200mg,Oncology,Mechanism of Action,Pre-Meeting Prep,Partially Answered,10.5,19.8,1,4,HCP-0425
MSL-003598,2025-12-12,REP-002,DrugAlpha-100mg,Oncology,Drug Interactions,Self-Study,Fully Answered,9.0,10.0,0,5,
MSL-003599,2025-12-12,REP-002,NeuroX-75mg,Oncology,Patient Selection Criteria,Pre-Meeting Prep,Fully Answered,8.6,16.9,1,4,HCP-0234
MSL-003600,2025-12-12,REP-002,DrugGamma-200mg,Oncology,Clinical Trial Data,Live During HCP Call,Fully Answered,8.2,3.4,1,5,HCP-0192
MSL-003601,2025-12-12,REP-004,NeuroX-75mg,Cardiology,Mechanism of Action,Pre-Meeting Prep,Fully Answered,7.4,13.8,1,4,HCP-0017
MSL-003602,2025-12-12,REP-004,CardioPlus-25mg,Cardiology,Biomarker Data,Pre-Meeting Prep,Fully Answered,5.7,9.2,1,5,HCP-0001
MSL-003603,2025-12-12,REP-008,DrugAlpha-100mg,Immunology,Drug Interactions,Pre-Meeting Prep,Partially Answered,8.1,2.9,1,2,HCP-0208
MSL-003604,2025-12-12,REP-008,DrugAlpha-100mg,Immunology,Combination Therapy,Pre-Meeting Prep,Fully Answered,7.1,8.5,1,5,HCP-0146
MSL-003605,2025-12-12,REP-008,DrugBeta-50mg,Immunology,Competitor Comparison,Live During HCP Call,Fully Answered,9.0,13.0,0,5,
MSL-003606,2025-12-12,REP-008,CardioPlus-25mg,Immunology,Subgroup Analysis,Live During HCP Call,Partially Answered,16.3,16.1,1,4,HCP-0446
MSL-003607,2025-12-12,REP-008,DrugBeta-50mg,Immunology,Mechanism of Action,Live During HCP Call,Partially Answered,20.4,16.2,1,3,HCP-0109
MSL-003608,2025-12-12,REP-009,DrugGamma-200mg,Cardiology,Mechanism of Action,Self-Study,Fully Answered,10.2,12.3,0,4,
MSL-003609,2025-12-12,REP-009,CardioPlus-25mg,Cardiology,Patient Selection Criteria,Live During HCP Call,Fully Answered,3.1,16.7,1,5,HCP-0131
MSL-003610,2025-12-12,REP-009,CardioPlus-25mg,Cardiology,Pharmacokinetics,Pre-Meeting Prep,Partially Answered,16.1,9.5,1,4,HCP-0257
MSL-003611,2025-12-12,REP-009,NeuroX-75mg,Cardiology,Clinical Trial Data,Pre-Meeting Prep,Fully Answered,4.4,19.6,1,4,HCP-0021
MSL-003612,2025-12-12,REP-009,DrugBeta-50mg,Cardiology,Mechanism of Action,Live During HCP Call,Partially Answered,9.6,12.9,1,3,HCP-0343
MSL-003613,2025-12-12,REP-009,DrugGamma-200mg,Cardiology,Off-label Evidence Request,Post-Call Follow-up,Fully Answered,5.8,9.7,0,5,
MSL-003614,2025-12-12,REP-010,DrugBeta-50mg,Immunology,Long-term Outcomes,Post-Call Follow-up,Fully Answered,10.2,15.5,0,5,
MSL-003615,2025-12-12,REP-010,CardioPlus-25mg,Immunology,Long-term Outcomes,Post-Call Follow-up,Fully Answered,12.0,9.6,0,5,
MSL-003616,2025-12-12,REP-015,DrugBeta-50mg,Oncology,Clinical Trial Data,Pre-Meeting Prep,Fully Answered,6.8,13.6,1,5,HCP-0425
MSL-003617,2025-12-12,REP-015,DrugGamma-200mg,Oncology,Clinical Trial Data,Self-Study,Fully Answered,6.0,12.3,0,4,
MSL-003618,2025-12-12,REP-015,DrugBeta-50mg,Oncology,Subgroup Analysis,Pre-Meeting Prep,Fully Answered,10.9,19.8,1,5,HCP-0374
MSL-003619,2025-12-12,REP-015,NeuroX-75mg,Oncology,Off-label Evidence Request,Pre-Meeting Prep,Partially Answered,9.3,16.6,1,4,HCP-0166
MSL-003620,2025-12-12,REP-016,DrugAlpha-100mg,Neurology,Mechanism of Action,Live During HCP Call,Partially Answered,19.2,20.5,1,4,HCP-0124
MSL-003621,2025-12-12,REP-016,NeuroX-75mg,Neurology,Off-label Evidence Request,Pre-Meeting Prep,Fully Answered,6.2,2.9,1,5,HCP-0246
MSL-003622,2025-12-12,REP-016,DrugGamma-200mg,Neurology,Competitor Comparison,Post-Call Follow-up,Fully Answered,4.6,10.6,0,4,
MSL-003623,2025-12-12,REP-017,DrugGamma-200mg,Immunology,Dosing Guidelines,Live During HCP Call,Fully Answered,5.4,6.5,0,4,
MSL-003624,2025-12-12,REP-017,DrugGamma-200mg,Immunology,Competitor Comparison,Pre-Meeting Prep,Fully Answered,10.5,2,0,4,
MSL-003625,2025-12-12,REP-017,DrugAlpha-100mg,Immunology,Adverse Events / Safety,Pre-Meeting Prep,Redirected to Medical,21.9,0,0,1,
MSL-003626,2025-12-12,REP-017,DrugBeta-50mg,Immunology,Biomarker Data,Self-Study,Partially Answered,18.6,13.9,0,3,
MSL-003627,2025-12-12,REP-017,DrugGamma-200mg,Immunology,Long-term Outcomes,Live During HCP Call,Fully Answered,5.6,12.7,1,5,HCP-0236
MSL-003628,2025-12-15,REP-002,DrugAlpha-100mg,Oncology,Mechanism of Action,Self-Study,Partially Answered,14.5,18.0,0,3,
MSL-003629,2025-12-15,REP-002,DrugAlpha-100mg,Oncology,Drug Interactions,Pre-Meeting Prep,Fully Answered,7.9,13.9,1,5,HCP-0092
MSL-003630,2025-12-15,REP-002,CardioPlus-25mg,Oncology,Mechanism of Action,Live During HCP Call,Fully Answered,9.0,7.9,1,5,HCP-0216
MSL-003631,2025-12-15,REP-002,DrugGamma-200mg,Oncology,Subgroup Analysis,Pre-Meeting Prep,Fully Answered,8.3,7.8,0,4,
MSL-003632,2025-12-15,REP-004,DrugAlpha-100mg,Cardiology,Patient Selection Criteria,Live During HCP Call,Fully Answered,5.5,16.2,1,5,HCP-0443
MSL-003633,2025-12-15,REP-004,NeuroX-75mg,Cardiology,Pharmacokinetics,Live During HCP Call,Fully Answered,10.6,11.2,1,4,HCP-0215
MSL-003634,2025-12-15,REP-004,DrugBeta-50mg,Cardiology,Competitor Comparison,Pre-Meeting Prep,Fully Answered,6.9,16.6,1,5,HCP-0230
MSL-003635,2025-12-15,REP-004,NeuroX-75mg,Cardiology,Pharmacokinetics,Post-Call Follow-up,Fully Answered,4.5,9.7,0,4,
MSL-003636,2025-12-15,REP-004,DrugGamma-200mg,Cardiology,Patient Selection Criteria,Post-Call Follow-up,Fully Answered,11.0,9.9,0,5,
MSL-003637,2025-12-15,REP-008,DrugBeta-50mg,Immunology,Real-World Evidence,Pre-Meeting Prep,Fully Answered,7.3,15.3,1,4,HCP-0252
MSL-003638,2025-12-15,REP-008,DrugBeta-50mg,Immunology,Competitor Comparison,Pre-Meeting Prep,Fully Answered,10.6,14.1,1,5,HCP-0203
MSL-003639,2025-12-15,REP-008,DrugGamma-200mg,Immunology,Long-term Outcomes,Pre-Meeting Prep,Partially Answered,7.4,4.7,1,2,HCP-0456
MSL-003640,2025-12-15,REP-009,NeuroX-75mg,Cardiology,Adverse Events / Safety,Pre-Meeting Prep,No Answer Found,21.4,0,0,1,
MSL-003641,2025-12-15,REP-009,DrugGamma-200mg,Cardiology,Clinical Trial Data,Pre-Meeting Prep,Fully Answered,6.4,9.5,0,5,
MSL-003642,2025-12-15,REP-009,NeuroX-75mg,Cardiology,Off-label Evidence Request,Self-Study,Fully Answered,5.0,22.4,0,4,
MSL-003643,2025-12-15,REP-009,DrugAlpha-100mg,Cardiology,Long-term Outcomes,Post-Call Follow-up,Fully Answered,8.8,13.0,0,4,
MSL-003644,2025-12-15,REP-009,NeuroX-75mg,Cardiology,Adverse Events / Safety,Pre-Meeting Prep,No Answer Found,28.3,0,0,2,
MSL-003645,2025-12-15,REP-009,DrugBeta-50mg,Cardiology,Dosing Guidelines,Post-Call Follow-up,Fully Answered,9.8,12.6,0,4,
MSL-003646,2025-12-15,REP-010,NeuroX-75mg,Immunology,Clinical Trial Data,Pre-Meeting Prep,Partially Answered,18.5,20.1,1,2,HCP-0480
MSL-003647,2025-12-15,REP-010,DrugGamma-200mg,Immunology,Mechanism of Action,Pre-Meeting Prep,Partially Answered,28.9,16.2,0,4,
MSL-003648,2025-12-15,REP-010,DrugAlpha-100mg,Immunology,Guidelines / Protocols,Post-Call Follow-up,Partially Answered,7.2,18.5,0,4,
MSL-003649,2025-12-15,REP-010,NeuroX-75mg,Immunology,Biomarker Data,Pre-Meeting Prep,Fully Answered,9.6,5.4,1,5,HCP-0158
MSL-003650,2025-12-15,REP-010,DrugGamma-200mg,Immunology,Real-World Evidence,Live During HCP Call,Fully Answered,10.6,9.1,1,4,HCP-0415
MSL-003651,2025-12-15,REP-010,DrugGamma-200mg,Immunology,Pharmacokinetics,Live During HCP Call,Fully Answered,13.8,21.4,1,5,HCP-0353
MSL-003652,2025-12-15,REP-015,CardioPlus-25mg,Oncology,Real-World Evidence,Post-Call Follow-up,No Answer Found,21.6,0,0,2,
MSL-003653,2025-12-15,REP-015,NeuroX-75mg,Oncology,Off-label Evidence Request,Post-Call Follow-up,Partially Answered,16.9,11.5,0,3,
MSL-003654,2025-12-15,REP-015,DrugAlpha-100mg,Oncology,Clinical Trial Data,Pre-Meeting Prep,No Answer Found,30.9,0,0,3,
MSL-003655,2025-12-15,REP-016,DrugGamma-200mg,Neurology,Guidelines / Protocols,Live During HCP Call,Fully Answered,3.2,3.5,1,4,HCP-0225
MSL-003656,2025-12-15,REP-016,DrugBeta-50mg,Neurology,Pharmacokinetics,Pre-Meeting Prep,Partially Answered,14.2,14.1,0,4,
MSL-003657,2025-12-15,REP-016,DrugBeta-50mg,Neurology,Drug Interactions,Post-Call Follow-up,Fully Answered,5.4,8.0,0,4,
MSL-003658,2025-12-15,REP-016,DrugAlpha-100mg,Neurology,Subgroup Analysis,Self-Study,Fully Answered,8.3,4.6,0,5,
MSL-003659,2025-12-15,REP-017,DrugAlpha-100mg,Immunology,Mechanism of Action,Pre-Meeting Prep,Fully Answered,8.9,7.8,1,5,HCP-0179
MSL-003660,2025-12-15,REP-017,DrugAlpha-100mg,Immunology,Guidelines / Protocols,Live During HCP Call,Fully Answered,8.6,3.7,0,4,
